N	2gram	Trubetskoy_1	Formalny
1	и в	23	24
2	в его	5	23
3	прежде всего	3	22
4	и не	8	20
5	так и	10	18
6	не может	17	16
7	точки зрения	13	16
8	в этом	12	15
9	в нем	3	14
10	может быть	16	14
11	на почве	3	13
12	с точки	8	13
13	таким образом	31	13
14	в своем	10	11
15	не менее	7	11
16	как и	9	11
17	должно быть	4	11
18	социальной жизни	4	11
19	в их	4	11
20	вовсе не	2	10
21	и ее	2	10
22	в настоящее	2	10
23	и их	5	10
24	то же	4	10
25	в ней	3	10
26	настоящее время	2	10
27	и потому	3	9
28	в процессе	2	9
29	все это	11	9
30	в то	6	9
31	же время	2	8
32	именно в	5	8
33	в свою	2	8
34	то что	18	8
35	лишь в	5	8
36	и на	6	8
37	не в	8	8
38	и с	5	8
39	должна быть	5	7
40	и от	5	7
41	не только	7	7
42	с ее	2	7
43	жизни и	2	7
44	но и	9	7
45	на самом	7	7
46	отнюдь не	2	6
47	и все	7	6
48	было бы	3	6
49	в том	30	6
50	в этой	6	6
51	более или	7	6
52	самом деле	12	6
53	свою очередь	2	6
54	до сих	8	6
55	она не	2	6
56	еще не	5	6
57	как бы	10	6
58	сих пор	8	6
59	в целом	5	6
60	или менее	7	6
61	а в	3	6
62	все эти	19	6
63	хотя бы	4	5
64	у нас	3	5
65	при этом	9	5
66	во всех	10	5
67	в самом	8	5
68	и до	3	5
69	как мы	2	5
70	того что	6	5
71	должны быть	3	5
72	с другой	6	5
73	и истории	5	5
74	но в	4	5
75	независимо от	2	4
76	в частности	2	4
77	никогда не	4	4
78	и к	5	4
79	в мире	6	4
80	для этого	7	4
81	одной стороны	2	4
82	и может	3	4
83	если бы	8	4
84	конечно не	3	4
85	всяком случае	2	4
86	отношению к	9	4
87	при таком	2	4
88	быть и	5	4
89	так же	8	4
90	по отношению	9	4
91	в связи	3	4
92	что в	8	4
93	с одной	3	4
94	друг друга	2	4
95	как на	4	4
96	в которой	5	4
97	с этой	3	4
98	во всяком	2	4
99	в истории	3	4
100	но не	2	3
101	всех этих	4	3
102	связи с	4	3
103	в них	2	3
104	то ни	3	3
105	он должен	2	3
106	в жизни	3	3
107	бы то	2	3
108	на все	5	3
109	ясно что	8	3
110	что он	7	3
111	к тому	8	3
112	для него	2	3
113	в общем	6	3
114	но для	2	3
115	он не	3	3
116	если он	2	3
117	все же	13	3
118	отношение к	4	3
119	отличается от	6	3
120	не было	2	3
121	и других	2	3
122	сводится к	2	3
123	культуры и	9	3
124	тем самым	3	3
125	и наконец	3	3
126	между ними	2	3
127	его в	5	3
128	целый ряд	4	3
129	у них	6	3
130	жизнь и	3	3
131	ничем не	4	3
132	в основе	2	3
133	они не	2	3
134	в себе	5	3
135	как к	5	3
136	этого слова	2	3
137	бы в	3	3
138	в области	4	3
139	а лишь	2	2
140	своем целом	2	2
141	и более	2	2
142	же как	3	2
143	с тем	2	2
144	в нашем	3	2
145	целом ряде	3	2
146	это не	3	2
147	и особенно	2	2
148	с этим	11	2
149	вопрос о	3	2
150	том чтобы	2	2
151	таким же	3	2
152	все в	2	2
153	ни было	2	2
154	в самой	2	2
155	по существу	6	2
156	мы видели	2	2
157	но все	5	2
158	одна из	2	2
159	если мы	4	2
160	только в	6	2
161	и если	6	2
162	от друга	6	2
163	от того	3	2
164	только не	2	2
165	что и	7	2
166	не есть	2	2
167	друг от	6	2
168	на него	2	2
169	вместе с	6	2
170	и развитие	2	2
171	от нее	2	2
172	и что	8	2
173	ко всем	3	2
174	не так	4	2
175	и те	2	2
176	из этой	2	2
177	или иначе	5	2
178	культуры с	2	2
179	в результате	9	2
180	между тем	12	2
181	в своих	2	2
182	если же	3	2
183	и это	3	2
184	тех же	2	2
185	во всем	3	2
186	на нее	2	2
187	с ним	6	2
188	входящих в	2	2
189	в эту	2	2
