N	2gram	Bakhtin_Pr_4	VerxiiNi
1	и в	46	26
2	таким образом	4	22
3	вместе с	2	15
4	в этом	16	15
5	точки зрения	11	13
6	как бы	19	12
7	в том	9	11
8	может быть	23	10
9	не только	14	10
10	и с	7	10
11	из этих	3	10
12	что в	4	9
13	но и	12	9
14	так как	5	9
15	с другой	3	8
16	но не	4	8
17	в общем	2	8
18	и не	27	8
19	том что	4	7
20	но все	2	7
21	к нему	5	7
22	то что	4	7
23	потому что	4	7
24	но в	6	7
25	в конце	3	6
26	к тому	2	6
27	того же	3	6
28	что и	3	6
29	все же	4	6
30	так и	4	6
31	все это	6	6
32	в отношении	3	6
33	все эти	4	6
34	с точки	9	6
35	во всяком	2	6
36	в себе	7	6
37	и т.д	3	6
38	о том	5	6
39	том числе	4	5
40	и к	9	5
41	отношение к	3	5
42	до сих	8	5
43	друг с	5	5
44	в его	9	5
45	никогда не	6	5
46	к жизни	2	5
47	с другом	5	5
48	сих пор	8	5
49	или менее	3	5
50	так же	3	5
51	лишь в	2	5
52	а не	11	5
53	и для	3	5
54	в мире	3	5
55	более или	3	5
56	в этих	4	4
57	что он	6	4
58	в нем	17	4
59	числе и	3	4
60	в самом	9	4
61	в котором	5	4
62	целый ряд	2	4
63	не может	19	4
64	и только	3	4
65	а в	2	4
66	то же	6	4
67	и что	3	4
68	на этот	2	4
69	и по	2	4
70	в которых	2	4
71	он не	4	4
72	в то	5	4
73	только в	6	4
74	то есть	40	4
75	в этой	3	4
76	далеко не	3	4
77	не менее	2	3
78	же как	2	3
79	и другие	3	3
80	если бы	3	3
81	хотя бы	2	3
82	можно сказать	4	3
83	для него	2	3
84	так что	2	3
85	и как	2	3
86	и при	3	3
87	в своем	3	3
88	и нет	4	3
89	и о	3	3
90	к ним	4	3
91	если в	2	3
92	отношению к	5	3
93	когда он	2	3
94	при этом	5	3
95	но с	2	3
96	уже не	4	3
97	и даже	3	3
98	в результате	2	3
99	в других	2	3
100	в одном	11	3
101	уже в	4	2
102	не могут	3	2
103	с его	5	2
104	превращается в	4	2
105	не как	3	2
106	но при	3	2
107	на все	2	2
108	прежде всего	9	2
109	из своих	2	2
110	на то	3	2
111	или иной	2	2
112	от них	2	2
113	оно является	2	2
114	и здесь	4	2
115	сознании и	2	2
116	самой этой	2	2
117	по существу	3	2
118	все что	2	2
119	же время	5	2
120	что мы	2	2
121	еще не	7	2
122	конечно не	8	2
123	той или	2	2
124	но если	3	2
125	и является	2	2
126	не могло	2	2
127	не к	3	2
128	жизни и	5	2
129	во всех	5	2
130	в процессе	4	2
131	приводит к	4	2
132	отличается от	3	2
133	для этого	2	2
134	ни у	3	2
135	особенно в	5	2
136	не было	2	2
137	те же	2	2
138	мы имеем	3	2
139	в самой	5	2
140	в одно	2	2
141	между этими	3	2
142	одним из	3	2
143	друг на	2	2
144	и на	11	2
145	людей и	4	2
146	сказать что	2	2
147	не в	10	2
148	мы можем	4	2
149	и наконец	4	2
150	на друга	2	2
151	по своей	3	2
152	о котором	2	2
153	и все	9	2
154	так чтобы	3	2
155	и это	3	2
156	которые в	2	2
157	между тем	2	2
158	в виду	4	2
