N	2gram	Vinokur_Ku_3	Narrotol
1	не только	17	31
2	но и	3	27
3	и не	10	23
4	при этом	6	19
5	может быть	14	15
6	в частности	2	14
7	в качестве	2	14
8	как и	5	13
9	а не	11	13
10	а в	5	13
11	только в	6	12
12	в этом	16	12
13	и в	23	11
14	в данном	7	11
15	состоит в	2	10
16	своего рода	2	10
17	то что	4	9
18	то же	6	8
19	в том	22	8
20	данном случае	4	8
21	не может	6	8
22	уже не	8	8
23	иначе говоря	2	8
24	если бы	8	7
25	том что	11	7
26	на протяжении	2	7
27	но в	2	7
28	к тому	3	6
29	а также	4	6
30	не в	5	6
31	в самом	13	6
32	как бы	5	6
33	один из	4	6
34	как раз	4	6
35	тому же	3	6
36	в его	11	6
37	можно сказать	2	5
38	той или	5	5
39	точка зрения	4	5
40	в своей	4	5
41	так и	6	5
42	тем самым	4	5
43	столь же	4	5
44	потому что	12	5
45	точки зрения	23	5
46	слова в	4	4
47	о чем	2	4
48	из этих	5	4
49	или иной	7	4
50	что на	3	4
51	все же	5	4
52	то в	3	4
53	но не	3	4
54	прежде всего	9	4
55	еще не	9	4
56	в ней	3	4
57	было как	2	4
58	и тем	6	4
59	в первом	5	4
60	не по	3	4
61	по себе	6	4
62	как в	4	4
63	внимание на	2	4
64	так в	2	4
65	того что	11	4
66	того чтобы	11	4
67	хотя и	5	4
68	на себя	2	4
69	в то	3	4
70	о том	6	4
71	в одном	2	4
72	не менее	12	3
73	тому как	2	3
74	что в	13	3
75	это уже	3	3
76	однако в	2	3
77	в нашем	7	3
78	в своем	4	3
79	первом случае	2	3
80	это не	3	3
81	что он	6	3
82	еще раз	2	3
83	тем не	9	3
84	у нас	10	3
85	и как	2	3
86	когда в	2	3
87	в целом	4	3
88	себя внимание	2	3
89	самом деле	14	3
90	но как	3	3
91	для того	12	3
92	может служить	2	3
93	и о	4	3
94	но для	3	3
95	он не	3	3
96	речь идет	3	3
97	отношению к	2	3
98	по отношению	3	3
99	быть не	2	3
100	не было	4	3
101	именно в	3	3
102	о них	4	3
103	лишь в	8	3
104	в слове	4	3
105	мы не	3	3
106	также и	5	3
107	и с	3	3
108	как это	7	3
109	могло бы	3	3
110	мы имеем	2	3
111	между тем	4	3
112	в известном	2	2
113	отнюдь не	3	2
114	в зависимости	7	2
115	в этих	2	2
116	в сущности	4	2
117	к его	2	2
118	как мы	5	2
119	известном смысле	2	2
120	она может	2	2
121	и того	2	2
122	слово это	2	2
123	зависимости от	8	2
124	по своему	2	2
125	до сих	8	2
126	в пределах	2	2
127	она не	3	2
128	или иным	2	2
129	никак не	2	2
130	чем это	2	2
131	точек зрения	2	2
132	не имеет	3	2
133	хотя бы	9	2
134	вместе с	2	2
135	дело не	2	2
136	сих пор	8	2
137	другой стороны	3	2
138	только что	2	2
139	в отличие	2	2
140	в связи	5	2
141	и только	3	2
142	в особенности	2	2
143	для обозначения	2	2
144	и через	2	2
145	и вот	3	2
146	в той	4	2
147	что не	4	2
148	тем же	2	2
149	с другой	7	2
150	отличие от	2	2
151	в таком	4	2
152	ничего не	6	2
153	нас в	3	2
154	в результате	3	2
155	сказать что	7	2
156	во всяком	2	2
157	не о	2	2
158	связи с	6	2
159	я в	3	2
160	что мы	2	2
161	один и	2	2
162	здесь не	2	2
163	так сказать	2	2
164	в чем	5	2
165	в области	14	2
