N	3gram	Medvedev_F_3	Myshleni
1	в том что	3	21
2	с точки зрения	14	18
3	для того чтобы	4	10
4	в высшей степени	2	7
5	в зависимости от	5	6
6	в связи с	4	6
7	во всяком случае	6	6
8	не может быть	14	6
9	по отношению к	3	5
10	в самом деле	4	4
11	смысле этого слова	2	3
12	в данном случае	4	3
13	мы не можем	2	3
14	мы видели что	2	3
15	в отличие от	2	3
16	в этом отношении	3	3
17	мы увидим что	2	2
18	потому что он	3	2
19	то же самое	3	2
20	здесь и теперь	6	2
21	с таким же	2	2
22	вовсе не в	2	2
23	в этом смысле	2	2
24	на самом деле	12	2
25	подобно тому как	4	2
