N	2gram	Tiupa_Narr_2	Myslijsy
1	потому что	2	49
2	для нас	2	31
3	то есть	9	30
4	и в	13	24
5	в душе	2	23
6	может быть	10	23
7	в сознании	2	23
8	то что	8	20
9	и не	14	19
10	а не	17	18
11	в том	14	18
12	что в	4	16
13	не только	26	15
14	при этом	14	13
15	было бы	2	13
16	не в	8	13
17	в слове	3	13
18	но не	3	12
19	не может	8	12
20	то же	4	12
21	если бы	4	11
22	что и	2	11
23	мы не	2	11
24	только в	11	11
25	таким образом	5	11
26	для него	4	10
27	в себе	8	10
28	как в	5	10
29	тогда как	15	10
30	точно так	2	9
31	вовсе не	2	9
32	в нем	5	9
33	как бы	6	9
34	но и	15	9
35	то и	3	9
36	а в	9	8
37	том что	13	8
38	в этом	13	8
39	быть может	2	7
40	прежде всего	6	7
41	мысль о	2	7
42	как и	4	7
43	того что	6	7
44	в чем	2	7
45	с другой	5	6
46	и того	3	6
47	в свою	2	6
48	по поводу	2	6
49	тем не	5	6
50	и т	2	6
51	не имеет	2	6
52	между тем	3	6
53	в то	5	6
54	и уже	4	5
55	не менее	4	5
56	столь же	2	5
57	с ним	4	5
58	же в	4	5
59	что они	3	5
60	в памяти	2	5
61	на то	2	5
62	о том	5	5
63	так и	9	5
64	мертвых душ	2	5
65	все же	6	5
66	место в	5	4
67	во время	2	4
68	никогда не	6	4
69	из этих	2	4
70	что он	5	4
71	уже не	4	4
72	одна из	3	4
73	еще не	2	4
74	в самом	2	4
75	в котором	5	4
76	с одной	5	4
77	если не	2	4
78	и что	2	4
79	тем самым	5	4
80	к другому	2	4
81	в таком	3	4
82	тому как	2	4
83	подобно тому	2	4
84	они не	2	4
85	как он	2	4
86	так сказать	3	4
87	в других	2	4
88	но в	6	4
89	стало быть	2	4
90	что это	4	3
91	это не	3	3
92	оно не	2	3
93	и все	4	3
94	хотя и	5	3
95	о которой	3	3
96	только по	2	3
97	все что	4	3
98	одной стороны	5	3
99	но это	2	3
100	вслед за	6	3
101	в ней	2	3
102	с таким	2	3
103	и тем	5	3
104	в целом	3	3
105	на него	5	3
106	со стороны	6	3
107	что она	2	3
108	только что	2	3
109	т п	2	3
110	те же	2	3
111	и у	4	3
112	и для	3	3
113	как на	2	3
114	той же	2	3
115	с ними	3	3
116	одно из	2	3
117	далеко не	5	3
118	том как	2	3
119	а то	2	2
120	в нашем	2	2
121	и его	3	2
122	что у	2	2
123	в какой	4	2
124	превращается в	2	2
125	но он	2	2
126	хотя бы	2	2
127	не столько	5	2
128	а к	3	2
129	в жизни	6	2
130	с нею	2	2
131	состоит в	12	2
132	зависит от	2	2
133	пространство и	2	2
134	с его	3	2
135	бы в	2	2
136	у нас	2	2
137	все эти	3	2
138	так же	2	2
139	у него	6	2
140	же время	3	2
141	что с	2	2
142	имеет место	2	2
143	к ней	3	2
144	в его	6	2
145	не все	2	2
146	один из	3	2
147	можно назвать	2	2
148	внимание на	3	2
149	например мы	3	2
150	а с	2	2
151	на самом	2	2
152	в себя	4	2
153	самом деле	3	2
154	того чтобы	3	2
155	и по	3	2
156	как это	4	2
157	по отношению	5	2
158	и здесь	2	2
159	с такою	2	2
160	сказать что	3	2
161	тому что	3	2
162	существования в	2	2
163	отношения между	2	2
164	в другом	4	2
165	о котором	3	2
166	могли бы	2	2
167	к которому	2	2
