N	2gram	Vygotskiy__2	FransuaR
1	и в	15	45
2	и т.п	7	16
3	и не	7	15
4	не только	15	14
5	в этом	19	14
6	но в	6	14
7	в его	2	13
8	во всех	2	13
9	и его	4	13
10	как бы	7	12
11	во время	3	12
12	что в	14	12
13	в своем	9	11
14	то же	5	11
15	прежде всего	4	10
16	в том	33	10
17	но и	10	10
18	как и	6	10
19	и с	4	10
20	вовсе не	6	8
21	как мы	6	8
22	и др	5	8
23	таким образом	14	8
24	в самой	3	8
25	так же	4	8
26	мира и	2	8
27	с его	4	7
28	том что	27	7
29	не в	8	7
30	что и	2	7
31	мы видели	6	7
32	все это	4	7
33	также и	2	7
34	потому что	7	7
35	и все	3	7
36	что он	12	6
37	в этой	6	6
38	он не	7	6
39	так и	8	6
40	того чтобы	12	6
41	для того	10	6
42	связи с	9	6
43	так как	4	6
44	в них	4	6
45	здесь и	3	5
46	с ним	3	5
47	и к	6	5
48	одной из	3	5
49	мы видим	4	5
50	с ее	2	5
51	и их	5	5
52	как раз	4	5
53	не может	9	5
54	в связи	6	5
55	этом отношении	3	5
56	все эти	3	5
57	на самом	3	5
58	в себя	2	5
59	самом деле	6	5
60	и как	2	5
61	гете в	2	5
62	перед нами	2	4
63	же как	2	4
64	об этом	3	4
65	том числе	3	4
66	мы не	10	4
67	у него	2	4
68	но не	3	4
69	ничего не	3	4
70	по поводу	4	4
71	в самом	11	4
72	в сущности	9	4
73	в общем	3	4
74	мы уже	6	4
75	а также	2	4
76	в первой	2	4
77	в их	2	4
78	мы находим	6	4
79	а не	3	4
80	и даже	5	4
81	а в	4	4
82	той же	2	4
83	можно было	5	4
84	сказать что	6	4
85	в основе	3	4
86	с этим	3	4
87	точки зрения	26	4
88	только в	4	4
89	о том	9	4
90	и это	3	4
91	как это	6	4
92	нисколько не	2	3
93	от его	4	3
94	как в	4	3
95	это не	5	3
96	из этих	4	3
97	в одном	2	3
98	что на	2	3
99	ни в	2	3
100	по существу	5	3
101	но на	3	3
102	того же	3	3
103	для него	3	3
104	в своей	4	3
105	в заключение	3	3
106	от того	2	3
107	для всех	4	3
108	не могло	2	3
109	вместе с	6	3
110	что она	3	3
111	связь с	2	3
112	именно в	2	3
113	в течение	2	3
114	с помощью	5	3
115	жизни он	2	3
116	того что	17	3
117	на этот	6	3
118	не имеет	4	3
119	и для	2	3
120	в которых	3	3
121	в другом	2	3
122	как он	6	3
123	там где	6	3
124	только для	3	2
125	с которой	2	2
126	не могут	2	2
127	если мы	6	2
128	независимо от	4	2
129	и есть	2	2
130	в ущерб	2	2
131	говорить о	2	2
132	точку зрения	6	2
133	хотя бы	4	2
134	он должен	2	2
135	что все	4	2
136	на все	2	2
137	к этому	4	2
138	еще один	2	2
139	числе и	3	2
140	можно сказать	2	2
141	к тому	7	2
142	в отношении	6	2
143	раз в	2	2
144	отличие от	3	2
145	когда в	2	2
146	своей жизни	2	2
147	в начале	4	2
148	то что	20	2
149	отрыве от	2	2
150	во все	2	2
151	в качестве	4	2
152	было бы	10	2
153	что это	6	2
154	несмотря на	4	2
155	друг с	2	2
156	к ней	2	2
157	может быть	9	2
158	том же	2	2
159	с другом	2	2
160	даже в	4	2
161	нет и	2	2
162	должен быть	2	2
163	все же	4	2
164	уже говорили	3	2
165	в целом	10	2
166	когда он	3	2
167	на том	2	2
168	и до	3	2
169	данном случае	3	2
170	что эта	6	2
171	в отличие	3	2
172	и только	3	2
173	мысль и	2	2
174	при этом	3	2
175	но эта	3	2
176	в истории	6	2
177	лишь в	3	2
178	и что	8	2
179	с точки	18	2
180	другом месте	2	2
181	с это	2	2
182	нас в	2	2
183	в данном	3	2
184	больше чем	2	2
185	мы можем	10	2
186	он в	3	2
187	и вообще	2	2
188	ту же	2	2
189	же самое	2	2
190	но мы	3	2
191	на эту	2	2
192	и т.д	12	2
193	самого автора	2	2
194	уже и	2	2
195	заметить что	2	2
196	в эту	4	2
197	от этого	2	2
