N	2gram	Vinokur_St_3	Psycholo
1	то что	12	37
2	и в	25	30
3	в том	20	27
4	что в	19	24
5	и что	3	23
6	потому что	5	23
7	том что	15	21
8	все время	2	20
9	для того	2	20
10	таким образом	10	20
11	как бы	6	19
12	что он	19	17
13	на то	5	17
14	не только	12	16
15	в трагедии	6	15
16	в самом	2	14
17	в этом	24	14
18	как раз	3	13
19	то есть	2	13
20	одной стороны	3	12
21	в сущности	2	12
22	вместе с	2	12
23	с одной	2	12
24	если бы	4	11
25	может быть	19	11
26	как на	6	11
27	что мы	3	11
28	о том	8	10
29	никогда не	2	9
30	с другой	5	9
31	для этого	2	9
32	не может	7	9
33	сказать что	4	9
34	так как	3	9
35	с тем	4	8
36	что это	16	8
37	тому что	3	8
38	мы имеем	5	8
39	к тому	2	8
40	не в	6	8
41	а не	5	8
42	того что	5	8
43	заключается в	2	8
44	самом деле	2	8
45	мы видим	4	8
46	могут быть	2	8
47	и это	5	8
48	этих двух	2	7
49	но не	2	7
50	все же	4	7
51	и т	8	7
52	то же	5	7
53	действующих лиц	4	7
54	точки зрения	7	7
55	уже в	3	6
56	как и	4	6
57	что если	2	6
58	и если	3	6
59	и тем	4	6
60	и для	4	6
61	но и	9	6
62	по мнению	3	6
63	что все	3	6
64	и не	10	6
65	говорит что	5	6
66	и его	3	6
67	или в	2	6
68	и здесь	3	6
69	тем что	19	6
70	у шекспира	5	6
71	на этом	3	6
72	по этому	3	5
73	в целом	4	5
74	что именно	2	5
75	несмотря на	3	5
76	как мы	2	5
77	в этой	14	5
78	что они	2	5
79	еще не	2	5
80	до сих	2	5
81	было бы	7	5
82	один из	2	5
83	сих пор	2	5
84	другой стороны	5	5
85	а с	2	5
86	в своих	8	5
87	но в	5	5
88	только в	6	5
89	ответ на	5	5
90	в результате	2	4
91	прежде всего	10	4
92	у нас	4	4
93	и к	4	4
94	в своей	4	4
95	от того	2	4
96	в ней	4	4
97	в его	12	4
98	в них	5	4
99	этой трагедии	4	4
100	только что	2	4
101	внимание на	2	4
102	этому поводу	2	4
103	а в	6	4
104	из которых	4	4
105	действующие лица	3	4
106	в конце	6	4
107	что эта	2	4
108	должен был	2	4
109	в виду	2	4
110	трагедии в	3	3
111	была бы	4	3
112	у него	9	3
113	что у	2	3
114	это не	7	3
115	не как	2	3
116	из этих	6	3
117	формой и	2	3
118	это в	4	3
119	состоит в	4	3
120	к этому	3	3
121	вовсе не	2	3
122	показывает что	3	3
123	самого начала	2	3
124	об этом	5	3
125	с самого	2	3
126	так что	11	3
127	это есть	4	3
128	одна из	2	3
129	что здесь	4	3
130	в свою	2	3
131	для него	3	3
132	он говорит	4	3
133	он не	5	3
134	на его	4	3
135	ни в	5	3
136	так и	5	3
137	со стороны	3	3
138	как в	6	3
139	в их	3	3
140	и только	2	3
141	т д	2	3
142	времени и	2	3
143	этом отношении	4	3
144	и наконец	3	3
145	с которым	3	3
146	той же	2	3
147	мы не	2	3
148	но он	3	3
149	и на	6	3
150	в каком	4	3
151	т п	6	3
152	в другом	3	3
153	в этих	11	3
154	в каждой	2	3
155	в которой	4	3
156	с этой	3	2
157	в отношении	2	2
158	с его	3	2
159	связи с	3	2
160	находит свое	3	2
161	именно поэтому	2	2
162	себя и	2	2
163	говорил что	5	2
164	не является	3	2
165	отношения между	5	2
166	в одной	2	2
167	с этим	7	2
168	в каждом	4	2
169	что эти	4	2
170	этом смысле	4	2
171	а как	4	2
172	когда пушкин	2	2
173	или иной	2	2
174	можно сказать	4	2
175	он был	3	2
176	до конца	3	2
177	трагедии и	2	2
178	нас не	2	2
179	но все	2	2
180	того же	2	2
181	если я	2	2
182	что по	3	2
183	нет в	3	2
184	в центре	4	2
185	том чтобы	2	2
186	в качестве	4	2
187	о которых	3	2
188	в котором	5	2
189	гораздо более	2	2
190	должен быть	2	2
191	во всех	2	2
192	в форме	2	2
193	в словах	3	2
194	все это	8	2
195	отличается от	4	2
196	в течение	4	2
197	мы находим	2	2
198	которая говорит	2	2
199	с точки	4	2
200	к этим	2	2
201	время как	4	2
202	ничего не	4	2
203	в которых	2	2
204	и с	4	2
205	что касается	7	2
206	как например	8	2
207	в то	7	2
208	в рассказе	3	2
209	все эти	3	2
210	из этого	4	2
211	конце концов	3	2
212	и ни	2	2
