N	2gram	Bakhtin_Pr_4	Mirosoze
1	у достоевского	16	42
2	может быть	23	30
3	не только	14	29
4	и в	46	28
5	не может	19	28
6	но и	12	25
7	а не	11	25
8	он не	4	24
9	в этом	16	20
10	не было	2	18
11	у него	5	17
12	не в	10	16
13	потому что	4	16
14	в своей	3	15
15	никогда не	6	14
16	человека и	3	14
17	до конца	4	14
18	в нем	17	13
19	творчество достоевского	2	13
20	и он	6	12
21	и это	3	12
22	для него	2	11
23	в самом	9	11
24	и не	27	11
25	что в	4	10
26	в своем	3	10
27	в мире	3	10
28	достоевского и	2	10
29	прежде всего	9	10
30	и все	9	10
31	что он	6	10
32	было бы	3	10
33	достоевского в	8	9
34	но он	3	9
35	в его	9	9
36	и его	6	9
37	но не	4	8
38	в котором	5	8
39	к достоевскому	2	8
40	в самой	5	7
41	в конце	3	7
42	но в	6	7
43	к нему	5	7
44	в себе	7	7
45	он сам	2	6
46	должна быть	2	6
47	в том	9	6
48	в этой	3	6
49	все это	6	6
50	лишь в	2	6
51	и на	11	6
52	он уже	2	6
53	все в	2	6
54	вместе с	2	6
55	только в	6	6
56	не могут	3	5
57	это не	5	5
58	для достоевского	2	5
59	у нас	2	5
60	как и	12	5
61	то что	4	5
62	нет и	2	5
63	уже в	4	4
64	в этих	4	4
65	не знает	4	4
66	есть уже	2	4
67	смысле слова	2	4
68	не к	3	4
69	отношение к	3	4
70	в их	4	4
71	отношения к	2	4
72	и по	2	4
73	а в	2	4
74	увидим что	2	4
75	в которых	2	4
76	точки зрения	11	4
77	творчестве достоевского	2	4
78	чем у	3	4
79	не как	3	4
80	достоевского все	3	4
81	она не	3	4
82	за пределы	5	4
83	к ней	2	4
84	что и	3	4
85	тему о	2	4
86	или к	2	4
87	уже не	4	4
88	тем что	3	4
89	романов достоевского	2	3
90	себя и	3	3
91	о себе	5	3
92	к тому	2	3
93	для нас	2	3
94	в братьях	2	3
95	достоевского но	3	3
96	но если	3	3
97	в него	6	3
98	преступления и	3	3
99	и их	3	3
100	только и	2	3
101	должно быть	4	3
102	особенно в	5	3
103	с этим	2	3
104	так как	5	3
105	то есть	40	3
106	и с	7	3
107	на этом	3	3
108	с его	5	3
109	в жизни	5	3
110	с собой	3	3
111	том что	4	3
112	есть и	2	3
113	ничего не	2	3
114	мы увидим	6	3
115	конечно не	8	3
116	на том	2	3
117	себя в	3	3
118	когда он	2	3
119	бы и	2	3
120	не была	2	3
121	братьях карамазовых	2	3
122	хотя бы	2	3
123	уже нет	2	2
124	вопрос о	2	2
125	его как	2	2
126	живет в	2	2
127	с самим	5	2
128	и нет	4	2
129	одним из	3	2
130	на этот	2	2
131	в виду	4	2
132	себе и	3	2
133	жизни и	5	2
134	могут быть	2	2
135	отличается от	3	2
136	по отношению	5	2
137	все эти	4	2
138	и что	3	2
139	его творчества	3	2
140	людей и	4	2
141	также и	3	2
142	сказать что	2	2
143	которую он	2	2
144	он и	4	2
145	по своей	3	2
146	как бы	19	2
147	о том	5	2
148	как он	3	2
149	бы в	3	2
150	с ним	2	2
151	а как	2	2
152	если бы	3	2
153	и во	3	2
154	в преступлении	2	2
155	и жизнь	2	2
156	отношению к	5	2
157	в то	5	2
158	него как	2	2
159	все что	2	2
160	ведь это	3	2
161	достоевского это	2	2
162	до сих	8	2
163	пути и	2	2
164	и к	9	2
165	о нем	6	2
166	все же	4	2
167	героев достоевского	3	2
168	не хочет	2	2
169	самого достоевского	2	2
170	сих пор	8	2
171	как в	4	2
172	мысли и	2	2
173	приводит к	4	2
174	в центре	3	2
175	бы не	2	2
176	в той	3	2
177	и как	2	2
178	и для	3	2
179	любовь к	4	2
180	от этого	2	2
181	отношении к	2	2
