N	2gram	Tiupa_Teor_1	Vladivir
1	и в	18	40
2	то что	3	28
3	и не	13	25
4	не только	16	25
5	то есть	12	24
6	но и	9	18
7	в том	16	18
8	том что	9	18
9	что в	9	17
10	в этом	8	16
11	в его	6	14
12	не может	4	14
13	точки зрения	9	13
14	вовсе не	3	13
15	только в	6	13
16	а именно	2	12
17	сказать что	3	12
18	в конце	2	12
19	никогда не	4	11
20	таким образом	3	11
21	потому что	3	11
22	прежде всего	2	10
23	тем не	3	10
24	ни в	2	10
25	и потому	2	10
26	как раз	2	10
27	и его	8	10
28	не менее	4	9
29	уже не	4	9
30	и то	2	9
31	в своей	6	9
32	в себе	9	9
33	в своем	4	8
34	в этой	3	8
35	для него	2	8
36	может быть	17	8
37	так же	2	8
38	и что	3	8
39	он не	3	8
40	а также	6	8
41	а не	9	8
42	к тому	2	7
43	а только	3	7
44	и как	2	7
45	хотя и	3	7
46	а в	13	7
47	того что	4	7
48	в то	6	7
49	что и	2	7
50	вместе с	2	7
51	как и	4	7
52	и здесь	2	6
53	и даже	2	6
54	об этом	2	6
55	то в	2	6
56	не будет	2	6
57	так и	10	6
58	с точки	3	6
59	и это	2	6
60	с другой	7	5
61	отношения к	2	5
62	в отношении	3	5
63	все эти	2	5
64	отнюдь не	3	5
65	в одном	2	5
66	у нас	2	5
67	или менее	2	5
68	в данном	8	5
69	дело в	2	5
70	более или	2	5
71	тому что	2	4
72	в глаза	2	4
73	мог бы	3	4
74	такого рода	8	4
75	в самом	4	4
76	как это	8	4
77	не с	3	4
78	но не	9	4
79	еще не	4	4
80	и о	4	4
81	даже в	3	4
82	то же	7	4
83	а с	3	4
84	если мы	2	4
85	но в	9	4
86	перед нами	2	3
87	я не	2	3
88	в качестве	24	3
89	это не	2	3
90	из этих	3	3
91	одной стороны	2	3
92	при этом	12	3
93	как бы	5	3
94	в виду	5	3
95	и тем	3	3
96	в нем	4	3
97	отличается от	2	3
98	с одной	2	3
99	именно в	3	3
100	сводится к	5	3
101	мы имеем	7	3
102	если бы	3	3
103	этом смысле	2	3
104	говорит в	2	3
105	с их	2	3
106	за пределы	2	3
107	не все	3	3
108	ее в	2	3
109	в отличие	6	3
110	и притом	2	3
111	не в	7	3
112	и для	2	3
113	далеко не	2	3
114	отличие от	6	3
115	это было	2	3
116	не могут	2	2
117	ни к	3	2
118	в нашем	4	2
119	в этих	3	2
120	в какой	2	2
121	для понимания	2	2
122	же время	5	2
123	чем это	2	2
124	так или	4	2
125	не является	4	2
126	в целом	3	2
127	что она	2	2
128	могло быть	2	2
129	в их	2	2
130	который в	2	2
131	другой стороны	5	2
132	в одно	2	2
133	и по	2	2
134	к его	2	2
135	по своей	3	2
136	его в	2	2
137	не вполне	2	2
138	понятие о	2	2
139	с его	5	2
140	в жизни	2	2
141	а и	4	2
142	и к	3	2
143	это тоже	2	2
144	что каждый	2	2
145	того же	3	2
146	одной из	2	2
147	по преимуществу	4	2
148	на почве	4	2
149	со стороны	2	2
150	как говорит	3	2
151	в мире	19	2
152	данном случае	5	2
153	быть и	2	2
154	не на	2	2
155	тем самым	4	2
156	роль в	2	2
157	или иначе	5	2
158	на себя	2	2
159	в другом	3	2
160	в которой	2	2
