N	2gram	Tiupa_Hudo_1	FransuaR
1	и в	19	40
2	то есть	18	18
3	и его	12	17
4	прежде всего	4	16
5	в романе	3	15
6	в этом	11	15
7	не только	16	13
8	и не	15	13
9	в его	9	13
10	что в	6	12
11	вовсе не	2	12
12	как и	2	11
13	но и	10	11
14	и т.п	4	10
15	таким образом	3	10
16	в них	2	9
17	может быть	14	9
18	он не	4	9
19	отношение к	5	8
20	в том	18	8
21	все эти	2	8
22	и на	2	8
23	но в	7	8
24	в своем	2	7
25	в одном	2	7
26	и др	2	7
27	то же	10	7
28	в виду	5	7
29	в этих	3	6
30	же время	5	6
31	в самом	5	6
32	во всех	3	6
33	в своей	5	6
34	в той	3	6
35	в то	6	6
36	в году	2	5
37	как раз	3	5
38	в нем	5	5
39	то что	4	5
40	а не	9	5
41	и для	2	5
42	в основе	4	5
43	для него	4	5
44	в нашем	2	4
45	том что	8	4
46	и потому	2	4
47	а также	5	4
48	даже в	3	4
49	ни в	5	4
50	один из	2	4
51	в мире	21	4
52	в культуре	3	4
53	в их	5	4
54	все это	2	4
55	так в	4	4
56	о том	2	4
57	и о	3	4
58	в данном	4	4
59	того чтобы	2	4
60	в области	6	4
61	том числе	2	3
62	с его	6	3
63	если бы	3	3
64	в частности	13	3
65	для понимания	2	3
66	и к	3	3
67	об этом	2	3
68	в ее	5	3
69	в этой	2	3
70	одна из	2	3
71	еще не	3	3
72	такого рода	10	3
73	как бы	9	3
74	что и	2	3
75	дело не	2	3
76	так и	11	3
77	как в	2	3
78	во всей	3	3
79	по отношению	9	3
80	не может	7	3
81	а в	12	3
82	начиная с	2	3
83	для того	2	3
84	между ними	4	3
85	и как	3	3
86	сказать что	4	3
87	между тем	4	3
88	при этом	13	3
89	одно из	2	3
90	в отличие	7	3
91	в себе	9	3
92	в другом	3	3
93	только в	5	3
94	здесь не	2	3
95	их в	3	3
96	отличие от	7	3
97	слова в	2	2
98	не менее	3	2
99	времени и	2	2
100	о чем	2	2
101	с другой	7	2
102	это не	2	2
103	из этих	3	2
104	что он	3	2
105	или иной	7	2
106	можно сказать	5	2
107	своей жизни	2	2
108	но не	11	2
109	и другие	2	2
110	например в	3	2
111	к нему	3	2
112	по преимуществу	2	2
113	из этого	2	2
114	той или	4	2
115	к жизни	2	2
116	слова и	2	2
117	отношению к	9	2
118	в целом	3	2
119	своего рода	5	2
120	в форме	4	2
121	который в	2	2
122	именно в	2	2
123	лишь в	4	2
124	в системе	2	2
125	на основе	2	2
126	потому что	3	2
127	одной из	2	2
128	нового времени	2	2
129	но он	3	2
130	точки зрения	10	2
131	и ее	3	2
132	но как	2	2
133	далеко не	2	2
134	этого слова	2	2
135	и это	2	2
136	в которой	2	2
137	того же	2	2
