N	2gram	Bakhtin_Fr_3	Analitik
1	может быть	9	29
2	в том	8	27
3	не может	3	22
4	и не	13	21
5	в частности	3	19
6	и в	40	18
7	а не	5	17
8	но и	11	17
9	не только	13	15
10	как и	11	13
11	в его	13	13
12	в этом	15	13
13	том что	4	12
14	при этом	3	12
15	в себе	3	11
16	то есть	18	11
17	но не	2	10
18	то же	7	9
19	а в	3	9
20	в то	6	9
21	в мире	4	8
22	в той	6	8
23	нуждается в	3	8
24	но в	8	8
25	этого слова	2	7
26	времени и	2	6
27	это не	2	6
28	прежде всего	16	6
29	или иной	2	6
30	же время	6	6
31	в самом	6	6
32	в сущности	9	6
33	той или	2	6
34	далеко не	2	6
35	то что	5	6
36	в своей	6	6
37	в отличие	3	6
38	отличие от	3	6
39	по отношению	3	6
40	в основе	5	6
41	точки зрения	2	6
42	только в	3	6
43	и как	3	5
44	в этой	3	5
45	что в	12	5
46	такого рода	3	5
47	как бы	3	5
48	отношению к	2	5
49	в целом	2	5
50	в их	4	5
51	и т.п	10	5
52	лишь в	2	5
53	и его	17	5
54	между тем	3	5
55	и на	8	5
56	о том	4	5
57	с другой	2	4
58	в литературе	5	4
59	ни в	4	4
60	большей или	3	4
61	того же	2	4
62	для того	3	4
63	в области	4	4
64	все же	2	4
65	вместе с	3	4
66	так и	3	4
67	именно в	2	4
68	или меньшей	3	4
69	в другом	3	4
70	том числе	3	3
71	с его	3	3
72	и есть	3	3
73	в нашем	4	3
74	хотя бы	2	3
75	и все	9	3
76	в нем	5	3
77	и к	3	3
78	что он	2	3
79	как известно	2	3
80	еще не	3	3
81	одним из	2	3
82	он не	9	3
83	о нем	3	3
84	в котором	2	3
85	даже в	4	3
86	дело не	3	3
87	что и	3	3
88	в культуре	4	3
89	таким образом	10	3
90	того чтобы	4	3
91	к нему	2	3
92	как он	2	3
93	а также	4	3
94	если бы	3	3
95	своего рода	2	3
96	только для	3	2
97	все эти	8	2
98	для этого	3	2
99	из этих	2	2
100	вовсе не	12	2
101	его к	2	2
102	можно сказать	2	2
103	основе своей	2	2
104	в начале	3	2
105	и потому	4	2
106	и сам	2	2
107	отношение к	8	2
108	для него	5	2
109	было бы	4	2
110	на его	2	2
111	и о	4	2
112	одного из	2	2
113	еще в	3	2
114	один из	4	2
115	какой бы	2	2
116	не к	2	2
117	из них	4	2
118	и до	8	2
119	данном случае	2	2
120	который в	2	2
121	здесь не	3	2
122	на этом	2	2
123	той же	8	2
124	этом отношении	2	2
125	на самом	3	2
126	самом деле	3	2
127	свидетельствует о	2	2
128	особенно в	4	2
129	роль в	4	2
130	как мы	10	2
131	на основе	2	2
132	смертью в	2	2
133	также и	4	2
134	в данном	4	2
135	романа в	2	2
136	так как	4	2
137	думать что	2	2
138	потому что	2	2
139	в которой	2	2
140	и с	8	2
