N	2gram	Vygotskiy__5	Vladivir
1	и в	16	31
2	не только	16	24
3	но и	6	19
4	то что	26	18
5	и не	12	17
6	у него	6	15
7	и даже	2	15
8	том что	15	14
9	что в	16	14
10	в этом	25	14
11	и с	3	14
12	что он	25	12
13	по поводу	2	12
14	в его	11	12
15	но в	6	12
16	в том	18	11
17	потому что	21	11
18	о том	8	11
19	так что	4	10
20	и то	4	10
21	он не	8	10
22	никогда не	5	9
23	как мы	10	9
24	а в	3	9
25	только в	10	9
26	и по	4	8
27	в то	5	8
28	так как	16	8
29	для него	5	7
30	и его	3	7
31	как это	8	7
32	сказать что	13	7
33	еще и	3	7
34	к этому	3	6
35	и к	2	6
36	можно сказать	5	6
37	у нас	2	6
38	в качестве	4	6
39	того же	7	6
40	и потому	2	6
41	может быть	9	6
42	свое время	2	6
43	в котором	2	6
44	так и	7	6
45	не может	18	6
46	то же	8	6
47	и что	12	6
48	на этот	4	6
49	а с	2	5
50	все это	2	5
51	вовсе не	2	5
52	не в	6	5
53	но как	3	5
54	и от	2	5
55	в свое	2	5
56	что и	3	5
57	жизни и	2	5
58	когда он	2	5
59	в своих	2	5
60	но он	7	5
61	с ним	5	5
62	я не	2	4
63	в своем	5	4
64	что у	2	4
65	в нем	7	4
66	как и	8	4
67	и как	3	4
68	мы и	5	4
69	в этой	6	4
70	по своей	3	4
71	никак не	3	4
72	еще в	3	4
73	в своей	2	4
74	в истории	2	4
75	в этот	2	4
76	мысли и	5	4
77	говорит что	5	4
78	что для	2	4
79	во всем	2	4
80	как он	6	4
81	к нему	3	4
82	в которой	5	4
83	но только	2	3
84	только к	2	3
85	к тому	6	3
86	с другой	4	3
87	в жизни	2	3
88	как в	5	3
89	но не	10	3
90	но это	3	3
91	что они	5	3
92	по своему	3	3
93	но что	3	3
94	ничего не	5	3
95	тот же	5	3
96	и из	2	3
97	за пределы	4	3
98	все же	3	3
99	на его	2	3
100	в целом	4	3
101	отношение к	11	3
102	вместе с	4	3
103	только на	2	3
104	другой стороны	2	3
105	в отношении	9	3
106	таким образом	19	3
107	на свою	2	3
108	все эти	4	3
109	и на	6	3
110	он в	3	3
111	к его	3	3
112	и здесь	2	3
113	но этот	2	3
114	в момент	2	2
115	тем что	5	2
116	мы будем	2	2
117	с тем	3	2
118	не менее	3	2
119	для его	2	2
120	в частности	3	2
121	в них	2	2
122	хотя бы	5	2
123	по существу	3	2
124	в тот	2	2
125	указывает на	2	2
126	что все	6	2
127	в меру	4	2
128	то обстоятельство	2	2
129	на все	5	2
130	образом в	2	2
131	на всю	2	2
132	одной из	3	2
133	мы знаем	3	2
134	тому же	2	2
135	это и	3	2
136	тем более	4	2
137	что я	2	2
138	на этом	3	2
139	учение о	2	2
140	все что	2	2
141	то время	4	2
142	это мы	2	2
143	что с	5	2
144	и тот	3	2
145	еще не	4	2
146	при этом	4	2
147	того что	16	2
148	было бы	10	2
149	совершенно не	2	2
150	в самом	4	2
151	одним из	2	2
152	к жизни	3	2
153	отношением к	2	2
154	из них	2	2
155	то как	3	2
156	речи с	2	2
157	из этого	2	2
158	что она	2	2
159	только что	5	2
160	но мы	5	2
161	которых он	2	2
162	то и	2	2
163	на основании	2	2
164	тем самым	8	2
165	того чтобы	17	2
166	для того	14	2
167	что мы	4	2
168	как на	3	2
169	той же	4	2
170	знания и	2	2
171	значение для	2	2
172	в результате	4	2
173	во всяком	2	2
174	больше чем	3	2
175	к этой	3	2
176	точки зрения	18	2
177	обстоятельство что	2	2
178	мы должны	8	2
179	один и	3	2
180	его на	2	2
181	которая как	2	2
182	ответ на	3	2
183	в чем	3	2
