N	2gram	Bakhtin_Fr_3	Komedia
1	и в	40	26
2	и не	13	14
3	так и	3	12
4	и его	17	12
5	в том	8	11
6	может быть	9	11
7	но и	11	10
8	на протяжении	3	10
9	в этом	15	10
10	что в	12	9
11	том что	4	9
12	если бы	3	9
13	вместе с	3	9
14	было бы	4	8
15	и на	8	7
16	из них	4	7
17	не только	13	7
18	что и	3	7
19	в своем	7	6
20	во время	8	6
21	то что	5	6
22	еще не	3	6
23	в нем	5	6
24	того чтобы	4	6
25	потому что	2	6
26	и здесь	4	6
27	в то	6	6
28	о том	4	6
29	таким образом	10	6
30	с его	3	5
31	в которой	2	5
32	к этому	6	5
33	что он	2	5
34	один из	4	5
35	ни в	4	5
36	в истории	4	5
37	с этим	2	5
38	для того	3	5
39	и с	8	5
40	больше чем	2	5
41	уже в	2	4
42	не менее	2	4
43	в частности	3	4
44	у него	8	4
45	в этих	6	4
46	в них	9	4
47	и от	3	4
48	прежде всего	16	4
49	из этих	2	4
50	как мы	10	4
51	как и	11	4
52	в целом	2	4
53	одной из	2	4
54	в его	13	4
55	еще в	3	4
56	все же	2	4
57	в самом	6	4
58	до нас	7	4
59	и для	5	4
60	что для	2	4
61	можно было	3	4
62	точки зрения	2	4
63	в начале	3	4
64	только в	3	4
65	так как	4	4
66	по адресу	2	4
67	между тем	3	4
68	том числе	3	3
69	о чем	2	3
70	его современников	2	3
71	мы знаем	2	3
72	жизни и	4	3
73	отношению к	2	3
74	но все	3	3
75	связи с	6	3
76	но не	2	3
77	того же	2	3
78	во всех	6	3
79	же время	6	3
80	здесь в	4	3
81	и сам	2	3
82	например в	2	3
83	в ней	4	3
84	в котором	2	3
85	в своей	6	3
86	в их	4	3
87	все это	4	3
88	по отношению	3	3
89	в связи	5	3
90	той же	8	3
91	то же	7	3
92	не было	5	3
93	как в	3	3
94	к нему	2	3
95	а в	3	3
96	тем что	3	3
97	не может	3	3
98	как он	2	3
99	в этой	3	3
100	но в	8	3
101	из самых	2	2
102	и другие	2	2
103	и есть	3	2
104	в нашем	4	2
105	с другой	2	2
106	это не	2	2
107	нового времени	2	2
108	в конце	3	2
109	в одном	7	2
110	представление о	2	2
111	в духе	7	2
112	и был	2	2
113	вовсе не	12	2
114	и к	3	2
115	об этом	3	2
116	он был	3	2
117	в ее	3	2
118	до сих	4	2
119	одна из	3	2
120	на этом	2	2
121	как известно	2	2
122	и если	2	2
123	одним из	2	2
124	он не	9	2
125	как бы	3	2
126	даже в	4	2
127	хотя бы	2	2
128	и это	2	2
129	в мире	4	2
130	отношение к	8	2
131	сих пор	4	2
132	в отличие	3	2
133	так в	4	2
134	в течение	2	2
135	еще более	4	2
136	мы находим	3	2
137	в той	6	2
138	и у	2	2
139	для этой	3	2
140	в других	3	2
141	рядом с	2	2
142	отличие от	3	2
143	роль в	4	2
144	мы не	2	2
145	тут же	2	2
146	имеет в	2	2
147	и во	4	2
148	одно из	3	2
149	и ее	2	2
150	и еще	2	2
151	в один	2	2
152	и все	9	2
153	из этого	2	2
154	в виду	7	2
