N	2gram	Vygotskiy__7	Problemy
1	и не	18	31
2	и в	26	29
3	в его	4	24
4	может быть	7	24
5	а не	6	22
6	в этом	29	22
7	как бы	6	19
8	в нем	2	19
9	точки зрения	28	19
10	для него	3	18
11	не только	24	15
12	то что	24	15
13	но и	11	14
14	и его	12	14
15	то же	8	14
16	с точки	21	13
17	как и	15	12
18	не может	11	12
19	таким образом	23	12
20	в самом	9	10
21	в то	3	10
22	только в	8	10
23	это не	3	9
24	все же	6	9
25	но не	3	9
26	все эти	6	9
27	если бы	5	9
28	до конца	5	8
29	по себе	3	8
30	что он	8	8
31	что в	12	8
32	отношению к	5	8
33	в своей	3	8
34	по отношению	6	8
35	потому что	16	8
36	в том	18	8
37	прежде всего	7	7
38	вовсе не	2	7
39	том что	17	7
40	не в	4	7
41	она не	5	7
42	так и	3	7
43	входит в	2	7
44	а в	2	7
45	с другими	3	7
46	в себе	9	7
47	но в	4	7
48	все это	3	6
49	точку зрения	2	6
50	в одной	3	6
51	в конце	4	6
52	не могут	4	6
53	выражение в	6	6
54	в целом	5	6
55	несмотря на	2	6
56	к нему	3	6
57	одним из	2	6
58	что она	8	6
59	как в	4	6
60	как раз	3	6
61	в самой	3	6
62	самом деле	6	6
63	менее всего	3	6
64	так же	14	6
65	могут быть	2	6
66	его в	2	6
67	и потому	3	6
68	так как	14	6
69	перед нами	2	5
70	именно в	6	5
71	было бы	6	5
72	еще не	4	5
73	это и	4	5
74	в сущности	9	5
75	и о	3	5
76	он не	3	5
77	мысли и	11	5
78	той же	8	5
79	на самом	3	5
80	во всяком	2	5
81	с ним	3	5
82	ничего не	2	5
83	были бы	3	4
84	что было	2	4
85	идет о	2	4
86	что и	3	4
87	но это	3	4
88	и с	5	4
89	и следовательно	5	4
90	даже в	2	4
91	в процессе	5	4
92	в свете	4	4
93	и для	5	4
94	тем что	9	4
95	но эта	2	4
96	как мы	14	4
97	и наконец	4	4
98	должно быть	2	4
99	в основе	3	4
100	в этой	3	4
101	что же	2	4
102	как слово	2	3
103	уже в	2	3
104	я не	3	3
105	никогда не	4	3
106	с другой	4	3
107	есть то	3	3
108	ни в	2	3
109	и слово	3	3
110	все что	6	3
111	но именно	2	3
112	о своем	2	3
113	и до	2	3
114	в их	2	3
115	тому что	9	3
116	как на	6	3
117	на котором	3	3
118	этом отношении	3	3
119	мысль не	4	3
120	приводит к	4	3
121	друг друга	4	3
122	отличается от	3	3
123	и здесь	2	3
124	в своих	2	3
125	сказать что	8	3
126	но с	2	3
127	как к	3	3
128	мы должны	6	3
129	если же	2	3
130	бы в	5	3
131	отношения к	2	3
132	на вопрос	5	2
133	самого начала	7	2
134	связи с	4	2
135	находит свое	3	2
136	представляется нам	3	2
137	от ее	2	2
138	себя и	2	2
139	друг другу	3	2
140	его и	2	2
141	она является	2	2
142	с этой	5	2
143	и во	4	2
144	и от	4	2
145	переходит к	4	2
146	вопрос о	6	2
147	его к	2	2
148	и ее	2	2
149	и к	7	2
150	не есть	4	2
151	этой особенности	2	2
152	мы остановимся	3	2
153	так что	4	2
154	мы видим	3	2
155	является не	2	2
156	чем в	4	2
157	благодаря этому	2	2
158	ведь это	2	2
159	лучшем случае	2	2
160	друг с	2	2
161	наконец в	2	2
162	никак не	5	2
163	все те	2	2
164	до сих	3	2
165	в котором	4	2
166	один из	2	2
167	в большинстве	2	2
168	на его	2	2
169	отношение к	2	2
170	в первой	3	2
171	сих пор	3	2
172	данном случае	5	2
173	мы уже	3	2
174	по своим	2	2
175	находится в	2	2
176	во всей	2	2
177	в отношении	2	2
178	то и	4	2
179	нами в	4	2
180	что оно	4	2
181	в той	4	2
182	в смысле	6	2
183	и что	6	2
184	отдельной мысли	3	2
185	из которых	2	2
186	между ними	3	2
187	слова но	3	2
188	к другому	3	2
189	в лучшем	2	2
190	можно было	2	2
191	для других	15	2
192	в данном	5	2
193	в которых	2	2
194	в ней	3	2
195	одно из	5	2
196	но он	2	2
197	для себя	24	2
198	и есть	2	2
199	образом все	2	2
200	могли бы	5	2
201	большинстве случаев	2	2
202	в которой	11	2
203	мысли в	9	2
204	совпадает с	3	2
205	в сознании	6	2
206	с этим	2	2
