N	2gram	Vinokur_Ku_1	EvropaiE
1	и в	24	37
2	в пределах	4	25
3	точки зрения	14	23
4	что в	17	21
5	не только	10	18
6	с точки	9	17
7	в то	2	16
8	хотя бы	10	15
9	то же	8	15
10	в своем	3	14
11	в качестве	7	14
12	же время	2	14
13	но и	6	14
14	и не	12	14
15	но в	2	14
16	в этом	14	12
17	в их	3	11
18	в том	30	11
19	в области	7	11
20	так и	7	10
21	прежде всего	9	9
22	в смысле	2	9
23	не может	7	9
24	т е	38	9
25	в себе	3	9
26	только в	11	9
27	так же	4	9
28	к тому	5	8
29	было бы	15	8
30	в своей	2	8
31	между тем	5	8
32	как и	2	7
33	между прочим	2	7
34	того что	9	7
35	с другой	7	7
36	также и	2	7
37	так как	9	7
38	с этой	2	6
39	вовсе не	10	6
40	том что	21	6
41	может быть	13	6
42	для того	16	6
43	на то	4	6
44	как бы	7	6
45	то что	9	6
46	того чтобы	17	6
47	и даже	3	6
48	и на	4	6
49	в частности	4	5
50	не в	11	5
51	но не	5	5
52	но если	2	5
53	со стороны	4	5
54	в той	5	5
55	тем самым	4	5
56	от этого	2	5
57	этой точки	2	5
58	и потому	4	5
59	именно в	6	4
60	вопрос о	2	4
61	или иного	3	4
62	или иной	3	4
63	можно сказать	3	4
64	иными словами	4	4
65	несмотря на	3	4
66	в самом	10	4
67	в ней	6	4
68	даже в	3	4
69	по себе	2	4
70	для нас	2	4
71	не на	4	4
72	не имеет	2	4
73	во многих	2	4
74	тем более	2	4
75	в каком	2	4
76	того или	4	4
77	как это	3	4
78	этом отношении	5	3
79	с тем	5	3
80	уже и	3	3
81	можно ли	2	3
82	никогда не	2	3
83	в них	7	3
84	в стороне	2	3
85	на себя	3	3
86	этом смысле	3	3
87	по своим	2	3
88	в общем	3	3
89	ли это	2	3
90	в свою	3	3
91	очевидно что	3	3
92	того же	4	3
93	связано с	3	3
94	и мы	2	3
95	из них	4	3
96	всяком случае	5	3
97	не является	2	3
98	и тем	2	3
99	что и	4	3
100	когда он	3	3
101	ее в	2	3
102	бы и	2	3
103	как в	4	3
104	потребность в	3	3
105	идет о	2	3
106	и для	2	3
107	как на	3	3
108	в таком	3	3
109	можно было	6	3
110	в которых	6	3
111	в результате	5	3
112	потому что	23	3
113	во всяком	5	3
114	тем что	8	3
115	себе в	3	3
116	на долю	3	3
117	в данном	4	3
118	во все	2	3
119	о том	9	3
120	там где	4	3
121	что все	2	2
122	не могут	2	2
123	и более	2	2
124	для них	2	2
125	а не	8	2
126	в этих	4	2
127	в какой	6	2
128	во втором	2	2
129	с этим	4	2
130	в большинстве	2	2
131	и все	2	2
132	в одном	3	2
133	но также	2	2
134	представление о	3	2
135	большей части	2	2
136	же в	4	2
137	и того	2	2
138	и как	2	2
139	в силу	10	2
140	в сторону	2	2
141	есть в	4	2
142	рано или	2	2
143	что если	2	2
144	свою очередь	3	2
145	между ними	2	2
146	должна быть	3	2
147	что это	5	2
148	не говоря	2	2
149	и если	3	2
150	ними и	2	2
151	но еще	3	2
152	или поздно	2	2
153	по преимуществу	2	2
154	на язык	4	2
155	он не	2	2
156	в его	12	2
157	в котором	3	2
158	только к	2	2
159	если в	2	2
160	в известных	3	2
161	не есть	4	2
162	вместе с	7	2
163	иначе говоря	2	2
164	целый ряд	5	2
165	что же	6	2
166	а в	5	2
167	таким образом	12	2
168	если бы	9	2
169	случаях когда	2	2
170	но с	2	2
171	а именно	2	2
172	заключается в	2	2
173	и что	5	2
174	на месте	2	2
175	на этот	2	2
176	другой стороны	6	2
177	или в	2	2
178	что эти	4	2
179	и с	5	2
180	хотя и	3	2
181	и еще	2	2
182	в этой	3	2
183	и то	3	2
184	в истории	3	2
185	бы в	7	2
186	которое в	2	2
187	тогда когда	6	2
