N	3gram	Losev_Prob_2	Dialekti
1	и т д	6	15
2	не есть ни	3	9
3	в том что	4	9
4	что иное как	3	8
5	не что иное	3	8
6	по крайней мере	6	7
7	это значит что	3	7
8	в то же	4	6
9	не может быть	3	6
10	есть то что	2	5
11	сама по себе	4	5
12	есть не что	3	5
13	для того чтобы	2	5
14	ни в каком	4	4
15	это и есть	2	4
16	само по себе	2	4
17	только тогда когда	3	4
18	подобно тому как	2	4
19	в этом смысле	5	4
20	то или иное	2	3
21	и в этом	3	3
22	на то что	4	3
23	тех или других	3	3
24	не говоря уже	4	3
25	все на свете	3	3
26	той или другой	4	3
27	имеется в виду	2	3
28	и той же	2	3
29	тем более не	2	3
30	не есть просто	2	3
31	или по крайней	3	3
32	есть прежде всего	4	3
33	говоря уже о	4	3
34	одной и той	2	3
35	и в частности	3	2
36	та или иная	2	2
37	не имеет ничего	2	2
38	имеет ничего общего	2	2
39	того или другого	2	2
40	тем не менее	12	2
41	ничего общего с	2	2
42	ни от чего	2	2
43	не имеет никакого	2	2
44	точно так же	3	2
45	хотя бы и	3	2
46	представим себе что	2	2
47	то что мы	7	2
48	как только мы	2	2
