N	2gram	Propp_Morf_1	FransuaR
1	и в	13	41
2	таким образом	21	19
3	в этом	14	15
4	как и	3	14
5	в этой	2	13
6	то же	7	13
7	все эти	2	13
8	прежде всего	9	11
9	в том	6	11
10	как мы	6	11
11	никто не	3	10
12	так и	6	10
13	в то	3	10
14	в качестве	5	9
15	не в	3	9
16	но и	4	9
17	что в	8	9
18	по существу	12	8
19	то что	8	8
20	но в	2	8
21	вовсе не	4	7
22	как бы	3	7
23	и не	12	7
24	это не	6	6
25	мы видим	13	6
26	только в	2	6
27	о том	2	6
28	к этому	3	5
29	не только	4	5
30	и к	4	5
31	на этом	3	5
32	что и	7	5
33	как в	3	5
34	того как	2	5
35	а в	7	5
36	к нему	3	5
37	и для	2	5
38	так же	3	5
39	точки зрения	2	5
40	потому что	3	5
41	хотя и	3	4
42	в образе	4	4
43	и здесь	5	4
44	том что	4	4
45	но все	3	4
46	одна из	4	4
47	было бы	3	4
48	в сущности	3	4
49	может быть	52	4
50	он не	3	4
51	целый ряд	3	4
52	та же	2	4
53	ничего не	4	4
54	сам он	3	3
55	и другие	6	3
56	и есть	2	3
57	во время	6	3
58	он может	2	3
59	очень часто	6	3
60	но это	6	3
61	совсем не	3	3
62	есть и	4	3
63	из них	3	3
64	но есть	3	3
65	несмотря на	4	3
66	например в	2	3
67	и их	2	3
68	что он	4	3
69	во всех	4	3
70	в форме	6	3
71	не может	14	3
72	для этой	3	3
73	с точки	2	3
74	не имеет	2	3
75	и по	2	3
76	можно было	2	3
77	тем что	4	3
78	не на	2	3
79	его в	2	3
80	так как	16	3
81	иногда в	5	3
82	учение о	3	2
83	перед нами	10	2
84	с его	2	2
85	ни было	2	2
86	а на	3	2
87	и др	10	2
88	в этих	13	2
89	с этим	11	2
90	на самом	4	2
91	он действует	2	2
92	и ее	3	2
93	к тому	4	2
94	отношению к	4	2
95	и как	5	2
96	более или	2	2
97	по своему	2	2
98	они и	3	2
99	в большинстве	3	2
100	еще не	3	2
101	того что	3	2
102	а также	4	2
103	дело не	2	2
104	оно не	2	2
105	же в	2	2
106	благодаря этому	3	2
107	или менее	2	2
108	по отношению	4	2
109	в связи	9	2
110	а не	11	2
111	из которых	3	2
112	уже не	2	2
113	мы не	8	2
114	или в	4	2
115	в результате	7	2
116	во всяком	2	2
117	имеем в	6	2
118	в которых	2	2
119	ту же	2	2
120	также и	4	2
121	далеко не	5	2
122	в свое	2	2
123	большинстве случаев	3	2
124	в которой	3	2
125	начинается с	3	2
126	мы имеем	9	2
127	это было	3	2
