N	3gram	Losev_Prob_2	Problema
1	не может быть	3	11
2	и прежде всего	2	5
3	в данном случае	5	4
4	с другой стороны	5	4
5	в самом деле	2	3
6	в то же	4	3
7	с одной стороны	5	3
8	можно было бы	2	3
9	тем не менее	12	3
10	может быть только	2	3
11	бы то ни	2	3
12	на самом деле	2	3
13	в этом смысле	5	3
14	в том что	4	3
15	то или иное	2	2
16	на первый план	3	2
17	не совпадает с	2	2
18	то же самое	5	2
19	не только в	2	2
20	того или иного	5	2
21	можно сказать что	3	2
22	не во всех	2	2
23	и в частности	3	2
24	но и в	3	2
25	для того чтобы	2	2
