N	3gram	Vygotskiy__6	Psycholo
1	для того чтобы	8	19
2	в том что	19	12
3	то же самое	6	6
4	на то что	4	6
5	так же точно	3	5
6	с самого начала	7	5
7	к тому что	7	5
8	с точки зрения	10	4
9	как раз в	2	4
10	можно было бы	5	4
11	друг с другом	5	4
12	то что он	2	3
13	так же как	6	3
14	то что мы	2	3
15	до сих пор	3	3
16	заключается в том	5	3
17	и той же	3	2
18	в сущности говоря	4	2
19	в то время	6	2
20	вместе с тем	2	2
21	потому что он	4	2
22	те же самые	3	2
23	с другой стороны	2	2
24	не только не	2	2
25	показать что все	2	2
26	вместо того чтобы	2	2
27	то время как	5	2
28	одной и той	3	2
