N	2gram	Tiupa_Hudo_1	FransuaR
1	и в	14	65
2	как бы	7	22
3	и не	2	22
4	в том	12	16
5	в этом	11	15
6	но в	5	14
7	в нем	3	13
8	мы уже	4	12
9	прежде всего	11	11
10	и на	3	11
11	и его	5	10
12	и потому	2	10
13	не только	12	10
14	но и	5	10
15	так и	13	10
16	все эти	3	10
17	в его	8	9
18	все это	2	9
19	по своему	3	8
20	в своем	4	8
21	в духе	4	8
22	и даже	3	8
23	его в	3	7
24	жизни и	5	7
25	влияние на	2	7
26	точки зрения	5	7
27	только в	5	7
28	никогда не	6	6
29	не знает	2	6
30	том что	16	6
31	все же	3	6
32	как мы	3	6
33	в значительной	2	6
34	еще не	7	6
35	при этом	12	6
36	может быть	5	6
37	в ней	4	6
38	на самом	2	6
39	в литературе	3	6
40	с его	5	5
41	в частности	5	5
42	жизни в	6	5
43	превращается в	3	5
44	потому что	5	5
45	для него	10	5
46	в своей	10	5
47	как в	8	5
48	как и	9	5
49	в своих	3	5
50	между тем	8	5
51	и все	4	5
52	поэтому и	2	4
53	связи с	4	4
54	это в	3	4
55	и к	4	4
56	не в	7	4
57	в этой	8	4
58	в самом	4	4
59	из них	4	4
60	сих пор	2	4
61	до сих	2	4
62	в их	2	4
63	так сказать	2	4
64	но одновременно	3	3
65	что в	6	3
66	во введении	3	3
67	это не	7	3
68	на фоне	2	3
69	что он	9	3
70	в ее	3	3
71	самом деле	5	3
72	о нем	3	3
73	по своей	4	3
74	даже в	3	3
75	с точки	3	3
76	то что	8	3
77	как раз	4	3
78	не может	7	3
79	этом отношении	3	3
80	в себя	2	3
81	в форме	2	3
82	уже не	7	3
83	в системе	2	3
84	жизни как	2	3
85	друг друга	5	3
86	в себе	11	3
87	нет ничего	2	3
88	но как	2	3
89	с ним	4	3
90	ничего не	8	3
91	и с	4	3
92	ни к	2	2
93	но не	3	2
94	к тому	7	2
95	и от	4	2
96	можно сказать	4	2
97	и так	2	2
98	же в	3	2
99	да и	2	2
100	от него	3	2
101	а его	2	2
102	до конца	2	2
103	они в	2	2
104	в это	2	2
105	и он	5	2
106	несмотря на	4	2
107	например в	2	2
108	на его	2	2
109	значительной степени	2	2
110	интерес к	5	2
111	при всей	2	2
112	хотя и	2	2
113	он не	4	2
114	для своего	2	2
115	и для	3	2
116	в целом	2	2
117	во второй	5	2
118	на него	2	2
119	к жизни	5	2
120	приводит к	3	2
121	только на	2	2
122	в изображении	2	2
123	второй половине	2	2
124	особенно в	2	2
125	одновременно и	5	2
126	себе самому	3	2
127	на тех	3	2
128	того что	4	2
129	что не	2	2
130	и по	3	2
131	не была	2	2
132	в таком	3	2
133	к себе	5	2
134	в этих	5	2
135	но с	2	2
136	человеческих отношений	5	2
137	совершенно иной	2	2
138	еще раз	2	2
139	всего мира	2	2
140	о том	12	2
141	и это	4	2
