N	2gram	Propp_Isto_4	Hudozhes
1	и в	26	28
2	том что	3	19
3	и не	9	18
4	в том	3	15
5	а не	6	14
6	не в	5	13
7	в этом	7	13
8	о том	4	12
9	перед нами	3	11
10	как и	7	11
11	при этом	3	11
12	в его	5	11
13	не только	15	11
14	у нее	2	10
15	уже не	5	10
16	не случайно	2	10
17	но и	12	9
18	в себе	2	9
19	о чем	3	8
20	что он	10	8
21	может быть	14	8
22	себя в	2	8
23	так и	10	8
24	и все	2	7
25	об этом	7	7
26	в частности	2	7
27	что она	3	7
28	тогда как	4	7
29	как это	3	7
30	это не	5	6
31	то что	16	6
32	в своей	4	6
33	если бы	2	6
34	то же	8	6
35	а в	8	6
36	и с	5	6
37	тем что	5	6
38	что это	2	5
39	и другие	3	5
40	не менее	2	5
41	у него	5	5
42	в своем	2	5
43	как бы	3	5
44	как в	7	5
45	в этой	2	5
46	что в	14	5
47	она не	3	5
48	наряду с	3	5
49	никогда не	2	5
50	в тексте	2	5
51	и его	10	5
52	ничего не	5	5
53	превращается в	7	4
54	тем не	2	4
55	говорит о	2	4
56	но не	5	4
57	что они	6	4
58	в качестве	7	4
59	он не	7	4
60	что и	9	4
61	и т	27	4
62	не может	6	4
63	только в	3	4
64	в других	2	4
65	с другой	4	3
66	в одном	5	3
67	к себе	3	3
68	в нем	2	3
69	что на	2	3
70	для нас	3	3
71	все что	4	3
72	есть и	2	3
73	еще не	6	3
74	было бы	2	3
75	мы уже	5	3
76	в этих	7	3
77	на него	3	3
78	все это	2	3
79	и он	3	3
80	по его	2	3
81	так же	18	3
82	или в	3	3
83	с ними	5	3
84	и на	2	3
85	на себя	4	3
86	что у	3	3
87	же самое	2	3
88	как он	6	3
89	к нему	6	3
90	мы читаем	2	2
91	т е	18	2
92	однако в	2	2
93	его и	2	2
94	из этих	3	2
95	с собой	5	2
96	вовсе не	4	2
97	а как	2	2
98	знает и	2	2
99	ему в	2	2
100	как мы	5	2
101	мы знаем	8	2
102	а по	4	2
103	от своего	3	2
104	что я	2	2
105	же как	13	2
106	одна из	2	2
107	на этом	2	2
108	это уже	2	2
109	этот мотив	4	2
110	о двух	2	2
111	не по	2	2
112	он уже	2	2
113	а также	3	2
114	до сих	5	2
115	все же	9	2
116	отношение к	2	2
117	из них	2	2
118	вместе с	6	2
119	дело не	2	2
120	сих пор	5	2
121	данном случае	3	2
122	от которого	2	2
123	здесь не	4	2
124	т д	24	2
125	того как	4	2
126	те же	3	2
127	лишь в	2	2
128	и у	5	2
129	между ними	3	2
130	хотя бы	2	2
131	в данном	3	2
132	и то	6	2
133	сказать что	2	2
134	потому что	6	2
135	в виде	2	2
136	в роли	2	2
137	в другом	5	2
138	и только	5	2
139	с того	3	2
140	его в	9	2
141	но в	5	2
142	том как	2	2
