N	2gram	Vinokur_St_1	Problemy
1	и в	44	34
2	и не	16	29
3	как бы	4	27
4	что он	10	23
5	в его	9	22
6	может быть	15	19
7	в нем	5	19
8	не может	8	19
9	и все	2	19
10	как и	9	18
11	но в	10	16
12	все это	5	16
13	и его	8	16
14	в этом	21	16
15	и с	3	15
16	прежде всего	7	15
17	он не	2	15
18	то же	5	14
19	к нему	2	14
20	самом деле	11	13
21	для него	6	13
22	т е	15	12
23	но и	10	12
24	же время	4	12
25	потому что	6	12
26	в то	9	12
27	вовсе не	19	11
28	в сущности	2	11
29	то что	18	11
30	на самом	6	11
31	не только	18	10
32	в отношении	9	9
33	не в	12	9
34	а не	16	9
35	никогда не	5	8
36	в самом	7	8
37	и т	30	8
38	так же	5	8
39	точки зрения	11	8
40	что же	6	8
41	и для	3	8
42	в другом	3	8
43	я не	7	7
44	что в	30	7
45	знает и	2	7
46	и даже	5	7
47	этого слова	2	7
48	все же	8	7
49	на него	2	7
50	что не	3	7
51	как будто	4	7
52	там где	5	7
53	что они	7	6
54	отношение к	2	6
55	что у	4	6
56	не знает	2	6
57	для себя	3	6
58	отношению к	3	6
59	так и	9	6
60	т п	9	6
61	в себе	2	6
62	не хочу	3	6
63	только в	10	6
64	что это	4	5
65	это не	8	5
66	в конце	3	5
67	так что	6	5
68	но все	4	5
69	и что	4	5
70	того что	9	5
71	и сам	2	5
72	всяком случае	6	5
73	в целом	5	5
74	из них	8	5
75	по отношению	3	5
76	таким образом	7	5
77	лишь в	3	5
78	а в	17	5
79	и так	3	5
80	это слово	4	5
81	даже в	3	5
82	что и	6	5
83	и у	2	5
84	ни одного	2	5
85	хотя бы	6	5
86	в слове	5	5
87	во всяком	6	5
88	в чем	3	5
89	на вопрос	4	4
90	но на	2	4
91	с другой	9	4
92	что все	2	4
93	ни в	3	4
94	да и	3	4
95	но это	6	4
96	у него	2	4
97	при этом	2	4
98	как к	3	4
99	все эти	5	4
100	даже и	2	4
101	в начале	3	4
102	его в	2	4
103	так как	5	4
104	если бы	9	4
105	как раз	4	4
106	меня не	2	4
107	но не	3	4
108	еще не	3	4
109	бы и	4	4
110	как в	13	4
111	с точки	8	4
112	тем что	5	4
113	в виде	3	4
114	и это	2	4
115	ничего не	2	4
116	не менее	5	3
117	уже в	2	3
118	для этого	2	3
119	в каждом	3	3
120	в такой	2	3
121	в том	36	3
122	такой же	5	3
123	совсем не	2	3
124	тут не	2	3
125	что с	2	3
126	но для	2	3
127	в котором	5	3
128	есть только	2	3
129	жизни и	5	3
130	другой стороны	7	3
131	их в	2	3
132	в ней	3	3
133	но он	2	3
134	говорить о	2	3
135	ведь и	3	3
136	и во	2	3
137	по крайней	2	3
138	в ее	4	3
139	том что	29	3
140	я бы	2	3
141	к концу	2	3
142	между тем	3	3
143	как можно	2	3
144	крайней мере	2	3
145	в своей	6	3
146	а с	3	3
147	если не	2	3
148	и то	5	3
149	только с	2	3
150	не было	4	2
151	да ведь	2	2
152	в сторону	2	2
153	тому что	3	2
154	о них	2	2
155	столь же	4	2
156	вообще не	2	2
157	с этой	3	2
158	я уже	3	2
159	это в	4	2
160	вопрос о	4	2
161	этом случае	2	2
162	тем не	2	2
163	кажется что	3	2
164	например в	8	2
165	совпадает с	2	2
166	же и	4	2
167	не является	3	2
168	в своем	2	2
169	и только	3	2
170	т д	21	2
171	что оно	3	2
172	не для	2	2
173	сам в	2	2
174	того или	4	2
175	в которых	5	2
176	с этим	3	2
177	на который	2	2
178	о том	17	2
179	с которыми	2	2
180	сказать что	7	2
181	нет ни	2	2
182	к которому	4	2
183	во время	3	2
184	а как	2	2
185	нисколько не	2	2
186	всех этих	2	2
187	смысле этого	2	2
188	он должен	2	2
189	того времени	5	2
190	не знаю	2	2
191	не хочет	2	2
192	говорит о	3	2
193	это и	4	2
194	то в	3	2
195	должна была	4	2
196	но я	4	2
197	того же	3	2
198	очень часто	3	2
199	но именно	2	2
200	было бы	17	2
201	со всеми	2	2
202	раз в	2	2
203	конечно не	2	2
204	за пределы	2	2
205	во всех	8	2
206	и потому	2	2
207	своего рода	3	2
208	быть и	2	2
209	бы не	2	2
210	еще более	4	2
211	но с	3	2
212	в той	6	2
213	в которой	4	2
214	той же	5	2
215	и без	3	2
216	и об	7	2
217	и вообще	3	2
218	будто бы	3	2
219	которые в	2	2
