N	2gram	Tiupa_Hudo_1	Psycholo
1	то что	4	37
2	и в	19	30
3	в том	18	27
4	что в	6	24
5	и что	3	23
6	потому что	3	23
7	том что	8	21
8	для того	2	20
9	таким образом	3	20
10	того чтобы	2	20
11	как бы	9	19
12	что он	3	17
13	если мы	2	16
14	не только	16	16
15	в самом	5	14
16	в этом	11	14
17	так же	2	13
18	как раз	3	13
19	то есть	18	13
20	одной стороны	2	12
21	с одной	2	12
22	если бы	3	11
23	может быть	14	11
24	о том	2	10
25	никогда не	2	9
26	с другой	7	9
27	не может	7	9
28	и то	4	9
29	сказать что	4	9
30	тому что	2	8
31	мы имеем	6	8
32	он должен	3	8
33	к тому	4	8
34	не в	7	8
35	а не	9	8
36	при этом	13	8
37	того что	4	8
38	заключается в	2	8
39	могут быть	4	8
40	и это	2	8
41	на деле	3	8
42	этих двух	2	7
43	по себе	2	7
44	в нем	5	7
45	и как	3	7
46	но не	11	7
47	то же	10	7
48	точки зрения	10	7
49	героя и	5	7
50	как это	5	7
51	в основе	4	7
52	в своем	2	6
53	что она	2	6
54	произведение искусства	8	6
55	именно в	2	6
56	как и	2	6
57	в искусстве	7	6
58	и тем	2	6
59	и для	2	6
60	но и	10	6
61	и не	15	6
62	говорит что	2	6
63	и его	12	6
64	или в	2	6
65	в целом	3	5
66	и потому	2	5
67	в этой	2	5
68	еще не	3	5
69	один из	2	5
70	другой стороны	5	5
71	а с	2	5
72	сводится к	7	5
73	в себе	9	5
74	но в	7	5
75	только в	5	5
76	в частности	13	4
77	прежде всего	4	4
78	и к	3	4
79	в своей	5	4
80	в его	9	4
81	искусства как	3	4
82	в них	2	4
83	как говорит	3	4
84	а в	12	4
85	о чем	2	4
86	в виду	5	4
87	чем это	2	3
88	и составляет	3	3
89	и другие	2	3
90	была бы	3	3
91	это не	2	3
92	не как	2	3
93	из этих	3	3
94	состоит в	16	3
95	вовсе не	2	3
96	художественного произведения	3	3
97	одно и	3	3
98	об этом	2	3
99	одна из	2	3
100	в свою	3	3
101	для него	4	3
102	имеет место	2	3
103	он не	4	3
104	в ее	5	3
105	что и	2	3
106	ни в	5	3
107	так и	11	3
108	со стороны	2	3
109	как в	2	3
110	в их	5	3
111	так в	4	3
112	времени и	2	3
113	в той	3	3
114	и о	3	3
115	но он	3	3
116	и на	2	3
117	в каком	2	3
118	в данном	4	3
119	в другом	3	3
120	в этих	3	3
121	двоякого рода	2	3
122	в которой	2	3
123	эстетический объект	4	3
124	в состав	6	3
125	в отношении	3	2
126	с его	6	2
127	в душе	8	2
128	искусства в	4	2
129	себя и	2	2
130	между собой	2	2
131	не является	4	2
132	в противоположность	3	2
133	в одном	2	2
134	этом смысле	3	2
135	видим в	2	2
136	или иной	7	2
137	можно сказать	5	2
138	но во	2	2
139	в романе	3	2
140	и того	2	2
141	всякий раз	2	2
142	того же	2	2
143	одного и	2	2
144	в воображении	3	2
145	по преимуществу	2	2
146	той или	4	2
147	в качестве	24	2
148	мог бы	3	2
149	не с	2	2
150	еще один	2	2
151	образом и	2	2
152	во всех	3	2
153	быть и	2	2
154	отношения к	2	2
155	в форме	4	2
156	все это	2	2
157	отличается от	2	2
158	по отношению	9	2
159	в отличие	7	2
160	в себя	2	2
161	для читателя	2	2
162	приводит к	5	2
163	с точки	3	2
164	между ними	4	2
165	отличие от	7	2
166	в нашем	2	2
167	в то	6	2
168	не знает	3	2
169	в рассказе	3	2
170	произведения искусства	4	2
171	том и	2	2
172	все эти	2	2
173	из этого	2	2
174	только о	2	2
175	но она	2	2
176	в катарсисе	2	2
