N	2gram	Vinokur_St_2	FransuaR
1	и в	29	29
2	таким образом	10	20
3	и не	9	16
4	в этой	2	13
5	как и	2	12
6	но в	8	12
7	так и	9	11
8	и на	6	11
9	в этом	21	11
10	то же	2	10
11	во время	2	10
12	в романе	4	10
13	в то	2	10
14	не только	19	10
15	вовсе не	6	9
16	в конце	2	9
17	но и	19	9
18	все эти	2	9
19	и с	4	9
20	его в	2	9
21	прежде всего	5	8
22	в его	13	8
23	и его	6	8
24	как бы	5	8
25	в них	2	7
26	еще и	3	7
27	так же	3	7
28	в том	27	7
29	так как	2	7
30	из них	3	6
31	своего рода	5	6
32	но он	3	6
33	что это	3	5
34	того же	2	5
35	до конца	3	5
36	и о	4	5
37	в нем	4	5
38	в своей	7	5
39	и по	3	5
40	сказать что	2	5
41	но они	2	4
42	с его	2	4
43	в образе	3	4
44	что он	13	4
45	но это	3	4
46	по своему	2	4
47	которую он	2	4
48	и др	2	4
49	то что	11	4
50	все это	11	4
51	на самом	3	4
52	с другой	4	4
53	также и	2	4
54	связан с	3	4
55	в результате	2	4
56	тем что	3	4
57	точки зрения	5	4
58	в которой	11	4
59	в частности	4	3
60	в качестве	5	3
61	в своем	9	3
62	отметить что	2	3
63	самого начала	3	3
64	и здесь	3	3
65	что у	4	3
66	в ее	2	3
67	а затем	2	3
68	все же	6	3
69	с самого	3	3
70	том что	27	3
71	и как	2	3
72	более или	2	3
73	и сам	2	3
74	того что	5	3
75	он не	9	3
76	или менее	2	3
77	другой стороны	3	3
78	при этом	2	3
79	в году	3	3
80	того чтобы	6	3
81	для того	7	3
82	и даже	3	3
83	особенно в	2	3
84	конечно и	2	3
85	в ней	7	3
86	в себе	2	3
87	почти все	2	3
88	там где	2	3
89	в эту	3	3
90	своего времени	4	3
91	это был	2	2
92	времени и	4	2
93	связи с	4	2
94	и другие	2	2
95	к этому	4	2
96	в этих	3	2
97	а как	4	2
98	о мире	2	2
99	к тому	10	2
100	и к	4	2
101	одной из	3	2
102	ни в	3	2
103	он был	2	2
104	что я	2	2
105	что они	2	2
106	именно в	4	2
107	но не	3	2
108	о своей	2	2
109	как известно	2	2
110	кроме того	4	2
111	не может	2	2
112	о чем	5	2
113	на его	2	2
114	может быть	2	2
115	между прочим	12	2
116	том же	2	2
117	хотя и	4	2
118	у меня	3	2
119	никогда не	3	2
120	а также	2	2
121	в виду	7	2
122	в котором	7	2
123	со стороны	2	2
124	раз в	2	2
125	ни с	2	2
126	как в	3	2
127	в их	3	2
128	как раз	8	2
129	не на	2	2
130	в особенности	2	2
131	в той	5	2
132	они не	2	2
133	с точки	2	2
134	не столько	7	2
135	как на	9	2
136	для своей	2	2
137	не мог	3	2
138	где он	2	2
139	в одной	2	2
140	только в	2	2
141	в один	2	2
142	о том	17	2
143	как он	2	2
144	и это	2	2
145	дело в	4	2
146	по адресу	2	2
147	в числе	2	2
