N	3gram	Bakhtin_Pr_3	Problema
1	и т д	2	13
2	тем не менее	2	10
3	сама по себе	2	8
4	той или иной	2	8
5	и в этом	2	6
6	во всяком случае	5	6
7	по крайней мере	3	5
8	в этом случае	2	5
9	с другой стороны	3	5
10	не может быть	6	5
11	в то же	12	4
12	как раз и	2	4
13	бы то ни	4	4
14	то ни было	4	3
15	может быть даже	3	3
16	того или другого	2	3
17	о том что	2	3
18	в конце концов	3	3
19	именно потому что	2	3
20	ни в чем	2	2
21	в той или	2	2
22	а вовсе не	2	2
23	с точки зрения	4	2
24	чего бы то	2	2
25	в отличие от	2	2
26	как мы видели	2	2
27	на самом деле	10	2
28	в чем не	2	2
