N	2gram	Trubetskoy_1	Narrotol
1	не только	10	32
2	может быть	10	25
3	но и	9	23
4	в качестве	3	21
5	и не	8	20
6	и в	26	19
7	то есть	4	19
8	в том	11	18
9	в этом	15	17
10	том что	7	14
11	не в	2	14
12	состоит в	2	13
13	в рамках	3	12
14	а не	5	12
15	представляет собой	3	12
16	то что	7	11
17	а в	4	11
18	не может	4	10
19	точки зрения	13	10
20	при этом	3	9
21	так и	6	9
22	в его	5	9
23	в мире	5	9
24	с другой	8	8
25	в себе	6	8
26	и т.д	6	7
27	еще не	2	7
28	к тому	6	7
29	а также	2	7
30	все же	6	7
31	с одной	7	7
32	одной стороны	7	7
33	том числе	5	6
34	с его	2	6
35	что он	4	6
36	отношению к	3	6
37	но не	8	6
38	именно в	2	6
39	о том	6	6
40	но в	7	6
41	и как	3	5
42	или иной	2	5
43	можно сказать	3	5
44	тому же	5	5
45	уже не	3	5
46	к нему	7	5
47	в этой	4	5
48	далеко не	4	5
49	за собой	3	4
50	прежде всего	2	4
51	в нем	4	4
52	то же	4	4
53	но все	7	4
54	в силу	5	4
55	если не	2	4
56	же время	2	4
57	связи с	9	4
58	вслед за	2	4
59	одной из	5	4
60	той или	2	4
61	как бы	12	4
62	хотя бы	3	4
63	отличается от	2	4
64	те же	2	4
65	из которых	4	4
66	числе и	4	4
67	сказать что	2	4
68	только в	4	4
69	и с	10	4
70	не менее	3	3
71	а с	7	3
72	ни было	2	3
73	же как	3	3
74	что в	9	3
75	никогда не	5	3
76	уже в	2	3
77	из этих	10	3
78	в свою	2	3
79	тем не	3	3
80	он не	4	3
81	и даже	3	3
82	если в	3	3
83	один из	2	3
84	не с	2	3
85	бы то	2	3
86	из них	7	3
87	жизни и	2	3
88	когда он	3	3
89	особенно в	2	3
90	то ни	2	3
91	этом отношении	2	3
92	то или	2	3
93	или иначе	3	3
94	и на	2	3
95	между тем	2	3
96	по своей	2	3
97	в то	4	3
98	что это	3	3
99	или иное	2	2
100	после смерти	10	2
101	в своем	3	2
102	не как	2	2
103	не могло	2	2
104	точно так	3	2
105	не всегда	2	2
106	совершенно иной	2	2
107	утверждать что	2	2
108	что именно	2	2
109	и сейчас	2	2
110	ему в	2	2
111	по существу	2	2
112	более или	5	2
113	в значительной	3	2
114	и после	2	2
115	для него	3	2
116	они в	2	2
117	выступает в	2	2
118	несмотря на	6	2
119	вплоть до	2	2
120	наконец в	2	2
121	и потому	6	2
122	так или	3	2
123	не имеет	5	2
124	или менее	5	2
125	приводит к	2	2
126	отношение к	5	2
127	так же	5	2
128	в связи	3	2
129	и только	4	2
130	не было	2	2
131	все эти	6	2
132	этой точки	2	2
133	что мы	2	2
134	одним из	2	2
135	и для	5	2
136	с точки	6	2
137	в таком	3	2
138	в результате	3	2
139	одно из	2	2
140	и все	2	2
141	мы имеем	2	2
142	к которому	2	2
