N	2gram	Berdyaev_M_2	Problema
1	и в	46	30
2	в своей	5	22
3	то что	5	18
4	не только	18	18
5	том что	4	17
6	в этом	20	17
7	но и	15	13
8	людей и	3	13
9	потому что	12	13
10	в том	3	12
11	в его	5	12
12	и не	18	12
13	также и	4	12
14	о том	3	12
15	в своем	8	11
16	у него	22	11
17	так что	2	11
18	точки зрения	2	10
19	в этой	7	10
20	на земле	8	9
21	сказать что	3	9
22	но в	10	9
23	только в	3	9
24	и все	5	9
25	в конце	5	8
26	хотя и	2	8
27	никогда не	18	7
28	что он	7	7
29	у нас	11	7
30	как и	13	7
31	связи с	2	7
32	может быть	21	7
33	вместе с	2	7
34	так и	4	7
35	не в	9	7
36	прежде всего	12	6
37	уже не	4	6
38	и для	7	6
39	как бы	8	6
40	в нем	22	6
41	что и	4	6
42	и что	2	6
43	а в	2	6
44	и его	5	6
45	и на	3	6
46	его в	3	6
47	так как	8	6
48	что в	4	5
49	что у	4	5
50	в которой	2	5
51	людей в	2	5
52	так же	6	5
53	в самом	5	5
54	еще в	2	5
55	не может	15	5
56	а не	13	5
57	но он	11	5
58	того как	3	5
59	и с	3	5
60	жизни в	3	4
61	тогда когда	2	4
62	человека и	7	4
63	ни в	3	4
64	любви и	3	4
65	не так	3	4
66	свободы и	4	4
67	и к	7	4
68	не мог	3	4
69	и он	11	4
70	нас в	2	4
71	в трагедии	3	4
72	в себе	10	4
73	он сам	6	3
74	все время	2	3
75	страдания и	3	3
76	еще более	2	3
77	в отношении	5	3
78	в духе	5	3
79	не всегда	2	3
80	не что	3	3
81	что иное	3	3
82	нас не	2	3
83	что они	3	3
84	тот же	2	3
85	совсем не	5	3
86	смысле слова	3	3
87	как будто	2	3
88	после того	2	3
89	для того	5	3
90	и самого	3	3
91	он не	10	3
92	в русской	6	3
93	иное как	3	3
94	бы не	2	3
95	только и	4	3
96	жизнь в	6	3
97	того что	6	3
98	и никогда	3	3
99	к нему	2	3
100	жизнь и	4	3
101	от этого	2	3
102	в ней	11	3
103	он в	3	3
104	с ним	3	3
105	я не	5	2
106	верит в	2	2
107	землю и	2	2
108	нет у	3	2
109	в них	3	2
110	хотя бы	7	2
111	как в	7	2
112	это не	5	2
113	уже в	2	2
114	зла и	7	2
115	духа который	2	2
116	один из	5	2
117	если он	2	2
118	по себе	2	2
119	к тому	5	2
120	то же	5	2
121	он был	9	2
122	да и	2	2
123	не будет	3	2
124	и нет	3	2
125	в свою	4	2
126	до сих	3	2
127	он считает	2	2
128	жизни и	6	2
129	что не	2	2
130	на его	2	2
131	такого рода	2	2
132	но для	2	2
133	любовь и	3	2
134	отношению к	2	2
135	не к	2	2
136	и за	2	2
137	ее в	2	2
138	все что	4	2
139	и люди	2	2
140	человеческой жизни	2	2
141	и тогда	3	2
142	отношение к	8	2
143	по отношению	2	2
144	он хочет	3	2
145	в атмосфере	2	2
146	человеческого духа	5	2
147	они не	4	2
148	того чтобы	4	2
149	его не	2	2
150	можно было	2	2
151	между тем	2	2
152	тем что	3	2
153	по своей	3	2
154	его на	4	2
155	есть в	3	2
156	в чем	3	2
157	ничего не	2	2
158	человек и	2	2
159	духа в	2	2
160	любви к	7	2
161	сих пор	3	2
