N	3gram	Vygotskiy__4	Myslijsy
1	в том что	31	13
2	только в том	2	6
3	с другой стороны	8	5
4	в том смысле	2	4
5	в свою очередь	2	4
6	но и в	2	4
7	в этом смысле	8	4
8	с точки зрения	11	3
9	с одной стороны	9	3
10	с тем что	3	3
11	подобно тому как	2	3
12	и той же	4	3
13	и что в	2	3
14	одной и той	4	3
15	и того же	5	2
16	так как в	2	2
17	не могут быть	2	2
18	одного и того	5	2
19	все более и	2	2
20	таким образом что	4	2
21	не только не	5	2
22	тех и других	3	2
23	более и более	2	2
24	для того чтобы	5	2
