N	2gram	Bakhtin_Fr_3	Problema
1	то есть	18	46
2	в его	13	43
3	и не	13	42
4	и в	40	38
5	не может	3	27
6	может быть	9	26
7	как бы	3	22
8	по отношению	3	21
9	отношению к	2	19
10	и с	8	17
11	и его	17	16
12	в нем	5	15
13	в этом	15	15
14	прежде всего	16	13
15	только в	3	13
16	но не	2	12
17	ни в	4	11
18	во всех	6	11
19	и для	5	11
20	в области	4	11
21	к нему	2	10
22	отношение к	8	10
23	в их	4	10
24	таким образом	10	10
25	но и	11	9
26	не только	13	9
27	в том	8	8
28	и как	3	8
29	и др	7	8
30	точки зрения	2	8
31	было бы	4	8
32	то что	5	8
33	слова в	2	7
34	что в	12	7
35	с другой	2	7
36	с помощью	2	7
37	в самом	6	7
38	между тем	3	7
39	как и	11	7
40	еще не	3	7
41	в своей	6	7
42	как мы	10	7
43	в плане	2	7
44	не к	2	6
45	и наконец	3	6
46	а в	3	6
47	на основе	2	6
48	все же	2	6
49	самом деле	3	6
50	там где	3	6
51	то же	7	5
52	в своем	7	5
53	это не	2	5
54	при этом	3	5
55	все эти	8	5
56	рядом с	2	5
57	в основе	5	5
58	далеко не	2	5
59	в них	9	5
60	конечно не	2	5
61	и о	4	5
62	так и	3	5
63	и прежде	3	5
64	в отличие	3	5
65	а не	5	5
66	отличие от	3	5
67	не менее	2	4
68	в нашем	4	4
69	на самом	3	4
70	должны быть	2	4
71	в ней	4	4
72	в виду	7	4
73	данном случае	2	4
74	в форме	2	4
75	в других	3	4
76	сказать что	3	4
77	в более	3	4
78	в то	6	4
79	о том	4	4
80	и потому	4	4
81	но в	8	4
82	но конечно	2	4
83	в ее	3	4
84	как в	3	4
85	в романе	15	4
86	между ними	3	4
87	хотя бы	2	4
88	можно было	3	4
89	в данном	4	4
90	в себе	3	4
91	здесь не	3	4
92	и от	3	3
93	основе своей	2	3
94	в дальнейшем	2	3
95	но это	3	3
96	же время	6	3
97	кроме того	3	3
98	из важнейших	2	3
99	например в	2	3
100	в целом	2	3
101	все это	4	3
102	на них	2	3
103	они не	3	3
104	и даже	4	3
105	и на	8	3
106	все то	2	3
107	также и	4	3
108	если бы	3	3
109	и все	9	3
110	но здесь	2	3
111	и к	3	3
112	как его	2	3
113	том что	4	3
114	все что	2	3
115	мы увидим	2	3
116	со всеми	5	3
117	одной из	2	3
118	он не	9	3
119	связь с	6	3
120	как нечто	2	3
121	культуры и	7	3
122	в мире	4	3
123	слова и	2	3
124	и это	2	3
125	на этом	2	2
126	представляется нам	2	2
127	и другие	2	2
128	и есть	3	2
129	в частности	3	2
130	характерно для	2	2
131	в этих	6	2
132	для понимания	3	2
133	или иной	2	2
134	можно сказать	2	2
135	в нашей	2	2
136	связаны с	5	2
137	связь и	2	2
138	смысле слова	4	2
139	в значительной	3	2
140	и у	2	2
141	той или	2	2
142	в котором	2	2
143	здесь нет	2	2
144	в культуре	4	2
145	другими словами	3	2
146	в связи	5	2
147	в особенности	5	2
148	особенно в	4	2
149	не было	5	2
150	этом отношении	2	2
151	и других	6	2
152	здесь мы	2	2
153	лишь в	2	2
154	и здесь	4	2
155	в своих	5	2
156	материал и	2	2
157	нуждается в	3	2
158	но как	2	2
159	в начале	3	2
160	во всем	3	2
161	в истории	4	2
162	нашем примере	3	2
163	правильного понимания	3	2
164	слово в	3	2
165	с его	3	2
166	поэтому в	2	2
167	и во	4	2
168	к этому	6	2
169	вовсе не	12	2
170	что он	2	2
171	у нас	4	2
172	связи с	6	2
173	одна из	3	2
174	здесь в	4	2
175	в корне	2	2
176	целом в	2	2
177	том же	2	2
178	что и	3	2
179	эти моменты	3	2
180	того чтобы	4	2
181	для того	3	2
182	форму и	2	2
183	тем что	3	2
184	и ее	2	2
185	в другом	3	2
186	в таких	3	2
187	дело в	2	2
