N	2gram	Bakhtin_Pr_2	RusskieA
1	и в	45	29
2	что в	6	22
3	том что	7	22
4	в том	8	22
5	как бы	15	18
6	и другие	4	14
7	может быть	18	13
8	так как	5	13
9	как и	14	11
10	одна из	3	11
11	в этом	20	11
12	все это	5	10
13	и с	7	10
14	не только	16	10
15	а на	2	9
16	о том	3	9
17	в некоторых	2	9
18	а в	3	9
19	но и	15	8
20	ее в	2	8
21	его в	3	8
22	мы видели	3	7
23	как в	4	7
24	или в	2	7
25	еще не	9	6
26	таким образом	11	6
27	при этом	2	6
28	и на	7	6
29	мы имеем	2	6
30	представление о	2	5
31	потому что	8	5
32	это не	3	5
33	к этому	4	5
34	то что	5	5
35	и что	2	5
36	но не	6	5
37	для этого	3	5
38	не может	24	5
39	или же	2	5
40	но в	6	5
41	именно в	3	4
42	в них	4	4
43	а за	2	4
44	уже не	6	4
45	так что	2	4
46	не в	8	4
47	из них	9	4
48	к нему	11	4
49	же как	4	4
50	так же	5	4
51	то же	5	4
52	у нас	2	4
53	на них	2	4
54	а не	10	4
55	в таком	3	4
56	их в	7	4
57	далеко не	4	4
58	как это	2	4
59	тем что	2	3
60	в этих	4	3
61	и других	3	3
62	и от	3	3
63	в xix	2	3
64	в ее	3	3
65	она не	5	3
66	до конца	7	3
67	того что	3	3
68	было бы	4	3
69	и о	2	3
70	что она	4	3
71	в котором	7	3
72	с другими	7	3
73	не имеет	3	3
74	во всех	4	3
75	связь с	2	3
76	а именно	3	3
77	что для	2	3
78	и через	2	3
79	все эти	4	3
80	и по	2	3
81	друг друга	7	3
82	как мы	8	3
83	тому как	2	3
84	подобно тому	2	3
85	не менее	2	2
86	об этом	3	2
87	могут быть	4	2
88	никогда не	17	2
89	жизни в	2	2
90	о них	2	2
91	он есть	2	2
92	в образе	3	2
93	прежде всего	11	2
94	не был	2	2
95	что и	5	2
96	и как	2	2
97	одним из	3	2
98	здесь в	2	2
99	для них	3	2
100	и пр	2	2
101	все то	2	2
102	не совсем	2	2
103	в виду	2	2
104	один из	2	2
105	все же	4	2
106	в своей	6	2
107	в форме	2	2
108	в их	4	2
109	того как	3	2
110	а с	3	2
111	не было	2	2
112	образом в	2	2
113	там где	6	2
114	этот вопрос	4	2
115	из которых	2	2
116	и для	2	2
117	должно быть	4	2
118	можно было	2	2
119	жизнь и	3	2
120	быть только	2	2
121	в своих	4	2
122	людей и	2	2
123	в момент	3	2
124	и ее	7	2
125	в то	5	2
126	так чтобы	2	2
127	в которой	2	2
128	есть в	8	2
