N	2gram	Tiupa_Hudo_2	Istorich
1	и в	28	26
2	т е	2	22
3	никогда не	5	13
4	потому что	2	13
5	что в	5	12
6	в том	15	12
7	и на	3	12
8	в этом	13	12
9	может быть	8	11
10	с другой	3	10
11	том что	19	10
12	и т	4	10
13	и не	18	10
14	не только	11	10
15	что он	8	9
16	еще не	3	9
17	но и	9	9
18	о смерти	3	9
19	в нем	3	8
20	все же	2	8
21	вместе с	2	8
22	т д	2	8
23	и это	3	8
24	с ним	7	8
25	превращается в	4	7
26	уже не	10	7
27	с одной	3	7
28	одной стороны	3	7
29	и его	5	7
30	у него	5	7
31	о том	12	7
32	но в	2	7
33	то что	6	6
34	мы уже	3	6
35	как в	5	6
36	не может	4	6
37	в виде	2	6
38	и с	6	6
39	как он	3	6
40	как и	11	5
41	этот мотив	2	5
42	в ней	3	5
43	в его	11	5
44	не будет	2	5
45	так и	8	5
46	то же	6	5
47	как это	7	5
48	тем что	6	5
49	в то	6	5
50	только в	4	5
51	его в	2	5
52	есть и	3	4
53	это не	6	4
54	из этих	2	4
55	прежде всего	3	4
56	с его	5	4
57	до сих	2	4
58	все что	3	4
59	в это	3	4
60	как бы	5	4
61	что и	4	4
62	сих пор	2	4
63	как мы	2	4
64	и он	3	4
65	а также	2	4
66	в других	4	4
67	себе в	2	4
68	как только	3	3
69	и ее	3	3
70	и другие	5	3
71	если бы	6	3
72	в частности	7	3
73	в них	3	3
74	и от	2	3
75	в одном	3	3
76	не в	13	3
77	же как	2	3
78	в качестве	4	3
79	она не	5	3
80	том как	2	3
81	наряду с	5	3
82	и эта	2	3
83	один из	2	3
84	в своей	6	3
85	во сне	3	3
86	данном случае	2	3
87	что она	7	3
88	со стороны	3	3
89	а в	6	3
90	при этом	11	3
91	как на	2	3
92	или в	3	3
93	в данном	2	3
94	и то	2	3
95	та же	2	3
96	сказать что	2	3
97	и только	2	3
98	приходит к	2	3
99	в себе	9	3
100	не было	6	3
101	как будто	4	3
102	того как	2	3
103	перед нами	11	2
104	все время	3	2
105	о чем	8	2
106	однако в	2	2
107	в этих	3	2
108	с собой	2	2
109	в своем	5	2
110	что у	3	2
111	вовсе не	2	2
112	можно сказать	6	2
113	к тому	7	2
114	сводится к	6	2
115	мы знаем	2	2
116	для нас	3	2
117	по отношению	7	2
118	что они	4	2
119	одна из	2	2
120	как у	2	2
121	но не	4	2
122	так же	3	2
123	когда в	3	2
124	было бы	3	2
125	и сам	5	2
126	никого не	2	2
127	отношению к	7	2
128	жизни и	6	2
129	своего рода	16	2
130	на него	3	2
131	что же	2	2
132	то и	4	2
133	тогда как	7	2
134	он не	4	2
135	а с	3	2
136	человека в	4	2
137	она в	2	2
138	именно на	2	2
139	тем самым	2	2
140	а не	14	2
141	что не	2	2
142	можно было	3	2
143	с ними	3	2
144	в городе	4	2
145	к себе	3	2
146	в этой	5	2
147	ее на	2	2
148	что это	5	2
149	здесь не	2	2
150	ничего не	5	2
151	же не	2	2
152	но при	3	2
