N	2gram	Bakhtin_Fr_1	Literetu
1	и не	22	22
2	и в	65	16
3	при этом	6	15
4	не только	10	14
5	но и	10	14
6	в этом	15	14
7	то что	3	12
8	может быть	6	12
9	в том	16	12
10	в частности	5	11
11	не в	4	10
12	так и	10	9
13	того что	2	9
14	в жизни	4	8
15	том что	6	8
16	не может	3	8
17	к себе	2	8
18	в этой	4	8
19	как бы	22	8
20	в своей	5	7
21	точки зрения	7	7
22	только в	7	7
23	с его	5	6
24	с другой	3	6
25	к тому	2	6
26	еще не	6	6
27	в его	9	6
28	и т.п	17	6
29	и его	10	6
30	в себе	3	6
31	о том	2	6
32	это не	3	5
33	в году	6	5
34	что он	3	5
35	в ее	3	5
36	как и	5	5
37	в целом	2	5
38	как в	5	5
39	в отличие	4	5
40	этом отношении	3	5
41	в основе	8	5
42	то есть	45	5
43	отличие от	5	5
44	но не	2	4
45	никогда не	6	4
46	даже в	3	4
47	до конца	2	4
48	одной стороны	2	4
49	и для	2	4
50	одним из	2	4
51	хотя и	2	4
52	из них	4	4
53	жизни в	5	4
54	входит в	4	4
55	с одной	2	4
56	одно из	6	4
57	в одном	5	4
58	ни к	2	3
59	том числе	10	3
60	прежде всего	11	3
61	более того	2	3
62	восходящая к	2	3
63	а затем	2	3
64	в романе	2	3
65	мира в	3	3
66	жизнью в	2	3
67	совершенно не	4	3
68	например в	2	3
69	и к	4	3
70	на его	2	3
71	в самом	4	3
72	искусства и	6	3
73	первых десятилетий	2	3
74	жизни и	7	3
75	себе самому	2	3
76	это как	4	3
77	уже не	3	3
78	самом деле	3	3
79	и наконец	2	3
80	с точки	3	3
81	потому что	5	3
82	по своей	3	3
83	отношения к	2	3
84	в области	7	3
85	но в	14	3
86	между тем	5	3
87	в противоположность	2	2
88	что в	3	2
89	и одновременно	5	2
90	для своего	2	2
91	ни с	2	2
92	или иной	5	2
93	в нем	13	2
94	но одновременно	3	2
95	же в	2	2
96	жизни здесь	3	2
97	связи с	4	2
98	числе и	7	2
99	между людьми	5	2
100	для него	5	2
101	можно сказать	2	2
102	что не	2	2
103	несмотря на	2	2
104	во всех	9	2
105	той или	5	2
106	о нем	3	2
107	не вполне	2	2
108	к жизни	2	2
109	все же	6	2
110	отношение к	4	2
111	во второй	2	2
112	время в	2	2
113	как мы	6	2
114	во всей	3	2
115	как раз	3	2
116	со второй	2	2
117	еще и	5	2
118	но с	2	2
119	и вот	2	2
120	и даже	8	2
121	жизни как	3	2
122	в своих	5	2
123	и на	11	2
124	мы и	3	2
125	и с	3	2
126	быть только	2	2
127	далеко не	3	2
128	он и	3	2
129	xix века	5	2
130	еще раз	2	2
131	не знает	6	2
132	и вовсе	3	2
133	его в	7	2
134	и потому	10	2
135	мира и	4	2
