N	2gram	Bakhtin_Fr_8	Istorich
1	и в	56	22
2	в этом	14	17
3	что в	5	15
4	не только	8	14
5	мы видели	5	13
6	но и	9	12
7	и не	9	12
8	может быть	3	11
9	в этих	11	11
10	еще не	10	10
11	таким образом	17	10
12	но в	6	10
13	что он	2	9
14	в нем	8	9
15	что и	3	9
16	вместе с	2	9
17	в том	13	9
18	что они	2	8
19	том что	8	8
20	мы видим	6	8
21	как мы	7	8
22	другой стороны	2	7
23	с другой	2	7
24	к этому	2	7
25	но не	5	7
26	то что	3	7
27	из них	2	7
28	уже не	3	7
29	и здесь	3	7
30	так как	4	7
31	там где	3	7
32	связи с	6	6
33	в них	11	6
34	это не	2	6
35	мы уже	10	6
36	связь с	3	6
37	а в	2	6
38	то же	11	6
39	возможно что	2	6
40	а не	2	6
41	во время	5	6
42	если бы	2	6
43	в частности	7	5
44	так что	3	5
45	до сих	8	5
46	есть и	5	5
47	один из	5	5
48	все же	2	5
49	что она	2	5
50	в свете	4	5
51	он не	5	5
52	здесь мы	3	5
53	сих пор	8	5
54	к нему	2	5
55	в некоторых	3	5
56	в этой	6	5
57	видели что	3	4
58	и другие	5	4
59	видим что	2	4
60	не в	3	4
61	в пределах	5	4
62	только в	9	4
63	они не	5	4
64	одним из	5	4
65	что на	2	4
66	и его	12	4
67	и на	7	4
68	в данном	2	4
69	не может	2	4
70	но он	3	4
71	все эти	15	4
72	в других	2	4
73	и с	8	4
74	целый ряд	2	3
75	о себе	2	3
76	и все	6	3
77	прежде всего	6	3
78	и к	4	3
79	и эти	2	3
80	как и	5	3
81	и как	2	3
82	но это	2	3
83	у него	7	3
84	было бы	2	3
85	на его	6	3
86	но по	4	3
87	в его	18	3
88	никогда не	5	3
89	данном случае	2	3
90	в связи	3	3
91	так же	2	3
92	сказать что	3	3
93	потому что	6	3
94	их и	2	3
95	он и	2	3
96	и ее	4	3
97	далеко не	2	3
98	о том	4	3
99	его в	2	3
100	их в	4	3
101	не было	5	2
102	всех этих	3	2
103	с тем	2	2
104	только не	2	2
105	и др	8	2
106	друг другу	2	2
107	с братьями	2	2
108	так часто	2	2
109	в одном	2	2
110	вовсе не	6	2
111	можно сказать	2	2
112	ни в	2	2
113	такой же	5	2
114	и более	4	2
115	одна из	4	2
116	с одной	4	2
117	при этом	4	2
118	в качестве	4	2
119	можно видеть	3	2
120	то время	2	2
121	одной стороны	2	2
122	например в	4	2
123	себе и	2	2
124	не мог	3	2
125	и о	3	2
126	с одним	2	2
127	хотя и	2	2
128	в ней	4	2
129	и потому	4	2
130	в котором	2	2
131	даже в	4	2
132	связан с	2	2
133	образом и	3	2
134	так и	13	2
135	только на	2	2
136	в своем	3	2
137	в особенности	4	2
138	той же	6	2
139	на самом	2	2
140	мы найдем	2	2
141	здесь есть	3	2
142	образом в	2	2
143	и некоторые	2	2
144	и даже	8	2
145	и для	2	2
146	роль в	5	2
147	в которых	2	2
148	и то	2	2
149	очень много	2	2
150	между тем	3	2
151	в виде	2	2
152	точки зрения	6	2
153	в другом	3	2
154	в то	12	2
155	во все	3	2
156	ту же	4	2
157	за это	2	2
158	большинстве случаев	6	2
159	а также	3	2
160	с собой	2	2
