N	2gram	Propp_Isto_4	FransuaR
1	и в	26	29
2	таким образом	10	20
3	и не	9	16
4	и все	2	13
5	в этой	2	13
6	как и	7	12
7	но в	5	12
8	так и	10	11
9	и на	2	11
10	в этом	7	11
11	то же	8	10
12	во время	7	10
13	как мы	5	10
14	мы уже	5	10
15	не только	15	10
16	вовсе не	4	9
17	но и	12	9
18	все эти	3	9
19	и с	5	9
20	его в	9	9
21	в его	5	8
22	и его	10	8
23	как бы	3	8
24	мы видели	6	7
25	так же	18	7
26	в том	3	7
27	так как	9	7
28	из них	2	6
29	но он	4	6
30	что это	2	5
31	у него	5	5
32	это не	5	5
33	это и	5	5
34	в нем	2	5
35	в своей	4	5
36	и по	5	5
37	сказать что	2	5
38	перед нами	3	4
39	в образе	3	4
40	части тела	3	4
41	что он	10	4
42	но это	3	4
43	есть и	2	4
44	связанные с	3	4
45	еще не	6	4
46	и есть	2	4
47	и др	5	4
48	то что	16	4
49	конечно не	2	4
50	все это	2	4
51	с помощью	2	4
52	с другой	4	4
53	связана с	2	4
54	связан с	3	4
55	тем что	5	4
56	в доме	4	3
57	что образ	2	3
58	в частности	2	3
59	в качестве	7	3
60	в своем	2	3
61	превращается в	7	3
62	и здесь	5	3
63	что у	3	3
64	а затем	3	3
65	все же	9	3
66	том что	3	3
67	и как	5	3
68	в дальнейшем	6	3
69	мы видим	6	3
70	имеется в	2	3
71	что здесь	7	3
72	мы можем	6	3
73	того что	2	3
74	и их	2	3
75	он не	7	3
76	видели как	2	3
77	к нему	6	3
78	здесь не	4	3
79	другой стороны	4	3
80	при этом	3	3
81	и других	3	3
82	на языке	2	3
83	и они	2	3
84	и вот	2	3
85	и за	2	3
86	и даже	4	3
87	с ними	5	3
88	не случайно	2	3
89	в себе	2	3
90	по своей	2	3
91	там где	3	3
92	уже в	2	2
93	связи с	3	2
94	связанных с	2	2
95	и другие	3	2
96	в другой	3	2
97	к этому	5	2
98	в фольклоре	2	2
99	в этих	7	2
100	формы и	2	2
101	другими словами	2	2
102	но мы	3	2
103	его к	3	2
104	а как	2	2
105	ни в	2	2
106	и тот	2	2
107	что я	2	2
108	что они	6	2
109	есть в	2	2
110	мы увидим	3	2
111	на этом	2	2
112	но не	5	2
113	на нем	5	2
114	не может	6	2
115	о чем	3	2
116	на его	3	2
117	может быть	14	2
118	между прочим	2	2
119	хотя и	2	2
120	никогда не	2	2
121	уже не	5	2
122	а также	3	2
123	дает нам	4	2
124	на котором	3	2
125	себя в	2	2
126	вот как	2	2
127	его и	2	2
128	как в	7	2
129	не на	3	2
130	в особенности	2	2
131	в других	2	2
132	о природе	3	2
133	он стал	2	2
134	всякого рода	3	2
135	он становится	2	2
136	мы здесь	2	2
137	и у	5	2
138	между ними	3	2
139	понятно почему	2	2
140	представлений о	2	2
141	или в	3	2
142	не мог	3	2
143	и то	6	2
144	их в	7	2
145	и при	3	2
146	в одной	3	2
147	это же	2	2
148	даже и	2	2
149	только в	3	2
150	но этот	2	2
151	о том	4	2
152	как он	6	2
153	и этим	2	2
154	в числе	4	2
