N	2gram	Bakhtin_Pr_2	TeoriaLi
1	в мире	3	24
2	не только	16	18
3	и не	42	16
4	а в	3	14
5	и в	45	13
6	может быть	18	12
7	так и	3	12
8	то есть	50	12
9	при этом	2	11
10	в этом	20	11
11	в том	8	11
12	но не	6	10
13	а не	10	10
14	и его	8	10
15	в его	22	9
16	то же	5	9
17	что в	6	8
18	отношению к	8	8
19	но и	15	8
20	по отношению	8	8
21	себя в	2	7
22	в себе	5	7
23	том что	7	7
24	точки зрения	19	7
25	в то	5	7
26	только в	9	7
27	как это	2	7
28	с его	8	6
29	же время	3	6
30	еще не	9	6
31	лишь в	2	6
32	как бы	15	6
33	в русской	2	6
34	но в	6	6
35	и одновременно	2	5
36	в своем	5	5
37	или иной	3	5
38	в ее	3	5
39	как и	14	5
40	не в	8	5
41	в пределах	4	5
42	между ними	4	5
43	в самом	13	5
44	в нем	20	5
45	как в	4	5
46	он не	9	5
47	уже не	6	5
48	тем самым	2	5
49	мы имеем	2	5
50	героя и	7	5
51	не менее	2	4
52	личности в	3	4
53	можно сказать	2	4
54	ни в	2	4
55	в своей	6	4
56	то что	5	4
57	отношение к	8	4
58	в форме	2	4
59	в их	4	4
60	и т.п	6	4
61	не может	24	4
62	сказать что	5	4
63	хотя и	2	4
64	и ее	7	4
65	не знает	4	4
66	слова в	4	3
67	перед нами	4	3
68	и др	4	3
69	никогда не	17	3
70	в нашем	2	3
71	в этих	4	3
72	этом смысле	5	3
73	прежде всего	11	3
74	и к	2	3
75	а только	2	3
76	для него	9	3
77	того что	3	3
78	и сам	3	3
79	например в	2	3
80	в сторону	2	3
81	той или	3	3
82	и потому	6	3
83	этого слова	2	3
84	авторской позиции	5	3
85	на почве	4	3
86	в точке	5	3
87	с ее	3	3
88	как раз	6	3
89	входит в	9	3
90	таким образом	11	3
91	а с	3	3
92	именно в	3	3
93	и вот	2	3
94	и что	2	3
95	и по	2	3
96	или в	2	3
97	потому что	8	3
98	нового времени	3	3
99	в основе	2	3
100	и т.д	3	3
101	его в	3	3
102	все эти	4	3
103	в художественном	3	3
104	в произведении	5	3
105	человека с	2	3
106	герой не	2	3
107	я не	6	2
108	сама по	5	2
109	но на	2	2
110	если бы	2	2
111	была бы	3	2
112	к действительности	2	2
113	могут быть	4	2
114	за пределы	5	2
115	себя и	2	2
116	в конце	4	2
117	жизни в	2	2
118	это не	3	2
119	одного и	2	2
120	о себе	3	2
121	вовсе не	7	2
122	по себе	8	2
123	в литературе	6	2
124	что он	7	2
125	об этом	3	2
126	но как	2	2
127	и как	2	2
128	что они	3	2
129	а на	2	2
130	в большинстве	2	2
131	одной из	2	2
132	из которых	2	2
133	жизнь личности	2	2
134	в виду	2	2
135	даже в	6	2
136	и особенно	2	2
137	к нему	11	2
138	в диалоге	3	2
139	в целом	5	2
140	во всех	4	2
141	русской литературе	2	2
142	со стороны	4	2
143	а именно	3	2
144	человеческой жизни	2	2
145	позиция автора	4	2
146	не на	4	2
147	здесь не	2	2
148	как к	2	2
149	в романе	3	2
150	и для	2	2
151	свою жизнь	2	2
152	в той	3	2
153	и некоторые	2	2
154	и о	2	2
155	самом начале	3	2
156	с точки	9	2
157	и даже	3	2
158	так же	5	2
159	в художественной	2	2
160	в рассказе	3	2
161	их в	7	2
162	автора и	2	2
163	у него	6	2
164	человеческих отношений	2	2
165	и здесь	2	2
166	о том	3	2
167	перед ним	2	2
168	в чем	2	2
169	в которой	2	2
170	отношения к	2	2
171	в области	2	2
172	я и	3	2
173	к герою	5	2
174	это было	2	2
175	для меня	2	2
