N	2gram	Vinokur_Ku_3	Myshleni
1	в том	22	28
2	и в	23	28
3	то что	4	28
4	в этом	16	27
5	того что	11	24
6	потому что	12	22
7	между понятиями	2	21
8	не может	6	19
9	том что	11	19
10	таким образом	9	18
11	что он	6	18
12	только в	6	18
13	что в	13	17
14	в силу	6	17
15	не только	17	16
16	так же	2	15
17	может быть	14	13
18	с помощью	6	13
19	сказать что	7	13
20	точки зрения	23	13
21	тому что	4	11
22	и не	10	11
23	как бы	5	11
24	что мы	2	11
25	в отношении	3	10
26	к тому	3	10
27	как мы	5	10
28	но и	3	10
29	от того	5	10
30	отношений между	2	10
31	по отношению	3	10
32	так как	9	10
33	но не	3	10
34	отношению к	2	10
35	того чтобы	11	10
36	с точки	16	10
37	было бы	16	9
38	в процессе	3	9
39	в самом	13	8
40	мы видели	3	8
41	еще не	9	8
42	тем самым	4	8
43	для того	12	8
44	тем что	5	8
45	того же	4	7
46	если бы	8	7
47	письменной речи	4	7
48	в сущности	4	7
49	в своем	4	7
50	заключается в	4	7
51	отношение к	3	7
52	он не	3	7
53	вместе с	2	7
54	то же	6	7
55	можно было	11	7
56	там где	3	7
57	и к	3	6
58	и как	2	6
59	и что	7	6
60	к другой	2	6
61	не имеет	3	6
62	в то	3	6
63	когда мы	3	6
64	тогда когда	4	6
65	его в	2	6
66	как и	5	6
67	можно сказать	2	6
68	так и	6	6
69	как раз	4	6
70	мы не	3	6
71	в чем	5	6
72	в области	14	6
73	не могут	5	5
74	это не	3	5
75	вопрос о	11	5
76	в пределах	2	5
77	и тем	6	5
78	в свете	2	5
79	языка и	2	5
80	но в	2	5
81	что все	2	5
82	с тем	6	5
83	в зависимости	7	5
84	то в	3	5
85	зависимости от	8	5
86	того как	7	5
87	из того	2	5
88	могут быть	6	5
89	я не	5	4
90	именно в	3	4
91	в частности	2	4
92	в нашем	7	4
93	что на	3	4
94	не в	5	4
95	отношения между	4	4
96	на этом	2	4
97	нас к	2	4
98	на этот	2	4
99	но если	3	4
100	целый ряд	4	4
101	они не	3	4
102	в первом	5	4
103	мы имеем	2	4
104	к другому	2	4
105	ясно что	4	4
106	только тогда	4	4
107	в качестве	2	4
108	одного и	2	4
109	относится к	2	4
110	что и	6	4
111	и того	2	4
112	в той	4	4
113	той же	3	4
114	связь между	3	4
115	которые в	4	4
116	независимо от	5	3
117	из этих	5	3
118	как это	7	3
119	очевидно что	3	3
120	слов и	5	3
121	отличается от	2	3
122	в нашей	4	3
123	при этом	6	3
124	связи и	2	3
125	в первую	3	3
126	мог бы	2	3
127	хотя и	5	3
128	но мы	2	3
129	в целом	4	3
130	в их	6	3
131	как на	8	3
132	и только	3	3
133	те же	7	3
134	и здесь	2	3
135	но как	3	3
136	только то	3	3
137	первом случае	2	3
138	на фоне	7	3
139	по себе	6	3
140	это и	3	3
141	связи с	6	3
142	первую очередь	3	3
143	до сих	8	3
144	мы должны	3	3
145	иначе говоря	2	3
146	не по	3	3
147	один из	4	3
148	в его	11	3
149	сих пор	8	3
150	как в	4	3
151	а не	11	3
152	что такое	4	3
153	этот вопрос	3	3
154	не знает	2	3
155	не менее	12	2
156	на вопрос	3	2
157	но на	3	2
158	именно поэтому	2	2
159	в этих	2	2
160	для этого	6	2
161	точку зрения	2	2
162	с другой	7	2
163	с этой	3	2
164	это в	2	2
165	прежде всего	9	2
166	что именно	3	2
167	для нас	4	2
168	но это	5	2
169	и более	3	2
170	самом деле	14	2
171	как они	2	2
172	принять во	2	2
173	в котором	2	2
174	если мы	7	2
175	все это	2	2
176	другой стороны	3	2
177	в связи	5	2
178	он имеет	2	2
179	мы говорим	4	2
180	все эти	7	2
181	на том	2	2
182	не станем	2	2
183	в которых	3	2
184	мы называем	2	2
185	остается в	2	2
186	эти последние	2	2
187	к его	2	2
188	до крайности	2	2
189	и иной	2	2
190	для каждой	2	2
191	понятие о	2	2
192	состоит в	2	2
193	были бы	4	2
194	языка в	6	2
195	раз и	2	2
196	в одном	2	2
197	не с	2	2
198	этом случае	4	2
199	для нашей	4	2
200	у нас	10	2
201	по существу	3	2
202	чем в	2	2
203	по своему	2	2
204	бы сказать	3	2
205	она не	3	2
206	во внимание	5	2
207	в ряду	3	2
208	в своей	4	2
209	что если	2	2
210	этого слова	4	2
211	все же	5	2
212	когда он	2	2
213	каждой из	2	2
214	мысли и	2	2
215	внимание на	2	2
216	речи в	7	2
217	а в	5	2
218	перейти к	2	2
219	речи как	3	2
220	только что	2	2
221	речь в	2	2
222	с другими	2	2
223	нас в	3	2
224	в данном	7	2
225	что они	2	2
226	при котором	2	2
