N	2gram	Losev_Prob_2	DiskursI
1	в себе	5	19
2	при этом	3	17
3	в качестве	2	16
4	и в	35	16
5	может быть	18	16
6	как и	5	16
7	в этом	17	16
8	и не	37	15
9	а не	10	14
10	в частности	5	12
11	то есть	39	12
12	представляет собой	2	11
13	но и	16	11
14	но в	6	11
15	том что	19	10
16	не только	24	10
17	такого рода	15	9
18	так и	7	9
19	не может	13	9
20	в том	12	8
21	а также	2	8
22	не менее	13	7
23	прежде всего	11	7
24	ни в	6	7
25	но не	4	7
26	в данном	10	7
27	отнюдь не	5	6
28	еще не	10	6
29	все же	8	6
30	данном случае	5	6
31	то же	5	6
32	тем самым	7	6
33	в своих	3	6
34	что в	11	5
35	в своем	4	5
36	с другой	6	5
37	то что	38	5
38	и на	5	5
39	в то	6	5
40	одной стороны	5	4
41	как бы	4	4
42	с одной	5	4
43	роль в	2	4
44	потому что	13	4
45	в основе	3	4
46	точки зрения	2	4
47	в этой	9	4
48	и то	10	4
49	о том	18	4
50	не является	7	4
51	перед нами	2	3
52	в этих	4	3
53	в них	2	3
54	из этих	3	3
55	и все	5	3
56	или иной	5	3
57	уже не	8	3
58	и того	3	3
59	и как	4	3
60	не в	2	3
61	можно сказать	6	3
62	мысль о	2	3
63	он не	2	3
64	той или	5	3
65	в его	7	3
66	еще в	2	3
67	и ее	2	3
68	не было	3	3
69	все эти	7	3
70	и наконец	3	3
71	также и	12	3
72	как на	2	3
73	но это	6	3
74	не знает	3	3
75	как будто	6	3
76	только в	14	3
77	его в	3	3
78	содержит в	2	2
79	и всякое	2	2
80	в целом	3	2
81	это в	2	2
82	или иного	5	2
83	этом случае	7	2
84	стороны и	4	2
85	что на	4	2
86	на первый	4	2
87	в той	2	2
88	что он	4	2
89	не требует	2	2
90	не столь	2	2
91	является не	2	2
92	есть в	4	2
93	не нужно	3	2
94	о чем	6	2
95	некоторого рода	7	2
96	в ней	2	2
97	далеко не	4	2
98	для себя	9	2
99	что и	2	2
100	но уже	5	2
101	вместе с	2	2
102	что же	9	2
103	и прежде	2	2
104	в языке	15	2
105	входит в	2	2
106	по преимуществу	2	2
107	сводится к	2	2
108	все это	4	2
109	другой стороны	5	2
110	и для	6	2
111	должно быть	2	2
112	а в	4	2
113	той же	2	2
114	тому как	3	2
115	тут же	8	2
116	совпадает с	2	2
117	в результате	4	2
118	их в	4	2
119	пока еще	9	2
120	и с	10	2
121	может иметь	2	2
122	не о	6	2
123	подобно тому	2	2
124	говорить о	10	2
125	или по	4	2
126	и это	5	2
127	здесь не	2	2
128	в области	6	2
129	но при	2	2
