N	2gram	Vinokur_St_3	Istorich
1	и в	25	25
2	что он	19	22
3	вместе с	2	22
4	и т	8	20
5	т д	2	18
6	может быть	19	17
7	т е	8	16
8	мы имеем	5	14
9	не только	12	13
10	но и	9	13
11	в его	12	12
12	и не	10	11
13	уже не	3	11
14	так как	3	11
15	все же	4	10
16	в этом	24	10
17	тем что	19	10
18	с другой	5	9
19	и его	3	9
20	таким образом	10	9
21	в виде	3	9
22	с тем	4	8
23	связи с	3	8
24	что в	19	8
25	том что	15	8
26	мы видим	4	8
27	еще не	2	8
28	связь с	4	8
29	другой стороны	5	8
30	все эти	3	8
31	и что	3	8
32	и на	6	8
33	в качестве	4	7
34	во время	3	7
35	как и	4	7
36	но это	4	7
37	то что	12	7
38	одной стороны	3	7
39	при помощи	2	7
40	с одной	2	7
41	потому что	5	7
42	и здесь	3	7
43	только в	6	7
44	о том	8	7
45	в этих	11	6
46	это не	7	6
47	прежде всего	10	6
48	как в	6	6
49	не может	7	6
50	не в	6	6
51	не совсем	2	6
52	или в	2	6
53	могут быть	2	6
54	в том	20	6
55	что это	16	5
56	с этим	7	5
57	показывает что	3	5
58	как мы	2	5
59	но все	2	5
60	но не	2	5
61	связано с	5	5
62	например в	4	5
63	в ней	4	5
64	мы не	2	5
65	не менее	2	4
66	что у	2	4
67	не как	2	4
68	раньше чем	3	4
69	что все	3	4
70	и тем	4	4
71	тем не	2	4
72	в некоторых	3	4
73	все это	8	4
74	в связи	3	4
75	то же	5	4
76	он не	5	4
77	и это	5	4
78	в которой	4	4
79	никогда не	2	3
80	в целом	4	3
81	в свою	2	3
82	что его	2	3
83	в этой	14	3
84	в то	7	3
85	и пр	13	3
86	если в	2	3
87	и др	4	3
88	в форме	2	3
89	на этом	3	3
90	в особенности	4	3
91	для того	2	3
92	к нему	4	3
93	его не	2	3
94	а в	6	3
95	его к	2	3
96	в которых	2	3
97	и с	4	3
98	что здесь	4	3
99	в русской	6	3
100	уже в	3	2
101	у него	9	2
102	он может	2	2
103	попадает в	3	2
104	только тогда	2	2
105	тогда когда	2	2
106	к этому	3	2
107	вовсе не	2	2
108	а как	4	2
109	на то	5	2
110	б в	3	2
111	от них	2	2
112	можно сказать	4	2
113	так что	11	2
114	об этом	5	2
115	о которых	3	2
116	с этой	3	2
117	такое же	2	2
118	такой же	2	2
119	одна из	2	2
120	того же	2	2
121	до сих	2	2
122	в это	2	2
123	но есть	2	2
124	несмотря на	3	2
125	если бы	4	2
126	он делает	2	2
127	из которых	4	2
128	как бы	6	2
129	один из	2	2
130	должен быть	2	2
131	как можно	2	2
132	сих пор	2	2
133	в своей	4	2
134	во всех	2	2
135	том чтобы	2	2
136	ее в	2	2
137	со стороны	3	2
138	с которым	3	2
139	и для	4	2
140	выражения как	2	2
141	в течение	4	2
142	и других	2	2
143	самом деле	2	2
144	а не	5	2
145	того что	5	2
146	и по	2	2
147	что этот	3	2
148	можно найти	2	2
149	то в	4	2
150	связан с	3	2
151	сказать что	4	2
152	такие выражения	3	2
153	но он	3	2
154	точки зрения	7	2
155	что мы	3	2
156	на нее	2	2
157	не потому	2	2
158	ничего не	4	2
159	это было	8	2
