N	2gram	Vygotskiy__4	Vladivir
1	и в	33	40
2	то что	44	28
3	и не	13	25
4	не только	7	25
5	то есть	13	24
6	у него	6	24
7	но и	3	18
8	в том	21	18
9	том что	22	18
10	что в	21	17
11	также и	2	17
12	в этом	28	16
13	так что	7	14
14	в его	10	14
15	не может	10	14
16	точки зрения	6	13
17	вовсе не	5	13
18	в виде	3	13
19	только в	4	13
20	сказать что	13	12
21	в конце	8	12
22	никогда не	5	11
23	таким образом	13	11
24	потому что	24	11
25	о том	20	11
26	едва ли	2	11
27	прежде всего	2	10
28	ни в	3	10
29	то это	3	10
30	не просто	4	10
31	и потому	2	10
32	как раз	9	10
33	и его	5	10
34	что это	13	9
35	есть только	2	9
36	и с	2	9
37	и то	2	9
38	в своей	4	9
39	в себе	6	9
40	не был	2	8
41	в своем	7	8
42	в этой	9	8
43	может быть	22	8
44	так же	13	8
45	и что	25	8
46	он не	11	8
47	как мы	4	8
48	а не	6	8
49	что все	11	7
50	к тому	12	7
51	и как	5	7
52	и если	9	7
53	а в	4	7
54	в своих	3	7
55	так как	12	7
56	с тем	4	7
57	того что	4	7
58	в то	3	7
59	что и	3	7
60	вместе с	8	7
61	как и	5	7
62	и здесь	3	6
63	да и	3	6
64	и на	5	6
65	и от	2	6
66	по себе	9	6
67	об этом	4	6
68	во всем	2	6
69	почему же	2	6
70	не будет	4	6
71	так и	3	6
72	хотя бы	2	6
73	с точки	4	6
74	и это	5	6
75	с другой	2	5
76	для нас	7	5
77	тому же	3	5
78	но если	3	5
79	эти три	2	5
80	должно быть	3	5
81	не было	3	5
82	все эти	6	5
83	в ней	6	5
84	в одном	3	5
85	что он	20	5
86	у нас	4	5
87	мы уже	5	5
88	можно было	4	5
89	конце концов	3	5
90	тем что	3	5
91	ничего не	2	5
92	тому что	6	4
93	точно так	3	4
94	вопрос о	2	4
95	на то	10	4
96	такой же	2	4
97	что если	3	4
98	до конца	7	4
99	в самом	12	4
100	в котором	2	4
101	не имеет	2	4
102	бы и	2	4
103	в результате	2	4
104	мы должны	6	4
105	при помощи	4	4
106	как это	14	4
107	и все	12	4
108	по существу	2	4
109	но не	3	4
110	утверждает что	4	4
111	то время	2	4
112	здесь в	3	4
113	было бы	12	4
114	и о	4	4
115	никак не	6	4
116	даже в	2	4
117	говорит о	4	4
118	то же	9	4
119	а с	2	4
120	если мы	12	4
121	в каком	8	4
122	все же	5	4
123	но в	2	4
124	перед нами	6	3
125	уже в	2	3
126	я не	4	3
127	же как	3	3
128	это не	6	3
129	из этих	2	3
130	мы знаем	2	3
131	но все	2	3
132	не больше	2	3
133	одной стороны	3	3
134	при этом	2	3
135	как бы	25	3
136	в виду	2	3
137	всяком случае	3	3
138	был бы	3	3
139	в нем	7	3
140	бы то	2	3
141	то как	2	3
142	и только	7	3
143	с одной	3	3
144	именно в	2	3
145	как на	6	3
146	же самое	6	3
147	сводится к	2	3
148	все то	12	3
149	мы имеем	2	3
150	нисколько не	5	3
151	если бы	10	3
152	не все	2	3
153	ее в	4	3
154	даже не	2	3
155	на самом	6	3
156	того чтобы	22	3
157	и эта	2	3
158	не в	2	3
159	и для	3	3
160	в таком	4	3
161	жизнь и	4	3
162	что этот	3	3
163	во всяком	3	3
164	далеко не	3	3
165	это было	4	3
166	мы будем	5	2
167	в сторону	3	2
168	все они	2	2
169	в какой	5	2
170	с этой	4	2
171	для понимания	2	2
172	что его	3	2
173	с такой	2	2
174	же время	2	2
175	не можем	3	2
176	в нашей	2	2
177	должен был	3	2
178	и наконец	2	2
179	в каких	2	2
180	себе и	2	2
181	не является	2	2
182	эти мысли	2	2
183	в целом	5	2
184	и за	3	2
185	что она	10	2
186	в их	2	2
187	другой стороны	2	2
188	взгляд на	2	2
189	на одной	2	2
190	время как	2	2
191	можно найти	2	2
192	больше чем	2	2
193	и так	4	2
194	что касается	2	2
195	это время	2	2
196	что мы	6	2
197	ни на	2	2
198	его в	3	2
199	мы сейчас	2	2
200	к этой	3	2
201	могло бы	3	2
202	нет ни	3	2
203	только с	2	2
204	и этот	3	2
205	с его	2	2
206	бы это	3	2
207	знаем что	4	2
208	с этим	5	2
209	в жизни	4	2
210	к этому	4	2
211	с таким	2	2
212	но мы	2	2
213	еще раз	3	2
214	и к	2	2
215	о которых	2	2
216	очень легко	4	2
217	она не	3	2
218	в это	2	2
219	из них	4	2
220	совершенно не	4	2
221	в сущности	6	2
222	не понимает	2	2
223	со стороны	2	2
224	как говорит	2	2
225	в мире	3	2
226	всей этой	2	2
227	из этого	5	2
228	на него	4	2
229	оказывается что	2	2
230	только что	15	2
231	не на	2	2
232	так вот	2	2
233	и сейчас	3	2
234	тем самым	3	2
235	для того	23	2
236	мы не	5	2
237	от этого	3	2
238	сам по	2	2
239	связи с	2	2
240	что эта	6	2
241	в которой	4	2
