N	2gram	Vygotskiy__1	slovoVRo
1	и в	31	41
2	в нем	2	30
3	и т	26	28
4	то есть	26	26
5	т п	16	23
6	могут быть	11	19
7	но и	2	16
8	и не	16	16
9	точки зрения	15	16
10	не только	13	16
11	а не	13	15
12	то же	5	14
13	может быть	22	14
14	не может	17	14
15	и его	7	14
16	в то	5	14
17	в сущности	10	13
18	в его	6	13
19	до конца	6	12
20	как бы	5	12
21	в этом	12	12
22	так и	3	11
23	таким образом	20	9
24	слова в	3	8
25	прежде всего	4	8
26	точка зрения	4	8
27	но в	3	8
28	как в	9	8
29	как мы	2	8
30	с точки	2	8
31	не в	11	7
32	и следовательно	2	7
33	отношение к	2	7
34	зрения на	2	7
35	с ним	2	7
36	вовсе не	6	7
37	в своей	3	7
38	все же	5	7
39	в слове	3	7
40	во всяком	8	7
41	того же	2	6
42	при этом	19	6
43	и даже	6	6
44	а в	6	6
45	в них	2	6
46	только в	14	6
47	с другой	5	5
48	в самом	11	5
49	всяком случае	6	5
50	все это	8	5
51	т д	8	5
52	в основе	2	5
53	точек зрения	3	5
54	и к	3	5
55	к нему	2	5
56	далеко не	2	5
57	и от	2	4
58	в каждом	3	4
59	одной стороны	6	4
60	один из	4	4
61	с одной	5	4
62	и с	2	4
63	в которой	4	4
64	и все	5	4
65	поэзии и	2	4
66	как и	16	4
67	том же	2	4
68	и потому	2	4
69	на почве	2	4
70	в процессе	5	4
71	другой стороны	5	4
72	и для	5	4
73	ту же	2	4
74	там где	4	4
75	ничего не	2	4
76	не могут	3	3
77	все время	4	3
78	никогда не	8	3
79	точку зрения	3	3
80	формы и	5	3
81	из этих	6	3
82	к тому	4	3
83	мы найдем	2	3
84	в том	30	3
85	более или	2	3
86	в него	2	3
87	в зависимости	5	3
88	из них	2	3
89	его и	3	3
90	в своем	3	3
91	и других	3	3
92	того что	10	3
93	речь и	2	3
94	в результате	4	3
95	и здесь	2	3
96	не было	3	3
97	о том	7	3
98	его в	2	3
99	так как	18	3
100	и там	2	3
101	у него	4	3
102	и во	2	3
103	с этим	3	3
104	бы ни	2	3
105	в себе	4	3
106	с этой	4	3
107	по существу	4	3
108	зависимости от	6	3
109	в качестве	2	3
110	она не	5	3
111	и может	2	3
112	было бы	6	3
113	он не	3	3
114	из этого	2	3
115	бы и	2	3
116	или менее	2	3
117	почти всегда	3	3
118	в поэзии	2	3
119	же как	4	2
120	в другой	2	2
121	в частности	3	2
122	тому что	4	2
123	столь же	4	2
124	что все	3	2
125	том и	2	2
126	для нас	5	2
127	есть для	2	2
128	так что	5	2
129	что они	2	2
130	смысле слова	3	2
131	например в	3	2
132	это отношение	2	2
133	и той	3	2
134	для того	6	2
135	хотя и	3	2
136	был бы	5	2
137	и по	3	2
138	и тем	2	2
139	в целом	5	2
140	в этих	4	2
141	от других	2	2
142	как к	2	2
143	уже не	2	2
144	те же	4	2
145	в евгении	2	2
146	так же	12	2
147	время как	5	2
148	евгении онегине	3	2
149	сказать что	7	2
150	потому что	10	2
151	между тем	4	2
152	не является	5	2
153	в сознании	2	2
154	оно было	2	2
155	в известном	2	2
156	в котором	4	2
157	у каждого	3	2
158	в одном	2	2
159	к этому	4	2
160	у нас	4	2
161	том что	16	2
162	мы видим	5	2
163	одна из	4	2
164	но не	3	2
165	автора или	2	2
166	то время	5	2
167	до сих	3	2
168	совершенно не	5	2
169	на один	2	2
170	и о	4	2
171	наконец в	2	2
172	даже в	2	2
173	сих пор	3	2
174	в ее	5	2
175	как раз	2	2
176	эта внутренняя	2	2
177	на самом	2	2
178	если мы	12	2
179	только на	3	2
180	и у	4	2
181	не есть	3	2
182	той же	3	2
183	роль в	3	2
184	мы не	12	2
185	нас в	2	2
186	и то	2	2
187	в особый	2	2
188	мы все	2	2
