N	2gram	Tiupa_Anal_1	Vladivir
1	и в	18	40
2	то что	6	28
3	и не	21	25
4	не только	15	25
5	то есть	11	24
6	но и	17	18
7	в том	27	18
8	том что	12	18
9	что в	5	17
10	также и	2	17
11	в этом	13	16
12	в его	13	14
13	не может	22	14
14	точки зрения	6	13
15	вовсе не	2	13
16	только в	6	13
17	а именно	3	12
18	никогда не	2	11
19	таким образом	3	11
20	потому что	2	11
21	о том	5	11
22	едва ли	2	11
23	прежде всего	6	10
24	ни в	4	10
25	не просто	2	10
26	и потому	2	10
27	не есть	8	10
28	и его	5	10
29	уже не	4	9
30	и с	2	9
31	и то	2	9
32	в своей	6	9
33	что же	2	9
34	в себе	11	9
35	в этой	5	8
36	для него	2	8
37	может быть	29	8
38	он не	3	8
39	а также	3	8
40	как мы	2	8
41	а не	17	8
42	к тому	7	7
43	и как	5	7
44	несмотря на	2	7
45	а в	9	7
46	так как	2	7
47	того что	4	7
48	в то	9	7
49	что и	3	7
50	вместе с	4	7
51	как и	13	7
52	и на	5	6
53	по себе	4	6
54	то в	2	6
55	не будет	3	6
56	так и	4	6
57	хотя бы	3	6
58	с точки	4	6
59	с другой	4	5
60	тому же	4	5
61	должно быть	2	5
62	отношения к	2	5
63	все эти	2	5
64	отнюдь не	15	5
65	что он	3	5
66	еще в	2	5
67	для себя	2	5
68	в данном	2	5
69	вопрос о	2	4
70	такой же	2	4
71	такого рода	5	4
72	в самом	6	4
73	в котором	3	4
74	при помощи	2	4
75	и все	3	4
76	не с	4	4
77	но не	10	4
78	еще не	3	4
79	было бы	2	4
80	и о	2	4
81	даже в	3	4
82	то же	9	4
83	а с	3	4
84	то он	2	4
85	все же	4	4
86	но в	8	4
87	в качестве	31	3
88	то ни	3	3
89	это не	6	3
90	из этих	2	3
91	одной стороны	3	3
92	при этом	12	3
93	как бы	5	3
94	в нем	3	3
95	к нему	3	3
96	бы то	3	3
97	ни с	3	3
98	отличается от	2	3
99	с одной	3	3
100	именно в	4	3
101	не столько	2	3
102	или не	2	3
103	же самое	2	3
104	сводится к	5	3
105	однако здесь	2	3
106	мы имеем	6	3
107	если бы	3	3
108	но о	2	3
109	за пределы	2	3
110	не все	2	3
111	в отличие	6	3
112	собственно говоря	4	3
113	разного рода	3	3
114	на самом	2	3
115	того чтобы	3	3
116	не в	14	3
117	в таком	3	3
118	далеко не	6	3
119	здесь не	2	3
120	отличие от	6	3
121	не могут	3	2
122	в нашем	3	2
123	в какой	2	2
124	же время	6	2
125	не о	2	2
126	той или	6	2
127	не является	2	2
128	в целом	5	2
129	в их	5	2
130	который в	2	2
131	другой стороны	2	2
132	с бытием	2	2
133	и по	2	2
134	этом отношении	2	2
135	себе в	2	2
136	в начале	2	2
137	по своей	6	2
138	что мы	3	2
139	нет ничего	2	2
140	таком случае	3	2
141	с его	3	2
142	и более	4	2
143	которая в	3	2
144	бытия и	2	2
145	есть не	8	2
146	и к	3	2
147	в силу	3	2
148	того же	4	2
149	не к	2	2
150	из них	2	2
151	в сущности	6	2
152	со стороны	2	2
153	как говорит	2	2
154	в мире	8	2
155	данном случае	2	2
156	тем самым	7	2
157	для того	4	2
158	свидетельствует о	2	2
159	роль в	2	2
160	на себя	2	2
161	в другом	4	2
162	в которой	2	2
