N	2gram	Tiupa_Vved_1	Narrotol
1	не только	20	26
2	а не	15	17
3	представляет собой	15	16
4	но и	19	15
5	тогда как	10	15
6	в том	10	14
7	при этом	26	14
8	в качестве	8	14
9	и не	12	14
10	том что	7	13
11	и в	13	13
12	в этом	21	13
13	состоит в	10	12
14	такого рода	16	12
15	в частности	13	11
16	только в	6	11
17	может быть	18	10
18	в данном	13	10
19	своего рода	10	9
20	к тому	6	9
21	диегетический мир	7	9
22	так и	8	9
23	сводится к	4	9
24	а в	6	9
25	диегетического мира	13	9
26	то есть	8	9
27	нарративного дискурса	5	8
28	картина мира	12	8
29	то что	6	8
30	в себе	5	8
31	в тексте	10	8
32	не может	7	8
33	не в	6	8
34	коммуникативного события	5	8
35	события рассказывания	2	7
36	не сводится	4	7
37	иначе говоря	6	7
38	событийного опыта	4	7
39	нарративной интриги	4	7
40	в рамках	4	6
41	никогда не	4	6
42	в своем	5	6
43	в жизни	4	6
44	прежде всего	7	6
45	можно сказать	4	6
46	и к	2	6
47	вслед за	2	6
48	того что	6	6
49	в его	4	6
50	и т.п	9	6
51	коммуникативное событие	6	6
52	данном случае	6	6
53	со стороны	5	6
54	нарративная интрига	5	6
55	жизни в	4	6
56	все же	6	6
57	как бы	4	6
58	а также	8	6
59	всего лишь	5	6
60	но в	6	6
61	место в	2	5
62	по мысли	5	5
63	не столько	4	5
64	тем не	3	5
65	одной стороны	5	5
66	хотя и	7	5
67	он не	3	5
68	в котором	8	5
69	и тем	2	5
70	в нем	5	5
71	картиной мира	9	5
72	отношению к	7	5
73	на него	2	5
74	как в	4	5
75	по отношению	7	5
76	в отличие	2	5
77	таким образом	4	5
78	с одной	5	5
79	в той	4	5
80	тем самым	5	5
81	с другой	5	5
82	отличие от	2	5
83	в то	4	5
84	далеко не	4	5
85	о том	5	5
86	перед нами	6	4
87	не менее	4	4
88	если бы	7	4
89	отнюдь не	7	4
90	повествуемого мира	6	4
91	нарративной истории	2	4
92	в литературе	2	4
93	об этом	4	4
94	тому же	4	4
95	как и	11	4
96	времени и	7	4
97	все что	3	4
98	у нее	2	4
99	что в	3	4
100	для него	3	4
101	о жизни	2	4
102	при всей	2	4
103	не является	3	4
104	встрече с	2	4
105	не к	4	4
106	жизни и	7	4
107	в своей	5	4
108	то же	5	4
109	в какой	4	4
110	уже не	5	4
111	рассказывания в	4	4
112	в мире	8	4
113	исходной ситуации	5	4
114	истории в	5	4
115	свидетельствует о	4	4
116	и мира	3	4
117	взаимодействия сознаний	3	4
118	войны и	3	4
119	в рассказе	6	4
120	в силу	2	4
121	следует признать	4	4
122	и т.д	5	4
123	и все	4	4
124	читательского ожидания	4	4
125	с ним	3	4
126	мира в	8	4
127	но при	5	4
128	он является	2	3
129	коммуникативном событии	2	3
130	поскольку не	2	3
131	по большей	3	3
132	между детьми	4	3
133	нарративного пространства	4	3
134	мы имеем	5	3
135	это не	6	3
136	представить себе	2	3
137	в итоге	3	3
138	пока еще	4	3
139	большей части	3	3
140	или иной	3	3
141	и представляет	2	3
142	о которой	2	3
143	и того	2	3
144	в соответствии	6	3
145	а к	3	3
146	жизни так	2	3
147	в слове	3	3
148	нарративного времени	5	3
149	соответствии с	6	3
150	одна из	4	3
151	о котором	2	3
152	но не	5	3
153	мальчик и	2	3
154	строго говоря	2	3
155	же время	3	3
156	в аспекте	2	3
157	к его	3	3
158	как раз	2	3
159	той или	3	3
160	опыта в	4	3
161	за пределами	3	3
162	один из	3	3
163	в целом	3	3
164	между собой	2	3
165	как по	2	3
166	внимание на	3	3
167	то и	2	3
168	принципиальная особенность	2	3
169	диегетическое время	4	3
170	нарративная картина	7	3
171	самом деле	3	3
172	следует подчеркнуть	5	3
173	и по	3	3
174	и для	3	3
175	и его	5	3
176	нарратора и	6	3
177	о ней	4	3
178	этом отношении	4	3
179	не следует	3	3
180	никак не	2	3
181	детьми и	4	3
182	действующих лиц	2	3
183	по своей	3	3
184	повествования в	2	3
185	и девочка	2	3
186	как правило	6	3
187	так сказать	2	3
188	едва ли	3	3
189	мира и	2	3
190	в состав	4	3
191	дело с	2	2
192	и развязка	2	2
193	собой некий	2	2
194	к наличной	2	2
195	основной фактор	2	2
196	зависит от	2	2
197	действия но	2	2
198	топос согласия	2	2
199	собой своего	2	2
200	дискурс в	2	2
201	адресату рассказывания	2	2
202	очевидным образом	2	2
203	о чем	2	2
204	а то	2	2
205	восходит к	2	2
206	однако в	4	2
207	данном рассказе	4	2
208	в нашем	6	2
209	посредством текста	2	2
210	высказывания как	3	2
211	рассказывания отмежеванная	2	2
212	двух или	3	2
213	нарративное время	3	2
214	о них	3	2
215	современной нарратологии	4	2
216	мира не	2	2
217	из этих	3	2
218	интрига не	3	2
219	создается не	2	2
220	обратиться к	2	2
221	но также	2	2
222	на фоне	2	2
223	в случае	2	2
224	вследствие этого	3	2
225	событийности в	4	2
226	нарративную интригу	2	2
227	художественного письма	7	2
228	и рецептивного	2	2
229	в свою	4	2
230	той мере	2	2
231	повествуемое событие	2	2
232	автора в	5	2
233	его смысла	2	2
234	самим актом	2	2
235	для нас	2	2
236	говоря это	2	2
237	пространство и	2	2
238	аспект нарративного	2	2
239	является событием	2	2
240	текста событийность	2	2
241	в начале	3	2
242	рассказанной истории	2	2
243	и более	3	2
244	и судии	3	2
245	фактор событийности	2	2
246	и адресата	2	2
247	присутствия в	7	2
248	по своему	2	2
249	как о	2	2
250	нарратора в	3	2
251	должна быть	2	2
252	имеем дело	3	2
253	котят и	2	2
254	особенность нарративного	2	2
255	еще не	7	2
256	в новейшей	2	2
257	человеческого опыта	6	2
258	было бы	4	2
259	по поводу	2	2
260	картины мира	5	2
261	участия в	2	2
262	отмежеванная от	2	2
263	своей природе	2	2
264	персонажей и	2	2
265	в самом	2	2
266	в центре	2	2
267	может служить	4	2
268	имеет место	4	2
269	мир это	2	2
270	текста и	3	2
271	повествования с	2	2
272	не вполне	3	2
273	читательского интереса	2	2
274	в нарративном	2	2
275	не могло	2	2
