N	2gram	Potebnia_M_2	FransuaR
1	и в	24	40
2	то есть	30	18
3	и его	2	17
4	прежде всего	7	16
5	в этом	8	15
6	не только	15	13
7	и не	19	13
8	в его	2	13
9	что в	16	12
10	вовсе не	9	12
11	как и	7	11
12	но и	9	11
13	таким образом	11	10
14	в них	5	9
15	и все	3	9
16	может быть	23	9
17	во время	4	8
18	в том	18	8
19	у него	2	8
20	все эти	2	8
21	той же	3	8
22	и на	8	8
23	но в	4	8
24	в одном	6	7
25	то же	12	7
26	в этих	3	6
27	к этому	2	6
28	же время	2	6
29	в самом	4	6
30	во всех	7	6
31	и других	2	6
32	связи с	6	6
33	в то	6	6
34	мы видим	2	5
35	в нем	9	5
36	то что	20	5
37	в связи	2	5
38	не было	6	5
39	те же	3	5
40	а не	18	5
41	и для	3	5
42	так сказать	4	5
43	для него	10	5
44	в нашем	2	4
45	и во	3	4
46	у нас	2	4
47	том что	8	4
48	до сих	4	4
49	было бы	13	4
50	в ней	3	4
51	из них	5	4
52	и потому	2	4
53	один из	2	4
54	сих пор	4	4
55	все это	2	4
56	так в	4	4
57	о том	5	4
58	того чтобы	2	4
59	и здесь	2	4
60	так как	10	4
61	в эту	3	4
62	только для	5	3
63	с его	2	3
64	всех этих	2	3
65	если бы	11	3
66	и от	3	3
67	но это	3	3
68	одна из	4	3
69	еще не	4	3
70	и есть	2	3
71	и следовательно	2	3
72	как бы	9	3
73	что и	11	3
74	вместе с	11	3
75	во все	2	3
76	так и	5	3
77	как в	10	3
78	мы чувствуем	3	3
79	по отношению	2	3
80	не может	12	3
81	а в	8	3
82	на самом	2	3
83	там где	4	3
84	мы находим	2	3
85	самом деле	2	3
86	для того	5	3
87	ко всем	2	3
88	между ними	2	3
89	и как	6	3
90	не так	3	3
91	но все	2	3
92	связь между	2	3
93	сказать что	2	3
94	между тем	6	3
95	тем что	7	3
96	при этом	13	3
97	одно из	3	3
98	они не	4	3
99	в себе	10	3
100	в другом	2	3
101	во всем	2	3
102	только в	11	3
103	связанные с	2	3
104	их в	2	3
105	в других	4	3
106	слова в	5	2
107	не менее	5	2
108	уже в	5	2
109	с в	2	2
110	в состоянии	6	2
111	хотя бы	2	2
112	с другой	6	2
113	это не	3	2
114	перехода от	2	2
115	из этих	4	2
116	с нею	2	2
117	образом в	4	2
118	что он	4	2
119	влияние на	4	2
120	мы знаем	2	2
121	все же	5	2
122	на этом	2	2
123	но не	12	2
124	все что	3	2
125	и если	4	2
126	например в	3	2
127	и той	2	2
128	думать что	3	2
129	в котором	4	2
130	слова и	3	2
131	в целом	3	2
132	в нашей	2	2
133	в языке	3	2
134	или же	7	2
135	и они	2	2
136	одной и	2	2
137	представляется нам	5	2
138	должны быть	4	2
139	и у	3	2
140	тем же	3	2
141	что для	3	2
142	рядом с	3	2
143	это самое	2	2
144	нас в	2	2
145	потому что	49	2
146	с этим	7	2
147	даже и	2	2
148	но он	2	2
149	далеко не	3	2
150	этого слова	6	2
151	как он	4	2
152	и это	2	2
153	одном из	4	2
154	в которой	5	2
155	того же	14	2
156	мы не	11	2
