N	2gram	Trubetskoy_1	Psycholo
1	то что	18	37
2	и в	23	30
3	в том	30	27
4	что в	8	24
5	и что	8	23
6	потому что	9	23
7	том что	19	21
8	для того	8	20
9	таким образом	31	20
10	того чтобы	8	20
11	как бы	10	19
12	что он	7	17
13	на то	9	17
14	если мы	4	16
15	не только	7	16
16	в самом	8	14
17	в этом	12	14
18	так же	8	13
19	то есть	2	13
20	одной стороны	2	12
21	в сущности	2	12
22	вместе с	6	12
23	с одной	3	12
24	если бы	8	11
25	может быть	16	11
26	как на	4	11
27	что мы	4	11
28	о том	7	10
29	никогда не	4	9
30	с другой	6	9
31	для этого	7	9
32	не может	17	9
33	и то	4	9
34	так как	7	9
35	с тем	2	8
36	что это	5	8
37	тому что	2	8
38	он должен	2	8
39	к тому	8	8
40	не в	8	8
41	сейчас же	3	8
42	при этом	9	8
43	того что	6	8
44	заключается в	2	8
45	самом деле	12	8
46	и это	3	8
47	этих двух	2	7
48	в нем	3	7
49	но не	2	7
50	мы можем	6	7
51	все же	13	7
52	то же	4	7
53	совершенно ясно	2	7
54	точки зрения	13	7
55	в основе	2	7
56	ясно что	8	6
57	в своем	10	6
58	мы все	2	6
59	именно в	5	6
60	как и	9	6
61	что если	3	6
62	что с	5	6
63	и если	6	6
64	совершенно не	3	6
65	и для	6	6
66	но и	9	6
67	в совершенно	3	6
68	что все	5	6
69	что оно	3	6
70	и не	8	6
71	жизни и	2	6
72	факт что	4	6
73	мы уже	4	6
74	о котором	7	6
75	как будто	5	6
76	на этом	2	6
77	только не	2	5
78	по этому	2	5
79	в целом	5	5
80	несмотря на	6	5
81	как мы	2	5
82	и потому	3	5
83	в этой	6	5
84	что они	2	5
85	еще не	5	5
86	до сих	8	5
87	было бы	3	5
88	сих пор	8	5
89	другой стороны	5	5
90	а с	4	5
91	сводится к	2	5
92	во внимание	2	5
93	в своих	2	5
94	в себе	5	5
95	но в	4	5
96	только в	6	5
97	бы в	3	5
98	в результате	9	4
99	в частности	2	4
100	от него	3	4
101	сравнению с	5	4
102	друг к	2	4
103	и все	7	4
104	этот вопрос	2	4
105	тот факт	4	4
106	прежде всего	3	4
107	у нас	3	4
108	и к	5	4
109	от того	3	4
110	в ней	3	4
111	в его	5	4
112	заключает в	2	4
113	в них	2	4
114	не есть	2	4
115	по сравнению	5	4
116	к другу	2	4
117	только что	3	4
118	а в	3	4
119	которых мы	3	4
120	из которых	4	4
121	на одном	2	4
122	мы говорили	7	4
123	в конце	4	4
124	что эта	4	4
125	в виду	2	4
126	не могут	4	3
127	и уже	2	3
128	у него	5	3
129	при таком	2	3
130	что у	2	3
131	в состоянии	4	3
132	хотя бы	4	3
133	это не	3	3
134	из этих	8	3
135	именно потому	2	3
136	к этому	5	3
137	чем больше	4	3
138	вовсе не	2	3
139	вопрос о	3	3
140	для нас	3	3
141	так что	5	3
142	это есть	4	3
143	одна из	2	3
144	в свою	2	3
145	для него	2	3
146	тот же	3	3
147	друг с	9	3
148	имеет место	2	3
149	он не	3	3
150	чем у	8	3
151	из двух	2	3
152	что и	7	3
153	данном случае	3	3
154	так и	10	3
155	что при	6	3
156	в их	4	3
157	и только	2	3
158	идет речь	8	3
159	из того	4	3
160	и сейчас	4	3
161	с другом	9	3
162	и наконец	3	3
163	тем же	2	3
164	в таком	4	3
165	по его	2	3
166	целый ряд	4	3
167	в силу	7	3
168	в психологии	3	3
169	и на	6	3
170	в данном	3	3
171	в другом	2	3
172	мы должны	4	3
173	в этих	3	3
174	в которой	5	3
175	и поэтому	2	3
176	с этой	3	2
177	говорили выше	5	2
178	ни один	3	2
179	же как	3	2
180	это может	2	2
181	связи с	4	2
182	знаем что	8	2
183	себя и	2	2
184	представить себе	2	2
185	между собой	4	2
186	давно уже	2	2
187	с этим	11	2
188	что эти	2	2
189	на первый	2	2
190	мы знаем	10	2
191	этом случае	4	2
192	а затем	2	2
193	различия между	3	2
194	и того	3	2
195	по существу	6	2
196	но все	5	2
197	и при	6	2
198	чем в	3	2
199	очевидно что	3	2
200	того же	9	2
201	должна быть	5	2
202	одного и	3	2
203	что по	3	2
204	что их	3	2
205	от друга	6	2
206	нет в	2	2
207	том чтобы	2	2
208	на том	2	2
209	о которых	6	2
210	в котором	2	2
211	тех пор	2	2
212	гораздо более	2	2
213	друг от	6	2
214	образом и	2	2
215	из них	5	2
216	во всех	10	2
217	быть и	5	2
218	до тех	2	2
219	и до	3	2
220	все это	11	2
221	отличается от	6	2
222	по отношению	9	2
223	в течение	4	2
224	одной и	2	2
225	в себя	2	2
226	с точки	8	2
227	между ними	2	2
228	принять во	2	2
229	должно быть	4	2
230	отличие от	3	2
231	в глазах	2	2
232	в которых	2	2
233	и с	5	2
234	и так	2	2
235	в нашем	3	2
236	что касается	6	2
237	во всем	3	2
238	в то	6	2
239	ту же	2	2
240	не знает	2	2
241	все то	2	2
242	если же	3	2
243	том и	2	2
244	все эти	19	2
245	из этого	6	2
246	конце концов	4	2
247	же не	3	2
248	на самом	7	2
