N	2gram	Bakhtin_Fr_3	Analitik
1	в этом	15	18
2	в частности	3	16
3	и в	40	16
4	не только	13	16
5	так и	3	15
6	как и	11	14
7	в том	8	12
8	своего рода	2	12
9	но и	11	12
10	и не	13	12
11	том что	4	12
12	как бы	3	10
13	при этом	3	10
14	а не	5	10
15	лишь в	2	9
16	и даже	4	9
17	в этой	3	9
18	то есть	18	9
19	в данном	4	8
20	в целом	2	8
21	и т.п	10	8
22	в себе	3	7
23	то что	5	7
24	особенно в	4	7
25	о том	4	7
26	а также	4	7
27	с другой	2	6
28	в самом	6	6
29	в мире	4	6
30	и на	8	6
31	может быть	9	6
32	но в	8	6
33	и к	3	5
34	данном случае	2	5
35	не менее	2	4
36	в своем	7	4
37	в конце	3	4
38	можно сказать	2	4
39	и смерти	3	4
40	у него	8	4
41	но не	2	4
42	того же	2	4
43	для него	5	4
44	в сущности	9	4
45	в один	2	4
46	по преимуществу	2	4
47	отношению к	2	4
48	во всех	6	4
49	как в	3	4
50	все это	4	4
51	как раз	5	4
52	по отношению	3	4
53	не может	3	4
54	на этом	2	4
55	и его	17	4
56	то же	7	4
57	не так	3	4
58	он в	2	4
59	точки зрения	2	4
60	только в	3	4
61	не был	2	3
62	в нашем	4	3
63	как о	2	3
64	одного из	2	3
65	прежде всего	16	3
66	или иной	2	3
67	этого слова	2	3
68	одной из	2	3
69	со смертью	2	3
70	было бы	4	3
71	и сам	2	3
72	и если	2	3
73	на его	2	3
74	той или	2	3
75	что и	3	3
76	из них	4	3
77	в первой	2	3
78	в их	4	3
79	только на	4	3
80	если бы	3	3
81	этом отношении	2	3
82	именно в	2	3
83	можно было	3	3
84	а в	3	3
85	как мы	10	3
86	тем что	3	3
87	романа в	2	3
88	в эту	4	3
89	и все	9	3
90	в состоянии	2	2
91	в одном	7	2
92	к этому	6	2
93	вовсе не	12	2
94	он был	3	2
95	отличие от	3	2
96	все что	2	2
97	же время	6	2
98	что в	12	2
99	включая и	2	2
100	при описании	2	2
101	еще не	3	2
102	о чем	2	2
103	такого рода	3	2
104	значительной степени	2	2
105	в своей	6	2
106	в таких	3	2
107	еще в	3	2
108	в котором	2	2
109	даже в	4	2
110	один из	4	2
111	в отличие	3	2
112	вместе с	3	2
113	дело не	3	2
114	жизнью и	4	2
115	таким образом	10	2
116	здесь в	4	2
117	той же	8	2
118	еще более	4	2
119	те же	5	2
120	в значительной	3	2
121	свидетельствует о	2	2
122	и для	5	2
123	роль в	4	2
124	на основе	2	2
125	и до	8	2
126	никак не	3	2
127	между тем	3	2
128	и во	4	2
129	одно из	3	2
130	он не	9	2
131	он и	7	2
132	на протяжении	3	2
133	в то	6	2
134	в его	13	2
135	в этих	6	2
136	сказать что	3	2
