N	2gram	Medvedev_F_1	Istorich
1	и в	24	24
2	что он	3	21
3	не только	7	21
4	и т	12	17
5	т е	34	16
6	т д	8	16
7	может быть	14	14
8	не может	16	14
9	что в	4	13
10	как в	8	12
11	в этом	15	12
12	и здесь	6	12
13	но и	7	11
14	это не	2	10
15	а в	6	10
16	и что	2	10
17	с другой	5	9
18	не в	8	9
19	все же	3	9
20	еще не	6	8
21	что и	2	8
22	все это	9	8
23	то же	10	8
24	а не	10	8
25	один из	3	7
26	в том	6	7
27	мы видели	2	7
28	одна из	2	7
29	во всех	5	7
30	то что	8	7
31	вместе с	2	7
32	таким образом	13	7
33	всех этих	3	6
34	с этой	4	6
35	как и	11	6
36	так же	4	6
37	но не	3	6
38	мы увидим	4	6
39	в нем	14	6
40	он не	3	6
41	и все	6	6
42	того что	5	6
43	только в	2	6
44	не менее	11	5
45	одной стороны	4	5
46	отношение к	3	5
47	так и	18	5
48	с одной	4	5
49	с ним	2	5
50	ничего не	2	5
51	но в	5	5
52	никогда не	4	4
53	вовсе не	10	4
54	по существу	2	4
55	но все	2	4
56	при этом	5	4
57	одной из	2	4
58	же как	2	4
59	как бы	6	4
60	в их	11	4
61	и не	20	4
62	мы не	3	4
63	точки зрения	16	4
64	еще одна	2	3
65	с его	4	3
66	в другой	2	3
67	в них	3	3
68	вступает в	2	3
69	если он	3	3
70	вопрос о	2	3
71	в различных	2	3
72	но есть	2	3
73	и если	2	3
74	том чтобы	2	3
75	его в	3	3
76	когда он	3	3
77	сих пор	6	3
78	задачи и	4	3
79	как мы	5	3
80	эта связь	2	3
81	должны быть	5	3
82	и наконец	3	3
83	и даже	3	3
84	и его	10	3
85	но это	3	3
86	связи с	3	3
87	думать что	3	2
88	и от	7	2
89	прежде всего	22	2
90	в литературе	5	2
91	не можем	2	2
92	стороны и	4	2
93	и ее	10	2
94	в то	9	2
95	все в	2	2
96	ни в	2	2
97	в ее	8	2
98	нас не	2	2
99	так например	3	2
100	она не	6	2
101	было бы	6	2
102	в действительности	2	2
103	не от	2	2
104	на его	2	2
105	в самом	5	2
106	но для	3	2
107	к ней	2	2
108	в основном	3	2
109	и др	5	2
110	от всех	3	2
111	на него	2	2
112	со стороны	5	2
113	отличается от	3	2
114	не по	3	2
115	здесь не	3	2
116	в связи	4	2
117	уже не	2	2
118	в особенности	3	2
119	но эта	2	2
120	что такое	2	2
121	не так	2	2
122	в которой	4	2
123	друг друга	4	2
124	как это	6	2
125	его не	2	2
126	связи со	3	2
127	ничем не	3	2
128	в основе	3	2
129	он в	2	2
130	с этим	2	2
131	и на	8	2
132	они не	3	2
133	во всем	2	2
134	только на	5	2
135	все эти	6	2
136	и это	2	2
137	конечно не	4	2
138	их на	2	2
139	до сих	6	2
