N	2gram	Vygotskiy__1	PoTuStor
1	может быть	22	17
2	и в	31	16
3	прежде всего	4	9
4	таким образом	20	9
5	в этом	12	9
6	мы можем	4	9
7	и только	3	9
8	совершенно не	5	8
9	и его	7	8
10	и с	2	8
11	точки зрения	15	8
12	не может	17	8
13	сказать что	7	7
14	не только	13	7
15	и это	3	6
16	и к	3	6
17	с точки	2	6
18	самом деле	9	6
19	при этом	19	6
20	отношение к	2	5
21	что такое	2	5
22	в чем	2	5
23	ни в	9	5
24	нуждается в	3	5
25	как бы	5	5
26	в него	2	5
27	в нем	2	4
28	и их	2	4
29	отнюдь не	6	4
30	но и	2	4
31	так и	3	4
32	все это	8	4
33	и все	5	4
34	мысли и	2	4
35	так как	18	4
36	и не	16	4
37	на самом	2	4
38	а потому	3	4
39	как мы	2	4
40	но мы	3	4
41	и даже	6	4
42	в этой	3	4
43	художественного творчества	6	4
44	все что	3	4
45	и может	2	4
46	только в	14	4
47	его в	2	4
48	для всех	4	4
49	но в	3	4
50	в его	6	4
51	и теперь	2	3
52	мы знаем	3	3
53	в этих	4	3
54	что в	23	3
55	жизни и	3	3
56	и есть	5	3
57	могут быть	11	3
58	вместе с	8	3
59	сих пор	3	3
60	в одном	2	3
61	этом смысле	2	3
62	те же	4	3
63	и вот	3	3
64	в том	30	3
65	а в	6	3
66	том что	16	3
67	и как	2	3
68	то что	32	3
69	их в	2	3
70	в основе	2	3
71	и художественного	2	3
72	только на	3	3
73	тех же	2	3
74	как это	4	3
75	в области	11	3
76	во всяком	8	3
77	в конечном	3	3
78	и потому	2	3
79	до сих	3	3
80	всяком случае	6	3
81	не существует	2	2
82	не менее	2	2
83	один из	4	2
84	не могут	3	2
85	что и	13	2
86	не есть	3	2
87	же как	4	2
88	не будет	3	2
89	конечном счете	3	2
90	в частности	3	2
91	никогда не	8	2
92	в них	2	2
93	если мы	12	2
94	того же	2	2
95	с этой	4	2
96	и так	4	2
97	из этих	6	2
98	и таким	2	2
99	с этим	3	2
100	в жизни	2	2
101	то же	5	2
102	что оно	3	2
103	к этому	4	2
104	таким путем	2	2
105	и других	3	2
106	что он	7	2
107	мы не	12	2
108	этой теории	6	2
109	на два	2	2
110	что на	3	2
111	что мы	8	2
112	у него	4	2
113	в науке	2	2
114	и по	3	2
115	и для	5	2
116	в область	2	2
117	для нас	5	2
118	как и	16	2
119	на основе	2	2
120	мы видим	5	2
121	так же	12	2
122	но это	3	2
123	есть в	7	2
124	совсем не	3	2
125	он не	3	2
126	чувства и	2	2
127	в каком	2	2
128	всех других	2	2
129	не можем	3	2
130	ту же	2	2
131	было бы	6	2
132	со всеми	4	2
133	что это	6	2
134	все то	3	2
135	о том	7	2
136	в самом	11	2
137	но как	2	2
138	в своей	3	2
139	только то	2	2
140	и о	4	2
141	к другим	2	2
142	с ним	2	2
143	к ним	2	2
144	себя и	2	2
