N	2gram	Tiupa_Disk_2	Istorich
1	и в	16	25
2	что он	2	22
3	вместе с	2	22
4	может быть	16	17
5	мы имеем	2	14
6	не только	10	13
7	но и	11	13
8	в его	3	12
9	и не	15	11
10	уже не	3	11
11	все же	6	10
12	в этом	16	10
13	с другой	5	9
14	его в	3	9
15	и его	3	9
16	героя в	5	9
17	что в	5	8
18	том что	10	8
19	еще не	6	8
20	другой стороны	2	8
21	все эти	3	8
22	и на	5	8
23	в частности	12	7
24	в качестве	16	7
25	как и	16	7
26	но это	3	7
27	то что	5	7
28	этом случае	2	7
29	одной стороны	4	7
30	в нем	7	7
31	с одной	4	7
32	потому что	4	7
33	представляет собой	11	7
34	только в	3	7
35	о том	4	7
36	в этих	3	6
37	это не	3	6
38	прежде всего	7	6
39	что и	2	6
40	себя в	6	6
41	как в	8	6
42	не может	9	6
43	не в	3	6
44	могут быть	3	6
45	в том	8	6
46	живет в	2	5
47	но не	7	5
48	например в	3	5
49	в ней	2	5
50	входит в	2	5
51	не менее	7	4
52	в пределах	4	4
53	же как	2	4
54	все это	2	4
55	то же	6	4
56	он не	3	4
57	и это	2	4
58	никогда не	2	3
59	и как	3	3
60	и все	3	3
61	в целом	2	3
62	в этой	4	3
63	в то	5	3
64	в себя	2	3
65	но уже	2	3
66	а в	2	3
67	в данном	7	3
68	их в	2	3
69	и с	2	3
70	человека в	4	3
71	в русской	3	3
72	перед нами	3	2
73	а сам	2	2
74	к этому	4	2
75	можно сказать	3	2
76	такой же	2	2
77	того же	2	2
78	в формах	2	2
79	а герой	2	2
80	жизни и	3	2
81	как бы	4	2
82	из двух	3	2
83	еще в	3	2
84	в своей	6	2
85	отношению к	4	2
86	время в	2	2
87	с ней	2	2
88	данном случае	6	2
89	со стороны	10	2
90	в наше	2	2
91	по отношению	4	2
92	и для	2	2
93	а не	14	2
94	роль в	4	2
95	точки зрения	4	2
96	к его	4	2
97	из них	3	2
98	в свое	2	2
99	о чем	2	2
