N	2gram	Tiupa_Anal_2	Istorich
1	и в	16	22
2	мы имеем	3	19
3	в этом	18	17
4	т е	2	16
5	что в	2	15
6	не только	16	14
7	но и	12	12
8	и не	12	12
9	может быть	6	11
10	в этих	2	11
11	или в	3	11
12	попадает в	3	11
13	еще не	2	10
14	таким образом	2	10
15	но в	6	10
16	что и	3	9
17	вместе с	2	9
18	в том	12	9
19	не знаю	2	8
20	том что	12	8
21	как мы	3	8
22	другой стороны	2	7
23	с другой	6	7
24	к этому	2	7
25	но не	4	7
26	то что	7	7
27	из них	3	7
28	уже не	4	7
29	этих случаях	2	7
30	а в	3	6
31	то же	4	6
32	а не	10	6
33	ничего не	9	6
34	если бы	3	6
35	не менее	4	5
36	в частности	16	5
37	тем не	3	5
38	так что	3	5
39	один из	2	5
40	этом случае	4	5
41	что она	2	5
42	он не	2	5
43	того что	2	5
44	могут быть	10	5
45	в этой	9	5
46	на смену	3	4
47	как это	6	4
48	не в	4	4
49	в пределах	9	4
50	только в	4	4
51	на этом	4	4
52	она не	2	4
53	что на	3	4
54	и его	4	4
55	и на	6	4
56	в данном	8	4
57	не может	4	4
58	тем что	3	4
59	представляют собой	2	4
60	состоит в	8	3
61	превращается в	2	3
62	о себе	2	3
63	и все	3	3
64	прежде всего	3	3
65	к тому	7	3
66	и к	5	3
67	а затем	2	3
68	как и	14	3
69	представляет собой	8	3
70	особого рода	2	3
71	все что	2	3
72	у него	4	3
73	было бы	3	3
74	на его	3	3
75	в его	2	3
76	никогда не	3	3
77	в целом	8	3
78	данном случае	5	3
79	со стороны	3	3
80	так же	2	3
81	с ними	3	3
82	сказать что	2	3
83	вступает в	2	3
84	он и	2	3
85	о том	7	3
86	его в	2	3
87	только не	4	2
88	в сторону	5	2
89	ты не	2	2
90	в одном	2	2
91	вовсе не	2	2
92	можно сказать	4	2
93	тому же	4	2
94	с одной	5	2
95	как в	4	2
96	при этом	10	2
97	в качестве	11	2
98	на себя	5	2
99	одной стороны	4	2
100	он по	2	2
101	одного из	3	2
102	не мог	3	2
103	хотя и	4	2
104	и он	2	2
105	в котором	2	2
106	для нее	2	2
107	даже в	2	2
108	не имеет	2	2
109	не с	4	2
110	отношению к	4	2
111	так и	15	2
112	только на	3	2
113	по отношению	4	2
114	в своем	4	2
115	той же	2	2
116	еще более	2	2
117	и даже	9	2
118	и для	2	2
119	роль в	2	2
120	а то	2	2
121	и то	3	2
122	между тем	2	2
123	точки зрения	4	2
124	в то	2	2
125	как будто	3	2
126	как правило	4	2
127	а также	7	2
128	же не	2	2
129	случае в	3	2
