N	2gram	Propp_Isto_1	Komedia
1	и в	28	22
2	т е	10	13
3	том что	7	12
4	в том	9	11
5	но и	10	11
6	не только	12	10
7	из них	3	10
8	в то	3	10
9	как и	4	9
10	и т	25	9
11	может быть	25	9
12	в одном	5	8
13	таким образом	8	8
14	должны были	2	8
15	и не	9	8
16	и его	3	8
17	о том	9	8
18	в этой	6	7
19	что в	12	6
20	что он	10	6
21	к тому	6	6
22	и по	3	6
23	то же	12	6
24	не в	9	6
25	а в	7	6
26	с другой	6	5
27	во время	3	5
28	прежде всего	10	5
29	при этом	3	5
30	в его	5	5
31	еще в	2	5
32	один из	4	5
33	так и	9	5
34	как в	2	5
35	все это	4	5
36	другой стороны	5	5
37	то время	3	5
38	и даже	4	5
39	потому что	4	5
40	между тем	2	5
41	именно в	3	4
42	в их	3	4
43	к этому	2	4
44	ясно что	2	4
45	как мы	3	4
46	в другом	3	4
47	что они	5	4
48	в качестве	5	4
49	в котором	3	4
50	в нем	2	4
51	что и	6	4
52	на него	4	4
53	так в	4	4
54	т д	22	4
55	тем что	3	4
56	и вот	2	4
57	время как	3	4
58	так как	6	4
59	но в	8	4
60	же как	2	3
61	не менее	6	3
62	однако в	2	3
63	в образе	3	3
64	вопрос о	5	3
65	на то	4	3
66	в тех	2	3
67	и как	2	3
68	здесь в	2	3
69	тот же	2	3
70	одной стороны	4	3
71	одной из	2	3
72	в начале	3	3
73	в частности	2	3
74	он не	2	3
75	даже в	4	3
76	все же	10	3
77	отношению к	3	3
78	в целом	2	3
79	всего в	2	3
80	так же	7	3
81	по отношению	3	3
82	того как	3	3
83	с одной	4	3
84	там же	2	3
85	здесь мы	7	3
86	мы не	10	3
87	как раз	2	3
88	и на	4	3
89	в этом	8	3
90	и с	4	3
91	в виде	2	3
92	могут быть	4	3
93	только в	11	3
94	как правило	4	3
95	его в	6	3
96	как это	3	3
97	ничего не	2	3
98	к которому	5	3
99	и здесь	7	2
100	в рамках	2	2
101	ни было	2	2
102	еще и	2	2
103	для всех	2	2
104	связанные с	2	2
105	меньшей мере	2	2
106	то ни	2	2
107	столь же	2	2
108	а сам	2	2
109	к сожалению	3	2
110	вовсе не	2	2
111	указывает на	2	2
112	тем не	6	2
113	мы знаем	4	2
114	мы видели	2	2
115	из всех	2	2
116	одна из	2	2
117	на этом	3	2
118	но не	5	2
119	именно на	2	2
120	источником для	2	2
121	до сих	5	2
122	еще не	7	2
123	было бы	7	2
124	в действительности	2	2
125	в доме	2	2
126	большей частью	2	2
127	относится к	2	2
128	ни одной	2	2
129	и тем	2	2
130	то что	9	2
131	бы то	2	2
132	наряду с	3	2
133	восходят к	5	2
134	вместе с	6	2
135	ее в	5	2
136	со стороны	2	2
137	или менее	5	2
138	вслед за	6	2
139	находится в	4	2
140	даже не	2	2
141	то и	2	2
142	для этого	3	2
143	не может	15	2
144	видно из	2	2
145	в форме	3	2
146	из которых	3	2
147	в силу	5	2
148	право на	2	2
149	или в	5	2
150	в древней	2	2
151	нас в	2	2
152	почти не	3	2
153	но это	4	2
154	это время	2	2
155	в себе	2	2
156	по своей	2	2
157	как будто	4	2
158	же самое	3	2
159	будто бы	3	2
160	отличие от	2	2
161	в области	2	2
162	вывод что	2	2
163	сих пор	5	2
