N	2gram	Vygotskiy__4	Istorich
1	и в	33	28
2	может быть	22	25
3	и т	6	25
4	т д	2	22
5	не может	10	15
6	а не	6	15
7	никогда не	5	14
8	для нас	7	13
9	мы должны	6	13
10	мы имеем	2	13
11	что в	21	12
12	то же	9	12
13	не только	7	12
14	мы видим	6	11
15	только в	4	11
16	что он	20	10
17	все же	5	10
18	мы увидим	2	10
19	прежде всего	2	10
20	но и	3	10
21	мы не	5	10
22	и что	25	10
23	видим что	2	9
24	в том	21	9
25	о том	20	9
26	то что	44	9
27	и не	13	9
28	не в	2	9
29	так и	3	9
30	что это	13	8
31	если бы	10	8
32	таким образом	13	8
33	в этом	28	8
34	но в	2	8
35	это не	6	7
36	том что	22	7
37	здесь мы	3	7
38	было бы	12	7
39	в ней	6	7
40	а в	4	7
41	этот вопрос	4	7
42	так же	13	7
43	и здесь	3	7
44	что мы	6	7
45	с другой	2	6
46	к тому	12	6
47	о смерти	5	6
48	так например	4	6
49	вслед за	3	6
50	что и	3	6
51	когда он	7	6
52	в этой	9	6
53	его в	3	6
54	так как	12	6
55	вместе с	8	6
56	мы будем	5	5
57	в одном	3	5
58	вопрос о	2	5
59	по существу	2	5
60	что они	6	5
61	но не	3	5
62	до сих	3	5
63	например в	3	5
64	что она	10	5
65	ее в	4	5
66	сих пор	3	5
67	другой стороны	2	5
68	в своем	7	5
69	можно было	4	5
70	увидим что	3	5
71	их в	3	5
72	сказать что	13	5
73	в его	10	5
74	все это	13	4
75	с тем	4	4
76	связи с	2	4
77	в пределах	3	4
78	на то	10	4
79	об этом	4	4
80	так что	7	4
81	но все	2	4
82	представляет собой	2	4
83	одной стороны	3	4
84	друг с	4	4
85	даже в	2	4
86	один из	2	4
87	на него	4	4
88	связь с	5	4
89	с этим	5	4
90	с одной	3	4
91	как и	5	4
92	того что	4	4
93	хотя бы	2	4
94	и для	3	4
95	и с	2	4
96	и на	5	4
97	потому что	24	4
98	в основе	3	4
99	как будто	8	4
100	все эти	6	4
101	не все	2	4
102	не то	4	4
103	мы знаем	2	4
104	ход действия	3	3
105	я не	4	3
106	в какой	5	3
107	во время	6	3
108	точно так	3	3
109	перед нами	6	3
110	по себе	9	3
111	и эти	2	3
112	именно в	2	3
113	этот материал	4	3
114	для этого	8	3
115	на этом	3	3
116	при этом	2	3
117	то время	2	3
118	не можем	3	3
119	в котором	2	3
120	то это	3	3
121	из них	4	3
122	ли он	2	3
123	в их	2	3
124	и его	5	3
125	не просто	4	3
126	если мы	12	3
127	как мы	4	3
128	из которых	3	3
129	и он	3	3
130	есть только	2	3
131	же самое	6	3
132	как это	14	3
133	действия и	2	3
134	время как	2	3
135	надо сказать	3	3
136	также и	2	3
137	тем что	3	3
138	должен был	3	3
139	в руки	2	3
140	во всем	2	3
141	в то	3	3
142	с другом	4	3
143	могли бы	2	3
144	дело с	3	2
145	а с	2	2
146	самого начала	5	2
147	по ходу	2	2
148	всех этих	3	2
149	это время	2	2
150	заключить что	2	2
151	в частности	4	2
152	к этому	4	2
153	нисколько не	5	2
154	бы мы	3	2
155	материала и	2	2
156	его и	2	2
157	что сюжет	2	2
158	столь же	2	2
159	и от	2	2
160	мы получим	3	2
161	и потому	2	2
162	была бы	2	2
163	вовсе не	5	2
164	ясно что	5	2
165	в такой	2	2
166	но мы	2	2
167	том чтобы	4	2
168	здесь в	3	2
169	в круг	2	2
170	в тех	2	2
171	в ее	2	2
172	с самого	5	2
173	и как	5	2
174	так чтобы	2	2
175	одна из	4	2
176	тот же	3	2
177	в действительности	2	2
178	и мы	15	2
179	и если	9	2
180	что не	4	2
181	мы в	3	2
182	никто не	4	2
183	за то	3	2
184	большей частью	2	2
185	с ним	5	2
186	не по	2	2
187	же как	3	2
188	так если	2	2
189	и когда	2	2
190	но если	3	2
191	как бы	25	2
192	о нем	4	2
193	к делу	3	2
194	ни одной	3	2
195	однако не	2	2
196	был бы	3	2
197	точка зрения	2	2
198	в нем	7	2
199	это было	4	2
200	говорит о	4	2
201	с той	2	2
202	себя в	4	2
203	бы то	2	2
204	в целом	5	2
205	во всех	2	2
206	в русской	2	2
207	конечно не	3	2
208	указывает на	3	2
209	сделать это	3	2
210	со стороны	2	2
211	как в	3	2
212	даже не	2	2
213	во всей	3	2
214	как раз	9	2
215	не на	2	2
216	и только	7	2
217	от этих	4	2
218	он не	11	2
219	в виде	3	2
220	эта композиция	2	2
221	и вот	6	2
222	и другое	2	2
223	что царь	2	2
224	она дает	2	2
225	на этот	3	2
226	должно быть	3	2
227	и она	2	2
228	самое что	2	2
229	ничего не	2	2
230	от этого	3	2
231	в себе	6	2
232	объяснит нам	3	2
233	что если	3	2
234	как он	5	2
235	при помощи	4	2
236	из этого	5	2
237	мы сейчас	2	2
238	на нее	2	2
239	когда мы	6	2
240	только с	2	2
241	что этот	3	2
242	том как	3	2
