N	2gram	Propp_Isto_3	Psycholo
1	то что	7	44
2	и в	22	33
3	в этом	17	28
4	и что	2	25
5	все время	2	24
6	потому что	3	24
7	может быть	11	22
8	том что	8	22
9	что в	15	21
10	в том	9	21
11	о том	3	20
12	что он	9	20
13	как это	4	14
14	таким образом	10	13
15	и не	12	13
16	так же	3	13
17	сказать что	3	13
18	к тому	3	12
19	и все	3	12
20	так как	7	12
21	было бы	3	12
22	он не	5	11
23	что она	5	10
24	не может	4	10
25	в его	3	10
26	если бы	6	10
27	в этой	5	9
28	то же	6	9
29	вместе с	9	8
30	как будто	2	8
31	в своем	2	7
32	для нас	4	7
33	так что	5	7
34	в нем	9	7
35	не только	14	7
36	это не	6	6
37	что они	8	6
38	в ней	2	6
39	и т	16	6
40	после этого	2	6
41	все эти	4	6
42	и вот	2	6
43	но он	4	6
44	точки зрения	2	6
45	во время	6	6
46	у него	3	6
47	мы видим	8	6
48	мы должны	7	6
49	на самом	2	6
50	а не	6	6
51	никогда не	3	5
52	и как	3	5
53	в целом	3	5
54	целый ряд	3	5
55	и на	4	5
56	вовсе не	2	5
57	мы можем	6	5
58	с этим	8	5
59	связь с	6	5
60	как и	3	5
61	мы уже	6	5
62	и его	4	5
63	все же	5	5
64	и это	2	5
65	я не	3	4
66	и есть	2	4
67	в частности	5	4
68	что у	3	4
69	совершенно не	2	4
70	и уже	2	4
71	из них	7	4
72	жизни и	2	4
73	а в	6	4
74	того что	5	4
75	знаем что	2	4
76	при помощи	3	4
77	с тем	2	4
78	и так	2	4
79	в жизни	2	4
80	к этому	7	4
81	у нас	4	4
82	одна из	2	4
83	никто не	2	4
84	и о	2	4
85	ее в	3	4
86	как мы	8	4
87	что не	2	4
88	той же	2	4
89	этот вопрос	2	4
90	только в	4	4
91	же как	2	3
92	с одной	2	3
93	в сторону	2	3
94	в самых	2	3
95	точно так	2	3
96	и говорит	9	3
97	он все	3	3
98	ни в	2	3
99	тому же	2	3
100	на этом	4	3
101	в пределах	4	3
102	одной стороны	2	3
103	например в	2	3
104	всяком случае	2	3
105	то это	2	3
106	но и	12	3
107	не было	2	3
108	здесь мы	5	3
109	он видит	3	3
110	в которых	2	3
111	их в	3	3
112	уже знаем	2	3
113	и здесь	7	3
114	в то	2	3
115	во все	2	3
116	его в	3	3
117	всех этих	2	3
118	должен был	3	3
119	в одном	2	3
120	но не	7	3
121	означало бы	2	3
122	ли это	2	3
123	до сих	5	3
124	она не	4	3
125	что и	9	3
126	сих пор	5	3
127	так и	2	3
128	как в	2	3
129	да и	2	3
130	на кладбище	2	3
131	дело с	2	3
132	и он	2	3
133	и для	2	3
134	из этой	2	3
135	во всяком	2	3
136	тем что	4	3
137	в виде	2	3
138	далеко не	3	3
139	как только	2	2
140	это делает	2	2
141	его и	4	2
142	с другой	7	2
143	в одной	3	2
144	и от	3	2
145	из этих	3	2
146	на все	2	2
147	прежде всего	3	2
148	вопрос о	2	2
149	уже с	3	2
150	в тех	2	2
151	мы знаем	2	2
152	в нее	2	2
153	но все	2	2
154	такой же	2	2
155	всю жизнь	2	2
156	при этом	2	2
157	себе и	2	2
158	в котором	2	2
159	один из	5	2
160	другой стороны	7	2
161	т д	15	2
162	на одной	2	2
163	образом в	2	2
164	не имеет	2	2
165	есть только	2	2
166	его не	3	2
167	время как	2	2
168	о ней	2	2
169	можно найти	4	2
170	и с	4	2
171	не в	4	2
172	мы сейчас	2	2
173	и потому	2	2
174	на нее	3	2
175	мы имеем	19	2
176	но в	10	2
177	только не	2	2
178	в них	6	2
179	когда его	2	2
180	если он	2	2
181	и к	3	2
182	видим что	4	2
183	и эти	3	2
184	представляет собой	3	2
185	показывает нам	2	2
186	можно сказать	2	2
187	мы увидим	3	2
188	должно было	2	2
189	даже в	2	2
190	мать и	2	2
191	не все	6	2
192	несколько дней	2	2
193	со стороны	3	2
194	даже не	2	2
195	перейти к	2	2
196	то время	2	2
197	и она	3	2
198	никому не	2	2
199	и то	2	2
200	и ее	3	2
201	связи с	6	2
202	в русской	3	2
203	ничего не	6	2
