N	2gram	Bakhtin_Fr_7	Problema
1	и в	41	44
2	вовсе не	7	37
3	и не	7	35
4	не есть	2	35
5	то есть	20	34
6	может быть	4	28
7	потому что	5	25
8	не просто	2	23
9	то что	8	23
10	в том	11	21
11	только в	6	19
12	а не	2	18
13	в этом	15	17
14	также и	2	16
15	не только	5	14
16	и то	2	14
17	не в	9	13
18	то же	13	13
19	но в	8	12
20	том что	4	12
21	но и	9	10
22	в виду	4	10
23	как и	14	10
24	так и	10	10
25	это не	6	9
26	и от	8	9
27	в нем	7	9
28	не имеет	3	9
29	и с	4	9
30	как бы	7	9
31	так как	3	9
32	что он	3	9
33	в то	10	9
34	в его	12	9
35	что и	5	9
36	как нечто	2	9
37	в данном	2	9
38	во всяком	2	9
39	и это	5	9
40	таким образом	19	9
41	перед нами	2	8
42	что в	9	8
43	ни в	6	8
44	того что	2	8
45	но это	3	8
46	было бы	4	8
47	он не	4	8
48	как мы	11	8
49	в себе	11	8
50	не может	3	7
51	в связи	2	7
52	уже не	2	7
53	все эти	13	7
54	здесь только	2	7
55	с ним	2	7
56	и потому	3	7
57	на самом	2	7
58	мы не	2	7
59	никогда не	2	6
60	другими словами	2	6
61	жизни и	3	6
62	и к	5	6
63	о том	6	6
64	не было	3	5
65	в конце	8	5
66	а только	2	5
67	нас не	2	5
68	как о	3	5
69	и есть	3	5
70	хотя и	4	5
71	в ней	5	5
72	все это	10	5
73	в своем	9	5
74	а в	5	5
75	точки зрения	5	5
76	и здесь	4	5
77	есть не	2	5
78	еще не	2	5
79	в своей	3	5
80	как в	5	5
81	так же	5	5
82	только на	2	5
83	тем самым	3	5
84	и его	9	5
85	при этом	3	4
86	мы уже	12	4
87	мы в	2	4
88	а также	2	4
89	в чем	2	4
90	или в	2	4
91	можно было	3	4
92	нас в	3	4
93	тем что	3	4
94	дело в	2	4
95	уже в	5	3
96	и другие	3	3
97	что это	4	3
98	что у	3	3
99	прежде всего	11	3
100	есть то	2	3
101	к тому	2	3
102	ни было	2	3
103	и как	2	3
104	но все	4	3
105	в этой	13	3
106	для него	6	3
107	кроме того	3	3
108	здесь и	2	3
109	вся эта	2	3
110	в которых	2	3
111	может иметь	2	3
112	его в	3	3
113	конце концов	4	3
114	же в	2	3
115	в качестве	9	3
116	одно и	2	3
117	в заключение	2	3
118	его как	2	3
119	во всей	2	3
120	и все	14	3
121	в той	3	3
122	и ее	2	3
123	есть в	6	3
124	ничего не	4	3
125	именно в	2	2
126	в этих	2	2
127	все они	6	2
128	в отношении	3	2
129	того же	3	2
130	никто не	10	2
131	что все	2	2
132	совсем не	3	2
133	ii гл	3	2
134	с ее	3	2
135	из них	3	2
136	и до	6	2
137	образом и	2	2
138	в их	3	2
139	и по	3	2
140	в результате	2	2
141	с этим	2	2
142	мы сейчас	2	2
143	бы в	2	2
144	мы имеем	2	2
145	том как	2	2
146	поэтому и	3	2
147	это в	3	2
148	и во	2	2
149	и образ	2	2
150	по существу	8	2
151	мы видели	5	2
152	по своему	2	2
153	есть и	3	2
154	но именно	3	2
155	и может	2	2
156	во всех	3	2
157	дело не	2	2
158	он только	2	2
159	в процессе	2	2
160	вместе с	5	2
161	к самому	2	2
162	жизнь и	2	2
163	и сама	2	2
164	из которых	2	2
165	и у	5	2
166	и для	5	2
167	с точки	3	2
168	и всегда	2	2
169	у них	2	2
170	ничем не	3	2
171	в которой	2	2
172	это было	2	2
