N	2gram	Vygotskiy__4	Istorich
1	и в	20	28
2	может быть	12	25
3	не может	6	15
4	а не	7	15
5	никогда не	5	14
6	для нас	4	13
7	мы должны	11	13
8	мы имеем	2	13
9	что в	19	12
10	то же	16	12
11	не только	15	12
12	мы видим	10	11
13	только в	10	11
14	что он	6	10
15	все же	5	10
16	прежде всего	2	10
17	но и	9	10
18	и что	8	10
19	видим что	2	9
20	в том	42	9
21	о том	5	9
22	то что	15	9
23	и не	8	9
24	не в	4	9
25	так и	5	9
26	что это	2	8
27	если бы	5	8
28	таким образом	25	8
29	в этом	24	8
30	но в	3	8
31	в этих	3	7
32	это не	5	7
33	том что	35	7
34	здесь мы	2	7
35	еще не	2	7
36	было бы	8	7
37	в ней	2	7
38	а в	2	7
39	так же	11	7
40	и здесь	2	7
41	что мы	7	7
42	с другой	12	6
43	не менее	3	6
44	к тому	6	6
45	вслед за	2	6
46	что и	9	6
47	когда он	3	6
48	в этой	3	6
49	его в	6	6
50	так как	10	6
51	вместе с	8	6
52	мы будем	2	5
53	должна быть	2	5
54	не знает	2	5
55	по существу	3	5
56	в силу	6	5
57	что они	14	5
58	что здесь	2	5
59	но не	3	5
60	в качестве	21	5
61	другой стороны	9	5
62	в своем	4	5
63	можно было	6	5
64	увидим что	5	5
65	на основе	10	5
66	их в	2	5
67	сказать что	6	5
68	в его	11	5
69	на более	2	5
70	к которому	3	5
71	с тем	6	4
72	связи с	3	4
73	и другие	9	4
74	между собой	5	4
75	раньше чем	5	4
76	на то	5	4
77	так что	3	4
78	представляет собой	3	4
79	одной стороны	9	4
80	друг с	7	4
81	установить что	2	4
82	даже в	2	4
83	один из	3	4
84	другими словами	2	4
85	в связи	3	4
86	с этим	5	4
87	с одной	9	4
88	как и	9	4
89	того что	10	4
90	и для	4	4
91	и с	4	4
92	и на	6	4
93	потому что	12	4
94	в основе	17	4
95	могут быть	7	4
96	они не	2	4
97	все эти	5	4
98	здесь не	2	4
99	видели что	2	3
100	в какой	3	3
101	точно так	3	3
102	перед нами	5	3
103	показывает что	2	3
104	очень часто	2	3
105	на котором	2	3
106	именно в	3	3
107	в начале	2	3
108	на этом	3	3
109	при этом	12	3
110	этого вопроса	2	3
111	наряду с	3	3
112	не совсем	2	3
113	из них	4	3
114	в современной	2	3
115	того как	2	3
116	в их	12	3
117	и тогда	2	3
118	связь между	2	3
119	и его	5	3
120	ключ к	4	3
121	не просто	2	3
122	если мы	10	3
123	как мы	13	3
124	и он	2	3
125	же самое	7	3
126	этого явления	3	3
127	как это	9	3
128	которые могут	2	3
129	также и	2	3
130	тем что	7	3
131	во всем	3	3
132	с другом	7	3
133	могли бы	9	3
134	же не	2	3
135	возникает из	2	2
136	но они	2	2
137	а с	2	2
138	не могут	3	2
139	отличие от	2	2
140	по мере	4	2
141	в частности	5	2
142	к этому	4	2
143	нисколько не	2	2
144	развития как	3	2
145	не означает	3	2
146	столь же	3	2
147	но так	2	2
148	и от	3	2
149	между ними	4	2
150	ясно что	2	2
151	как уже	4	2
152	том чтобы	2	2
153	это значение	3	2
154	а затем	2	2
155	мы видели	6	2
156	и как	9	2
157	зависимости от	2	2
158	по своей	6	2
159	для него	2	2
160	тот же	9	2
161	и тот	7	2
162	в действительности	5	2
163	в данной	2	2
164	для объяснения	2	2
165	одной из	3	2
166	мы в	2	2
167	составные части	3	2
168	на первый	4	2
169	что такое	5	2
170	не по	2	2
171	же как	6	2
172	и когда	3	2
173	как бы	7	2
174	как оно	2	2
175	и тем	8	2
176	в нем	2	2
177	момент когда	2	2
178	не есть	2	2
179	с той	2	2
180	себя в	3	2
181	в целом	11	2
182	по смыслу	3	2
183	образов и	2	2
184	указывает на	2	2
185	со стороны	3	2
186	как в	5	2
187	во всей	4	2
188	это положение	5	2
189	в отличие	2	2
190	и только	4	2
191	в виде	3	2
192	приводит к	3	2
193	а только	3	2
194	на этот	3	2
195	одним из	2	2
196	должно быть	3	2
197	во многих	2	2
198	нас в	3	2
199	между тем	9	2
200	в себе	10	2
201	бы в	3	2
202	один и	7	2
203	что если	2	2
204	как он	4	2
205	которые в	4	2
206	рассматривать как	2	2
207	и между	6	2
208	мы постараемся	2	2
209	когда мы	2	2
210	в области	4	2
211	оно может	3	2
212	тогда когда	8	2
213	что этот	2	2
