N	2gram	Voloshinov_1	Istorich
1	и в	38	26
2	так как	7	18
3	мы имеем	2	14
4	никогда не	7	13
5	потому что	5	13
6	таким образом	7	12
7	в том	2	12
8	и на	6	12
9	в этом	10	12
10	связь с	2	11
11	мы видели	5	11
12	может быть	13	11
13	том что	3	10
14	и не	14	10
15	не только	27	10
16	что он	2	9
17	еще не	3	9
18	но и	13	9
19	в нем	4	8
20	все же	7	8
21	вместе с	5	8
22	все эти	2	8
23	и это	7	8
24	с ним	2	8
25	уже не	4	7
26	мы можем	7	7
27	и его	7	7
28	о том	4	7
29	но в	5	7
30	этом случае	3	6
31	с появлением	4	6
32	то что	8	6
33	мы уже	10	6
34	как в	2	6
35	не может	12	6
36	и с	5	6
37	мы не	9	6
38	же мы	5	5
39	чаще всего	3	5
40	у нас	4	5
41	как и	10	5
42	мы видим	3	5
43	связаны с	4	5
44	в ней	8	5
45	в его	6	5
46	не будет	3	5
47	так и	6	5
48	то же	14	5
49	как это	5	5
50	тем что	2	5
51	в то	9	5
52	только в	6	5
53	в приведенных	2	5
54	его в	4	5
55	с тем	8	4
56	это не	3	4
57	прежде всего	21	4
58	не всегда	2	4
59	зависит от	2	4
60	с его	7	4
61	здесь мы	3	4
62	но это	2	4
63	связано с	2	4
64	на его	5	4
65	как бы	28	4
66	и тем	6	4
67	что и	3	4
68	сих пор	2	4
69	что оно	3	4
70	как мы	9	4
71	и он	2	4
72	у них	2	4
73	себе в	2	4
74	но как	2	4
75	как только	4	3
76	или иное	4	3
77	видели что	3	3
78	независимо от	5	3
79	если бы	4	3
80	в частности	3	3
81	и от	7	3
82	в одном	3	3
83	если он	3	3
84	к этому	2	3
85	вопрос о	2	3
86	в тех	3	3
87	не в	6	3
88	больше и	2	3
89	в качестве	4	3
90	кроме того	2	3
91	тех случаях	2	3
92	и эта	3	3
93	главным образом	3	3
94	от того	3	3
95	эти три	2	3
96	один из	4	3
97	другими словами	7	3
98	в своей	2	3
99	только одна	2	3
100	случаях когда	2	3
101	уже видели	2	3
102	а в	5	3
103	при этом	9	3
104	и вот	3	3
105	к своему	4	3
106	из которых	3	3
107	и наконец	5	3
108	или в	2	3
109	в своих	2	3
110	и то	3	3
111	та же	3	3
112	их в	3	3
113	сказать что	3	3
114	в себе	9	3
115	не было	2	3
116	перед нами	3	2
117	все время	5	2
118	и как	9	2
119	однако в	2	2
120	в этих	2	2
121	с собой	2	2
122	что у	3	2
123	с этим	2	2
124	вовсе не	2	2
125	можно сказать	4	2
126	к тому	4	2
127	для нас	3	2
128	и конечно	2	2
129	что иное	2	2
130	самое время	2	2
131	но все	4	2
132	но не	2	2
133	так же	4	2
134	только он	3	2
135	всех его	2	2
136	что мы	11	2
137	было бы	7	2
138	и сам	2	2
139	случай когда	2	2
140	не так	3	2
141	но для	3	2
142	относится к	2	2
143	на эти	2	2
144	что эти	2	2
145	но мы	2	2
146	жизни и	3	2
147	мы найдем	2	2
148	на него	4	2
149	в форме	6	2
150	что же	8	2
151	целый ряд	3	2
152	все больше	2	2
153	он не	2	2
154	а с	5	2
155	должны были	2	2
156	увидим что	2	2
157	человека в	2	2
158	тем самым	7	2
159	а не	6	2
160	того что	4	2
161	и больше	2	2
162	то или	4	2
163	его не	2	2
164	можно было	4	2
165	в которых	2	2
166	представляет собой	2	2
167	мы должны	10	2
168	зависимости от	5	2
169	в этой	6	2
170	но вот	3	2
171	которые в	2	2
172	что это	4	2
173	здесь не	2	2
174	когда мы	6	2
175	то он	3	2
176	ничего не	8	2
177	или как	6	2
178	но при	3	2
