N	2gram	Bakhtin_Fr_5	Myslijsy
1	потому что	7	46
2	то есть	25	34
3	в том	10	32
4	и в	45	30
5	может быть	2	28
6	то же	11	23
7	не только	14	21
8	только в	4	21
9	но и	10	19
10	том что	7	18
11	то что	2	18
12	того что	3	18
13	что в	12	17
14	не в	7	15
15	и не	15	15
16	а не	4	15
17	таким образом	8	14
18	что и	7	13
19	так как	6	13
20	вместе с	3	12
21	а в	4	12
22	так и	6	11
23	как и	10	10
24	как в	3	10
25	и что	2	10
26	в этом	14	10
27	в то	11	10
28	из этих	3	9
29	для него	3	9
30	было бы	2	9
31	в нем	10	9
32	мы не	4	9
33	между тем	2	9
34	в самом	4	8
35	от того	3	8
36	в ней	8	8
37	и без	2	7
38	вовсе не	8	7
39	к тому	2	7
40	как мы	8	7
41	с тем	2	7
42	но не	4	7
43	что он	6	6
44	но это	5	6
45	с этим	4	6
46	например в	5	6
47	между собою	4	6
48	не может	5	6
49	и слово	2	6
50	не имеет	3	6
51	с ним	5	6
52	одно из	2	5
53	не могут	2	5
54	независимо от	2	5
55	в них	6	5
56	словом и	3	5
57	и как	5	5
58	же время	9	5
59	в своем	11	5
60	не менее	3	5
61	по тому	2	5
62	как на	4	5
63	сказать что	4	5
64	к ней	2	5
65	слова и	2	5
66	что это	2	4
67	перестает быть	2	4
68	и от	4	4
69	мы видели	7	4
70	со словом	2	4
71	все это	7	4
72	то время	3	4
73	в его	13	4
74	относится к	2	4
75	себя и	2	4
76	один из	2	4
77	и его	13	4
78	он не	6	4
79	не было	3	4
80	для того	6	4
81	по поводу	4	4
82	и это	4	4
83	и есть	2	3
84	прежде всего	10	3
85	и все	7	3
86	что все	2	3
87	к этому	2	3
88	связь с	3	3
89	именно в	3	3
90	есть в	3	3
91	мы можем	2	3
92	до сих	3	3
93	можно сказать	2	3
94	при этом	2	3
95	что она	3	3
96	как бы	12	3
97	в целом	2	3
98	на него	2	3
99	в одно	2	3
100	того чтобы	6	3
101	к нему	2	3
102	так же	8	3
103	в каждом	2	3
104	и на	5	3
105	говорить о	2	3
106	в начале	2	3
107	и вообще	2	3
108	его в	5	3
109	здесь только	2	3
110	там где	3	3
111	здесь как	4	3
112	заметить что	2	3
113	в чем	2	3
114	это было	4	3
115	том как	2	3
116	сих пор	3	3
117	перед нами	4	2
118	во время	12	2
119	и та	2	2
120	об этом	4	2
121	в приведенном	3	2
122	связи с	6	2
123	так например	2	2
124	не подлежит	2	2
125	не столько	2	2
126	эти последние	2	2
127	в одном	3	2
128	это в	2	2
129	на все	2	2
130	слова но	2	2
131	одной из	5	2
132	на котором	2	2
133	этих слов	2	2
134	мы видим	5	2
135	в этой	6	2
136	как ее	2	2
137	по своему	4	2
138	единство и	3	2
139	у него	4	2
140	и слова	2	2
141	несмотря на	2	2
142	и если	2	2
143	и о	4	2
144	том же	2	2
145	мы уже	4	2
146	но этот	3	2
147	даже в	2	2
148	но мы	2	2
149	все же	2	2
150	жизни и	8	2
151	в своей	3	2
152	образов и	4	2
153	и до	2	2
154	мысли и	6	2
155	в их	4	2
156	так в	2	2
157	этом отношении	5	2
158	это и	5	2
159	самом деле	5	2
160	в системе	2	2
161	когда в	2	2
162	и наконец	2	2
163	и даже	4	2
164	и притом	2	2
165	той же	4	2
166	в которых	3	2
167	тут же	2	2
168	на мир	7	2
169	ни в	3	2
170	от этого	2	2
171	точки зрения	4	2
172	бы в	4	2
173	о том	4	2
174	что эта	2	2
175	которая не	2	2
176	нет ни	2	2
177	и с	10	2
