N	2gram	Tiupa_Narr_1	Komedia
1	и в	11	26
2	и не	23	14
3	едва ли	3	14
4	к тому	6	12
5	так и	5	12
6	и его	10	12
7	в том	8	11
8	тому же	6	11
9	может быть	15	11
10	но и	27	10
11	на протяжении	7	10
12	в этом	12	10
13	что в	3	9
14	столь же	5	9
15	том что	7	9
16	если бы	7	9
17	вместе с	2	9
18	и на	5	7
19	из них	4	7
20	не только	31	7
21	ли не	2	7
22	на себя	4	7
23	в своем	3	6
24	то что	9	6
25	еще не	4	6
26	в нем	4	6
27	того чтобы	4	6
28	потому что	5	6
29	в то	4	6
30	о том	4	6
31	с его	4	5
32	что он	3	5
33	в качестве	14	5
34	один из	6	5
35	себя внимание	3	5
36	для того	3	5
37	обращает на	3	5
38	и с	3	5
39	действующих лиц	5	5
40	не менее	3	4
41	в частности	14	4
42	у него	7	4
43	в этих	2	4
44	что у	4	4
45	и от	2	4
46	прежде всего	4	4
47	из этих	4	4
48	о его	2	4
49	как мы	2	4
50	же в	2	4
51	как и	13	4
52	в целом	3	4
53	как будто	3	4
54	хотя и	4	4
55	в его	6	4
56	еще в	3	4
57	мира в	4	4
58	все же	4	4
59	не по	4	4
60	в самом	6	4
61	и для	2	4
62	точки зрения	5	4
63	в начале	3	4
64	в наиболее	2	4
65	только в	12	4
66	как это	3	4
67	между тем	3	4
68	это было	2	4
69	о чем	4	3
70	после смерти	2	3
71	в поле	3	3
72	что на	4	3
73	жизни и	6	3
74	отношению к	3	3
75	связи с	2	3
76	но не	4	3
77	и столь	2	3
78	же время	4	3
79	как правило	5	3
80	в обоих	2	3
81	да и	2	3
82	в ней	4	3
83	речь идет	3	3
84	не имеет	2	3
85	себя в	2	3
86	в своей	5	3
87	по отношению	3	3
88	дело с	2	3
89	в связи	2	3
90	то же	8	3
91	не было	3	3
92	как в	4	3
93	к нему	4	3
94	друг друга	2	3
95	а в	13	3
96	или в	6	3
97	человека в	2	3
98	не может	8	3
99	что касается	2	3
100	в этой	6	3
101	но в	7	3
102	мы можем	2	3
103	если в	2	2
104	отнюдь не	2	2
105	однако в	3	2
106	в нашем	3	2
107	не всегда	3	2
108	с другой	2	2
109	это не	3	2
110	в конце	2	2
111	в одном	4	2
112	об этом	6	2
113	идет о	3	2
114	не в	6	2
115	не столь	2	2
116	до сих	2	2
117	одна из	4	2
118	по своему	2	2
119	а на	2	2
120	как известно	3	2
121	когда в	3	2
122	у нее	4	2
123	он не	3	2
124	в театре	2	2
125	как бы	6	2
126	не вполне	2	2
127	всяком случае	2	2
128	чем это	2	2
129	не является	3	2
130	хотя бы	2	2
131	в мире	4	2
132	сих пор	2	2
133	со стороны	8	2
134	в отличие	2	2
135	так в	4	2
136	если не	2	2
137	в той	2	2
138	в принципе	4	2
139	времени в	2	2
140	отличие от	2	2
141	роль в	2	2
142	мы не	3	2
143	в глазах	3	2
144	с ними	2	2
145	во всяком	2	2
146	и ее	3	2
147	к его	2	2
148	и еще	2	2
149	и все	3	2
150	в первом	4	2
151	мы имеем	3	2
152	в состав	3	2
153	и после	2	2
