N	2gram	Vygotskiy__5	StatiiOP
1	и в	30	44
2	в том	27	36
3	и т	7	30
4	что в	24	30
5	том что	21	29
6	т д	3	21
7	в этом	14	21
8	вовсе не	3	19
9	то что	37	18
10	не только	16	18
11	было бы	5	17
12	а в	4	17
13	о том	10	17
14	и не	6	16
15	а не	8	16
16	может быть	11	15
17	в данном	3	14
18	как в	3	13
19	можно было	3	13
20	не в	8	12
21	у нас	4	11
22	в этой	5	11
23	самом деле	8	11
24	того чтобы	20	11
25	точки зрения	7	11
26	ясно что	6	10
27	для того	20	10
28	что он	17	10
29	но и	6	10
30	но в	5	10
31	только в	5	10
32	в отношении	2	9
33	с другой	9	9
34	если бы	11	9
35	в то	2	9
36	как и	6	9
37	того что	8	9
38	т п	3	9
39	так и	3	9
40	в его	4	9
41	во всех	2	8
42	все же	7	8
43	из них	2	8
44	не может	9	8
45	и его	6	8
46	это не	3	8
47	с точки	2	8
48	прежде всего	4	7
49	так например	3	7
50	по поводу	3	7
51	в самом	14	7
52	для нас	3	7
53	сих пор	5	7
54	до сих	5	7
55	другой стороны	5	7
56	таким образом	20	7
57	этом отношении	3	7
58	сказать что	9	7
59	что они	5	7
60	потому что	23	6
61	из этих	3	6
62	так что	3	6
63	для него	3	6
64	что и	3	6
65	в своей	4	6
66	данном случае	3	6
67	со стороны	3	6
68	именно в	6	6
69	на самом	2	6
70	в той	3	6
71	дело в	2	6
72	хотя бы	3	6
73	никогда не	9	5
74	была бы	3	5
75	мне кажется	3	5
76	так же	13	5
77	что мы	11	5
78	совершенно не	6	5
79	в котором	2	5
80	в нем	7	5
81	в целом	5	5
82	жизни и	6	5
83	все это	2	5
84	той же	3	5
85	то же	7	5
86	и даже	2	5
87	в которых	2	5
88	и то	9	5
89	тем что	6	5
90	могут быть	8	5
91	все эти	2	5
92	так как	9	5
93	там где	4	5
94	в основу	4	4
95	что это	8	4
96	в частности	4	4
97	что она	6	4
98	гораздо более	2	4
99	это в	3	4
100	вопрос о	3	4
101	мы находим	2	4
102	в ее	3	4
103	это и	2	4
104	но все	2	4
105	и что	23	4
106	в качестве	2	4
107	и почему	2	4
108	как раз	13	4
109	как бы	19	4
110	на то	17	4
111	что у	3	4
112	и сейчас	3	4
113	заключается в	8	4
114	этот вопрос	4	4
115	как будто	6	4
116	как это	7	4
117	в которой	3	4
118	в основе	7	3
119	не существует	3	3
120	а с	5	3
121	по этому	5	3
122	тому что	8	3
123	и с	2	3
124	с этой	2	3
125	и так	2	3
126	не является	2	3
127	в конце	4	3
128	должна быть	2	3
129	этих двух	7	3
130	в каждом	2	3
131	материал для	2	3
132	ни в	3	3
133	он был	2	3
134	об этом	3	3
135	же как	2	3
136	чем в	2	3
137	но не	7	3
138	того же	2	3
139	еще не	5	3
140	и для	6	3
141	в ней	4	3
142	из двух	3	3
143	должен быть	2	3
144	и тем	6	3
145	то это	4	3
146	говорит о	4	3
147	внимание на	4	3
148	по отношению	2	3
149	и только	3	3
150	по мнению	6	3
151	с одной	12	3
152	что оно	6	3
153	в двух	5	3
154	говорит что	6	3
155	на этот	3	3
156	тем же	3	3
157	в таком	3	3
158	в результате	4	3
159	что касается	2	3
160	в каком	3	3
161	в другом	3	3
162	вопроса о	2	3
163	ответ на	5	3
164	это очень	2	3
165	с этим	2	3
166	что от	2	2
167	что все	6	2
168	уже в	6	2
169	что ни	3	2
170	совсем не	2	2
171	а как	2	2
172	и можно	2	2
173	одним и	3	2
174	бы мы	3	2
175	при таком	3	2
176	в этих	3	2
177	материала и	5	2
178	даже и	2	2
179	в своем	6	2
180	что на	3	2
181	этом случае	2	2
182	ли не	2	2
183	по существу	2	2
184	всякий раз	2	2
185	при этом	8	2
186	быть и	2	2
187	что при	3	2
188	чем у	3	2
189	ни один	2	2
190	что с	6	2
191	одной стороны	12	2
192	несмотря на	5	2
193	в сущности	12	2
194	за основу	3	2
195	и потому	5	2
196	и уже	3	2
197	отношения к	2	2
198	всех трех	2	2
199	целый ряд	3	2
200	для этого	9	2
201	оба эти	2	2
202	из того	3	2
203	ни одного	2	2
204	есть только	2	2
205	по его	3	2
206	будто на	2	2
207	он должен	8	2
208	мы не	3	2
209	ничего не	2	2
210	не знает	2	2
211	в своих	5	2
212	дело с	5	2
213	у него	3	2
214	он не	3	2
215	но он	3	2
216	что эта	4	2
217	в себе	5	2
218	нет ни	2	2
219	о котором	6	2
220	что здесь	3	2
221	этому поводу	4	2
222	и все	4	2
223	и это	8	2
224	должен был	4	2
225	мы имеем	8	2
226	время как	2	2
227	то есть	13	2
