N	2gram	Vinokur_Ku_2	Psycholo
1	и в	23	38
2	то что	9	35
3	в том	19	25
4	в самом	12	25
5	самом деле	9	21
6	что в	10	20
7	может быть	15	19
8	и что	8	18
9	на то	4	16
10	что она	3	16
11	точки зрения	14	16
12	в ней	3	15
13	если бы	12	14
14	том что	11	14
15	как бы	4	14
16	и т	39	14
17	потому что	25	14
18	в этой	6	13
19	в этом	18	13
20	было бы	15	12
21	не только	20	12
22	таким образом	5	12
23	не в	8	12
24	что он	5	11
25	что это	7	10
26	в сущности	9	10
27	то же	6	10
28	и не	16	10
29	и все	2	10
30	о которых	3	9
31	с точки	8	9
32	того чтобы	11	9
33	все же	7	8
34	с тем	2	8
35	перед нами	4	8
36	с этим	3	8
37	вовсе не	9	8
38	для нас	4	8
39	как и	2	8
40	как раз	3	8
41	но только	4	8
42	для того	9	8
43	и то	5	8
44	и это	3	8
45	с другой	8	7
46	а не	10	7
47	никак не	3	7
48	не может	9	7
49	что у	2	7
50	как мы	3	7
51	может служить	2	7
52	а в	3	7
53	заключается в	2	7
54	между тем	6	7
55	и здесь	5	6
56	к тому	4	6
57	мы видели	2	6
58	она не	2	6
59	один из	5	6
60	и если	2	6
61	не имеет	4	6
62	он не	3	6
63	которых мы	2	6
64	с одной	2	6
65	уже из	2	6
66	так как	15	6
67	если мы	4	6
68	как это	5	6
69	и его	3	6
70	и на	6	6
71	в которых	2	6
72	ясно что	5	6
73	там где	5	6
74	я не	5	5
75	казалось бы	3	5
76	должна быть	5	5
77	в своем	2	5
78	на этом	3	5
79	несмотря на	5	5
80	совершенно не	3	5
81	в своей	2	5
82	вместе с	5	5
83	но и	7	5
84	другой стороны	7	5
85	т п	24	5
86	в той	2	5
87	или в	4	5
88	в другом	2	5
89	о котором	2	5
90	в его	5	5
91	могли бы	2	5
92	что если	2	4
93	никогда не	2	4
94	что эта	2	4
95	мы могли	2	4
96	что они	2	4
97	в свою	2	4
98	при этом	2	4
99	и для	2	4
100	конечно не	2	4
101	в самой	2	4
102	речь идет	2	4
103	в нем	4	4
104	что и	3	4
105	с той	2	4
106	как в	3	4
107	смысл и	3	4
108	т д	14	4
109	все эти	12	4
110	здесь мы	2	4
111	того что	3	4
112	когда в	2	4
113	из которых	3	4
114	и даже	2	4
115	в своих	2	4
116	сказать что	4	4
117	у него	3	4
118	только в	5	4
119	как будто	2	4
120	не то	2	4
121	в виду	3	4
122	в них	4	3
123	в речи	6	3
124	только для	2	3
125	что все	5	3
126	главным образом	3	3
127	к этому	4	3
128	ни в	4	3
129	но это	3	3
130	интересно что	2	3
131	того же	3	3
132	тот же	5	3
133	и о	4	3
134	был бы	2	3
135	должен быть	5	3
136	все это	5	3
137	то и	3	3
138	это только	2	3
139	что не	6	3
140	который мы	2	3
141	и тем	5	3
142	того как	2	3
143	тем что	3	3
144	состоит в	2	3
145	в то	4	3
146	могла бы	2	3
147	на это	3	3
148	здесь не	3	3
149	но в	11	3
150	одного из	2	2
151	в данном	4	2
152	не могут	5	2
153	всех этих	3	2
154	и более	2	2
155	была бы	4	2
156	смысле этого	2	2
157	отнюдь не	4	2
158	все они	2	2
159	следует что	3	2
160	хотя бы	9	2
161	с этой	2	2
162	на самом	2	2
163	во всяком	5	2
164	что оно	3	2
165	утверждать что	2	2
166	но что	2	2
167	очень часто	2	2
168	же в	3	2
169	до конца	3	2
170	уже не	8	2
171	у нас	12	2
172	по существу	5	2
173	в силу	7	2
174	есть в	3	2
175	аналогии с	3	2
176	свою очередь	2	2
177	очевидно что	2	2
178	разве не	2	2
179	лучшем случае	3	2
180	под этим	2	2
181	слов и	2	2
182	ли это	2	2
183	мы в	2	2
184	эта фраза	2	2
185	по преимуществу	2	2
186	всяком случае	5	2
187	для этого	3	2
188	что когда	3	2
189	наше время	2	2
190	дело не	2	2
191	данном случае	2	2
192	нам не	2	2
193	со стороны	4	2
194	что же	5	2
195	целый ряд	5	2
196	в наше	2	2
197	так же	4	2
198	отношения к	2	2
199	что за	2	2
200	еще и	2	2
201	быть не	2	2
202	не просто	2	2
203	и вот	5	2
204	она стала	2	2
205	материалом для	2	2
206	не более	2	2
207	и по	3	2
208	той же	2	2
209	в лучшем	3	2
210	в качестве	8	2
211	в конце	4	2
212	и следовательно	2	2
213	его к	2	2
214	этого слова	5	2
215	однако и	2	2
216	на примере	2	2
217	к этой	3	2
218	ничего не	4	2
