N	2gram	Vinokur_Vv_1	Problemy
1	и в	27	34
2	и не	13	29
3	как бы	5	27
4	что он	4	23
5	в его	10	22
6	может быть	24	19
7	в нем	13	19
8	не может	13	19
9	как и	5	18
10	но в	10	16
11	все это	6	16
12	и его	5	16
13	в этом	34	16
14	и с	2	15
15	прежде всего	8	15
16	то же	8	14
17	к нему	2	14
18	самом деле	6	13
19	т е	38	12
20	но и	5	12
21	же время	5	12
22	потому что	14	12
23	в то	5	12
24	вовсе не	6	11
25	в сущности	3	11
26	то что	17	11
27	не только	21	10
28	в отношении	2	9
29	не в	8	9
30	а не	3	9
31	никогда не	3	8
32	в самом	12	8
33	и т	43	8
34	так же	3	8
35	точки зрения	7	8
36	что же	3	8
37	и для	4	8
38	в другом	3	8
39	что в	11	7
40	и даже	5	7
41	отношении к	2	7
42	этого слова	2	7
43	все же	8	7
44	как мы	9	7
45	что не	5	7
46	как будто	3	7
47	от себя	3	6
48	отношение к	3	6
49	и на	3	6
50	отношению к	4	6
51	т п	5	6
52	в себе	4	6
53	только в	13	6
54	он сам	3	5
55	что это	3	5
56	это не	8	5
57	в конце	3	5
58	к тому	4	5
59	так что	5	5
60	но все	3	5
61	и что	4	5
62	того что	12	5
63	и сам	2	5
64	всяком случае	3	5
65	себе и	2	5
66	в целом	5	5
67	из них	3	5
68	по отношению	4	5
69	таким образом	19	5
70	и вот	3	5
71	не мог	2	5
72	а в	5	5
73	он и	2	5
74	с тем	6	5
75	в одном	4	5
76	на протяжении	2	5
77	что и	3	5
78	хотя бы	5	5
79	во всяком	3	5
80	в чем	4	5
81	на вопрос	6	4
82	с другой	8	4
83	да и	4	4
84	из его	2	4
85	на этом	3	4
86	при этом	3	4
87	в общем	12	4
88	все эти	3	4
89	рядом с	2	4
90	даже и	3	4
91	но как	2	4
92	в начале	3	4
93	его в	6	4
94	так как	13	4
95	если бы	2	4
96	как раз	4	4
97	этом смысле	11	4
98	но не	7	4
99	еще не	4	4
100	бы и	2	4
101	только на	3	4
102	с точки	2	4
103	тем что	6	4
104	в виде	4	4
105	и это	6	4
106	ничего не	2	4
107	вместе с	6	4
108	за собой	3	3
109	не менее	8	3
110	уже в	5	3
111	для этого	3	3
112	в каждом	4	3
113	его к	2	3
114	в том	31	3
115	сливается с	3	3
116	совсем не	3	3
117	что с	3	3
118	до конца	3	3
119	хотя и	3	3
120	в виду	4	3
121	в котором	4	3
122	есть только	2	3
123	мы видели	2	3
124	жизни и	2	3
125	другой стороны	5	3
126	как такового	2	3
127	должно быть	2	3
128	говорит он	2	3
129	в ней	3	3
130	нуждается в	2	3
131	говорить о	3	3
132	во всем	2	3
133	как он	6	3
134	конце концов	2	3
135	этого не	2	3
136	не как	3	3
137	по крайней	4	3
138	по себе	9	3
139	в ее	11	3
140	том что	26	3
141	так чтобы	3	3
142	по своему	5	3
143	между тем	8	3
144	но зато	2	3
145	крайней мере	4	3
146	в своей	4	3
147	только что	4	3
148	и как	9	3
149	и то	5	3
150	только с	3	3
151	сама по	3	2
152	понятно что	3	2
153	тому что	2	2
154	о них	2	2
155	вообще не	3	2
156	с этой	4	2
157	это в	2	2
158	вопрос о	8	2
159	этом случае	6	2
160	тем не	8	2
161	такого же	2	2
162	мог бы	2	2
163	например в	2	2
164	что такое	10	2
165	один из	6	2
166	в этот	2	2
167	в форме	2	2
168	в своем	3	2
169	т д	37	2
170	что оно	2	2
171	только так	2	2
172	как на	11	2
173	каждый из	2	2
174	в которых	6	2
175	с этим	2	2
176	что даже	2	2
177	о том	15	2
178	а так	2	2
179	на нее	2	2
180	сказать что	5	2
181	как она	4	2
182	или как	3	2
183	а как	3	2
184	нисколько не	3	2
185	смысле этого	8	2
186	однако в	3	2
187	в них	4	2
188	лежит в	2	2
189	на тему	2	2
190	надо было	2	2
191	не с	2	2
192	говорит о	3	2
193	и того	2	2
194	должна была	2	2
195	того же	3	2
196	было бы	5	2
197	не бывает	2	2
198	во всех	2	2
199	своего рода	3	2
200	быть и	2	2
201	слова как	2	2
202	в отличие	3	2
203	входит в	2	2
204	но с	4	2
205	в той	7	2
206	уже не	5	2
207	той же	4	2
208	и без	2	2
209	и ее	4	2
210	и вообще	3	2
211	будто бы	2	2
212	отличие от	3	2
213	о чем	4	2
