N	2gram	Bakhtin_Pr_2	SlovoVZh
1	не может	24	16
2	точки зрения	19	14
3	может быть	18	14
4	и его	8	13
5	как бы	15	13
6	таким образом	11	12
7	и в	45	12
8	в нашем	2	11
9	отношению к	8	11
10	по отношению	8	11
11	и не	42	10
12	если бы	2	9
13	так как	5	9
14	прежде всего	11	8
15	сказать что	5	7
16	в нем	20	6
17	все время	3	6
18	в процессе	2	6
19	при этом	2	6
20	в том	8	6
21	только в	9	6
22	в ней	7	6
23	и др	4	5
24	в жизни	3	5
25	то что	5	5
26	должна быть	3	5
27	никогда не	17	5
28	а не	10	5
29	можно сказать	2	5
30	то же	5	5
31	хотя бы	5	5
32	как и	14	5
33	том что	7	5
34	как в	4	5
35	героя и	7	5
36	и следовательно	7	5
37	но в	6	5
38	в виду	2	5
39	и к	2	4
40	все же	4	4
41	отношение к	8	4
42	жизни и	15	4
43	так и	3	4
44	от того	2	4
45	уже не	6	4
46	что не	5	4
47	в литературе	6	4
48	зависимости от	3	4
49	не в	8	4
50	в этом	20	4
51	и на	7	4
52	его в	3	4
53	в самом	13	4
54	к нему	11	4
55	за пределы	5	4
56	не только	16	4
57	в котором	7	3
58	в них	4	3
59	точка зрения	7	3
60	и более	2	3
61	не менее	2	3
62	в художественном	3	3
63	в своей	6	3
64	в некоторых	2	3
65	сих пор	2	3
66	все это	5	3
67	как к	2	3
68	не должна	3	3
69	и по	2	3
70	все эти	4	3
71	по себе	8	3
72	этой точки	2	3
73	слово в	3	3
74	это как	2	3
75	но и	15	3
76	и пр	2	3
77	того что	3	3
78	и герой	2	3
79	точек зрения	3	3
80	или не	2	3
81	ни в	2	3
82	так же	5	3
83	самом деле	4	3
84	и с	7	3
85	о том	3	3
86	и ее	7	3
87	в себе	5	3
88	для него	9	3
89	до сих	2	3
90	в пределах	4	3
91	еще не	9	3
92	и для	2	3
93	конечно не	6	3
94	здесь не	2	3
95	с героем	2	3
96	с ним	8	3
97	к герою	5	3
98	автора и	2	2
99	перестает быть	3	2
100	уже в	4	2
101	с его	8	2
102	что и	5	2
103	но все	4	2
104	что в	6	2
105	как не	5	2
106	оценки и	2	2
107	себя и	2	2
108	в зависимости	3	2
109	в этих	4	2
110	на него	2	2
111	все они	4	2
112	в форме	2	2
113	в своем	5	2
114	точку зрения	5	2
115	это не	3	2
116	мы имеем	2	2
117	бы не	3	2
118	и другие	4	2
119	в особенности	2	2
120	по природе	3	2
121	была бы	3	2
122	к этому	4	2
123	связь с	2	2
124	те же	2	2
125	на материале	3	2
126	конечно в	2	2
127	и слово	6	2
128	и что	2	2
129	ко всем	2	2
130	не есть	2	2
131	несколько подробнее	2	2
132	можем сказать	2	2
133	не так	2	2
134	с точки	9	2
135	и здесь	2	2
136	как же	2	2
137	сливается с	4	2
138	как на	2	2
139	с другими	7	2
140	но это	2	2
141	более того	5	2
142	мы можем	4	2
143	в момент	3	2
144	но не	6	2
145	быть только	2	2
146	могут быть	4	2
147	имеем в	2	2
148	выражение в	3	2
149	еще раз	3	2
150	до конца	7	2
151	она не	5	2
152	в то	5	2
153	можно найти	2	2
154	может стать	2	2
155	и самое	2	2
156	подчеркнуть что	3	2
157	там где	6	2
158	идеологического творчества	2	2
159	в чем	2	2
160	как это	2	2
161	к ним	3	2
162	ничего не	3	2
163	он не	9	2
164	в условиях	2	2
165	в его	22	2
166	и потому	6	2
167	относится к	2	2
168	между ними	4	2
