N	2gram	Nazirov_Tv_1	Dialekti
1	и не	7	30
2	и т	3	21
3	и в	21	18
4	может быть	5	17
5	в нем	3	16
6	так что	2	15
7	значит что	2	14
8	а не	5	14
9	потому что	5	14
10	что в	12	13
11	то что	8	13
12	не только	7	13
13	и даже	3	13
14	в этом	6	12
15	не может	4	12
16	что он	6	11
17	как бы	17	11
18	все это	10	11
19	в себе	2	11
20	так как	3	11
21	прежде всего	4	10
22	то же	13	10
23	сказать что	2	10
24	никогда не	3	9
25	отнюдь не	5	9
26	это не	4	9
27	в том	7	9
28	так и	2	9
29	том что	11	9
30	но это	5	8
31	не существует	3	7
32	вовсе не	5	7
33	и как	4	7
34	то в	2	7
35	но и	3	7
36	что она	2	7
37	мы находим	2	7
38	что не	2	7
39	с другой	3	6
40	можно сказать	2	6
41	хотя бы	5	6
42	не в	2	6
43	в то	15	6
44	ни на	3	6
45	в чем	2	6
46	с ним	3	6
47	не то	2	6
48	но в	7	6
49	я не	3	5
50	он сам	6	5
51	в этих	2	5
52	в своем	4	5
53	говорит о	3	5
54	в дальнейшем	3	5
55	но если	3	5
56	себе не	2	5
57	все же	5	5
58	и он	2	5
59	а в	6	5
60	и с	3	5
61	в виду	2	5
62	по крайней	2	4
63	у пушкина	2	4
64	к тому	2	4
65	быть может	2	4
66	об этом	2	4
67	крайней мере	2	4
68	это и	3	4
69	но не	3	4
70	же время	12	4
71	не могу	2	4
72	хотя и	3	4
73	в котором	6	4
74	так же	3	4
75	и притом	2	4
76	к ней	2	4
77	о том	6	4
78	та же	4	3
79	есть не	2	3
80	что и	2	3
81	что я	3	3
82	говорит что	2	3
83	действительности и	2	3
84	он не	8	3
85	в его	13	3
86	если в	2	3
87	даже в	3	3
88	гораздо более	2	3
89	один из	4	3
90	жизни и	3	3
91	но только	2	3
92	но она	2	3
93	мысли и	4	3
94	в их	3	3
95	только на	2	3
96	в самом	3	3
97	еще более	2	3
98	на самом	3	3
99	самом деле	2	3
100	только что	2	3
101	что для	2	3
102	в данном	2	3
103	и та	2	3
104	в основе	2	3
105	в ней	2	3
106	могут быть	2	3
107	только в	5	3
108	и все	6	3
109	не менее	6	2
110	не был	3	2
111	того что	3	2
112	именно в	2	2
113	в виде	3	2
114	в частности	2	2
115	не знает	2	2
116	в качестве	2	2
117	как в	8	2
118	и от	4	2
119	точно так	2	2
120	в каждом	3	2
121	к этому	2	2
122	в мире	4	2
123	как и	12	2
124	такой же	2	2
125	не нужно	2	2
126	для него	6	2
127	что человек	3	2
128	вслед за	2	2
129	в него	2	2
130	просто не	3	2
131	из них	2	2
132	в своей	4	2
133	дело не	3	2
134	т п	2	2
135	тут и	3	2
136	на земле	3	2
137	уже не	3	2
138	и у	2	2
139	стремится к	3	2
140	же и	2	2
141	и внутреннего	2	2
142	что как	2	2
143	пространства и	2	2
144	на деле	2	2
145	нет ни	2	2
