N	2gram	Voloshinov_1	slovoVRo
1	и в	15	41
2	в нем	4	30
3	могут быть	6	19
4	во всех	8	17
5	но и	4	16
6	и не	16	16
7	точки зрения	13	16
8	не только	5	16
9	а не	2	15
10	то же	7	14
11	может быть	13	14
12	и др	8	14
13	не может	13	14
14	и его	15	14
15	и на	3	14
16	в то	6	14
17	в его	9	13
18	слова и	2	13
19	же время	5	12
20	до конца	5	12
21	как бы	11	12
22	в этом	13	12
23	так и	10	11
24	в большинстве	4	10
25	в узком	2	10
26	узком смысле	2	10
27	таким образом	21	9
28	все эти	9	9
29	себя в	2	9
30	прежде всего	11	8
31	но в	9	8
32	как в	3	8
33	как мы	10	8
34	с точки	10	8
35	все они	2	7
36	не в	4	7
37	отношение к	7	7
38	с ним	12	7
39	вовсе не	2	7
40	в своей	9	7
41	все же	5	7
42	во всяком	4	7
43	в отношении	2	6
44	это не	2	6
45	при этом	7	6
46	и даже	2	6
47	а в	6	6
48	большинстве случаев	5	6
49	оно не	2	6
50	только в	6	6
51	в самом	6	5
52	всяком случае	3	5
53	все это	5	5
54	в основе	3	5
55	подхода к	2	5
56	как его	2	5
57	и к	7	5
58	еще более	2	5
59	к нему	7	5
60	с другими	5	5
61	далеко не	4	5
62	так сказать	3	5
63	связанных с	4	4
64	оно и	6	4
65	и часто	2	4
66	одним из	3	4
67	в ней	5	4
68	один из	4	4
69	с ее	3	4
70	за пределы	2	4
71	и наконец	10	4
72	рядом с	2	4
73	и с	7	4
74	и все	4	4
75	с его	8	4
76	всех этих	5	4
77	как и	6	4
78	еще не	7	4
79	и потому	8	4
80	на почве	2	4
81	в процессе	4	4
82	быть и	2	4
83	и для	2	4
84	ничего не	2	4
85	все его	2	4
86	не могут	3	3
87	все время	4	3
88	никогда не	7	3
89	точку зрения	4	3
90	хотя бы	7	3
91	формы и	2	3
92	из этих	4	3
93	к тому	4	3
94	в том	4	3
95	следовательно и	2	3
96	в свою	2	3
97	для него	5	3
98	в него	2	3
99	в зависимости	2	3
100	его и	2	3
101	данном случае	3	3
102	в своем	2	3
103	именно в	3	3
104	того что	2	3
105	с ними	4	3
106	не было	4	3
107	в истории	3	3
108	его в	8	3
109	в первом	2	3
110	так как	9	3
111	у него	3	3
112	с этим	6	3
113	связанные с	2	3
114	единство и	3	3
115	в себе	4	3
116	зависимости от	2	3
117	в качестве	2	3
118	она не	2	3
119	и может	4	3
120	было бы	6	3
121	конечно не	3	3
122	с различными	2	3
123	он не	4	3
124	в основном	2	3
125	внутренней речи	3	3
126	но эти	2	3
127	из этого	2	3
128	бы и	2	3
129	и этим	3	3
130	в данном	3	3
131	более того	2	3
132	и ее	3	3
133	выражение в	2	3
134	тому что	3	2
135	что все	5	2
136	на все	2	2
137	можно сказать	4	2
138	войти в	3	2
139	мы и	4	2
140	на этом	5	2
141	смысле слова	2	2
142	на язык	2	2
143	между ними	2	2
144	со всею	3	2
145	и по	5	2
146	в целом	2	2
147	в этих	2	2
148	уже не	5	2
149	те же	4	2
150	и связанных	2	2
151	должно быть	2	2
152	конечно и	3	2
153	сказать что	6	2
154	потому что	4	2
155	до последнего	2	2
156	укладывается в	2	2
157	с которыми	2	2
158	между тем	2	2
159	оно может	3	2
160	не является	3	2
161	в сознании	3	2
162	для них	3	2
163	между собой	4	2
164	в одном	3	2
165	к этому	7	2
166	связь с	4	2
167	в условиях	3	2
168	у нас	3	2
169	том что	5	2
170	не пытается	2	2
171	одна из	3	2
172	но не	5	2
173	чем он	2	2
174	до сих	3	2
175	мы уже	5	2
176	века в	2	2
177	совершенно не	2	2
178	предмета и	2	2
179	на один	2	2
180	и о	3	2
181	сих пор	3	2
182	в ее	4	2
183	как раз	2	2
184	в самых	2	2
185	на самом	2	2
186	если мы	5	2
187	только на	2	2
188	и у	6	2
189	той же	2	2
190	роль в	6	2
191	мы не	4	2
192	нас в	2	2
193	и то	2	2
194	на протяжении	5	2
195	жизни но	2	2
196	в эту	2	2
197	здесь оно	2	2
198	из него	2	2
