N	2gram	Bakhtin_Pr_1	FransuaR
1	и в	29	41
2	мы уже	2	18
3	таким образом	12	17
4	в нем	19	16
5	и с	4	16
6	и его	14	13
7	но и	14	13
8	как мы	4	12
9	в этом	22	12
10	все это	6	11
11	все эти	9	11
12	прежде всего	7	10
13	в самом	10	10
14	не только	15	10
15	и др	5	10
16	так как	6	10
17	то что	15	10
18	кроме того	3	9
19	и на	7	9
20	никогда не	3	8
21	в сущности	5	8
22	в этой	4	8
23	но в	7	8
24	у него	5	7
25	в них	3	7
26	вовсе не	7	7
27	том что	7	7
28	как бы	19	7
29	и до	3	7
30	как и	12	7
31	что в	8	7
32	в его	24	7
33	что он	8	6
34	мы видим	2	6
35	например в	3	6
36	один из	2	6
37	сказать что	3	6
38	в то	10	6
39	то же	14	5
40	с его	9	5
41	в одном	10	5
42	в литературе	4	5
43	так же	6	5
44	же время	9	5
45	так и	7	5
46	в своем	8	5
47	рядом с	14	5
48	большинстве случаев	2	5
49	в той	2	5
50	и что	2	5
51	той же	5	5
52	тем что	4	5
53	но он	2	5
54	в себе	7	5
55	все то	4	5
56	там где	10	5
57	уже в	3	4
58	все время	2	4
59	с другой	3	4
60	но они	2	4
61	нового времени	3	4
62	и от	2	4
63	именно в	5	4
64	и как	7	4
65	не в	7	4
66	все что	3	4
67	в большинстве	2	4
68	тот же	2	4
69	в ней	2	4
70	в котором	2	4
71	даже в	4	4
72	все же	9	4
73	не может	12	4
74	как в	6	4
75	самом деле	6	4
76	именно на	2	4
77	и наконец	4	4
78	и даже	2	4
79	одним из	6	4
80	а в	7	4
81	конечно и	2	4
82	более того	5	4
83	в результате	4	4
84	в основе	4	4
85	с ним	5	4
86	перед нами	5	3
87	поэтому и	4	3
88	он сам	3	3
89	с этой	2	3
90	в одной	6	3
91	с этим	2	3
92	романа в	3	3
93	в духе	3	3
94	но это	4	3
95	до сих	2	3
96	было бы	5	3
97	и сам	2	3
98	конечно не	2	3
99	никак не	2	3
100	жизни и	2	3
101	к этим	2	3
102	в первой	2	3
103	сих пор	2	3
104	и для	4	3
105	этом отношении	3	3
106	при этом	2	3
107	на языке	2	3
108	и не	31	3
109	те же	2	3
110	они не	4	3
111	между ними	2	3
112	к нему	6	3
113	с другими	7	3
114	в данном	2	3
115	в плане	5	3
116	только в	10	3
117	потому что	8	3
118	не могут	6	2
119	всех этих	2	2
120	для его	3	2
121	ведь это	2	2
122	они уже	3	2
123	превращается в	4	2
124	и во	2	2
125	в конце	6	2
126	себе самом	9	2
127	в том	8	2
128	это и	5	2
129	так что	2	2
130	связи с	2	2
131	но не	9	2
132	есть и	2	2
133	должна быть	5	2
134	до конца	8	2
135	своего времени	2	2
136	кажется что	2	2
137	может быть	24	2
138	одной плоскости	5	2
139	за пределы	7	2
140	в своей	8	2
141	они могут	2	2
142	он не	5	2
143	и потому	6	2
144	если б	2	2
145	был бы	6	2
146	данном случае	2	2
147	в форме	7	2
148	другой стороны	3	2
149	как раз	6	2
150	не на	4	2
151	образ в	2	2
152	но с	3	2
153	но эта	4	2
154	в истории	2	2
155	а не	22	2
156	и у	3	2
157	с точки	13	2
158	к себе	2	2
159	то он	2	2
160	их в	4	2
161	между тем	5	2
162	говорит он	6	2
163	он в	3	2
164	точки зрения	19	2
165	на его	2	2
166	и этим	3	2
167	так сказать	4	2
168	бы в	3	2
169	мира и	7	2
170	в романе	9	2
171	мира в	5	2
